,nums,labels
0,firehundrede og enogtredive; femhundrede og treogfyrre,1
8629,tohundrede og fjorten; niogtreds,0
8630,ethundrede og toogtredive; sekshundrede og treogtreds,1
8631,syvhundrede og femoghalvtreds; sekshundrede og treogtyve,0
8632,trehundrede og seksogtyve; firehundrede og toogtredive,1
8633,trehundrede og sytten; nihundrede og tooghalvfjerds,1
8634,syvhundrede og otteogfyrre; syvhundrede og ti,0
8635,syvhundrede og fjorten; nihundrede og femogtreds,1
8636,trehundrede og seksogtreds; ethundrede og seksogtredive,0
8637,tohundrede og treogtyve; ottehundrede og syvoghalvfjerds,1
8638,firehundrede og sytten; niogfirs,0
8639,femhundrede og syvoghalvfems; syvhundrede og fireogfyrre,1
8640,tohundrede og fyrre; femhundrede og niogfyrre,1
8641,femhundrede og otteogtreds; trehundrede og et,0
8642,firehundrede og fjorten; enogtyve,0
8643,firehundrede og treoghalvtreds; tohundrede og sytten,0
8644,femhundrede og treogtyve; ottehundrede og atten,1
8645,firehundrede og femoghalvfems; otteogtyve,0
8646,firehundrede og treogfirs; femhundrede og nioghalvtreds,1
8647,femhundrede og atten; tohundrede og femogtreds,0
8648,nihundrede og tredive; trehundrede og tolv,0
8649,nihundrede og tretten; nihundrede og niogtredive,1
8650,nihundrede og niogtreds; ottehundrede og enoghalvfems,0
8651,sekshundrede og otteoghalvfjerds; tohundrede og treoghalvtreds,0
8652,trehundrede og halvfjerds; tohundrede og enoghalvtreds,0
8653,tohundrede og fireogfyrre; femhundrede og treogtreds,1
8654,tohundrede og otteogtredive; femhundrede og enogfirs,1
8655,firehundrede og halvtreds; ethundrede og femogtreds,0
8656,syvhundrede og tyve; trehundrede og niogtredive,0
8657,trehundrede og firs; femhundrede og treds,1
8658,nihundrede og treoghalvfjerds; femhundrede og niogtredive,0
8659,to; ethundrede og femogtredive,1
8660,nihundrede og treoghalvtreds; tohundrede og femogfirs,0
8661,femhundrede og fireoghalvfjerds; sekshundrede og nioghalvfems,1
8662,tohundrede og treogtyve; syvhundrede og enogtredive,1
8663,nihundrede og tyve; tohundrede og syvogtreds,0
8664,tohundrede og tretten; femhundrede og seksogtyve,1
8665,ethundrede og fireogfyrre; tohundrede og to,1
8666,syvhundrede og syvogtredive; trehundrede og seksogtyve,0
8667,nihundrede og tooghalvfjerds; femhundrede og seksoghalvfems,0
8668,trehundrede og seksogtredive; sekshundrede og fireoghalvtreds,1
8669,tre; nihundrede og seksogtredive,1
8670,firehundrede og otteogtreds; firehundrede og treogfyrre,0
8671,femhundrede og nitten; tohundrede og treoghalvfjerds,0
8672,tohundrede og syvogfyrre; sekshundrede og otteogtredive,1
8673,ethundrede og otteogtredive; trehundrede og syvogtyve,1
8674,syvhundrede og enogfirs; treogtredive,0
8675,trehundrede og otteogtreds; nihundrede og treoghalvfems,1
8676,nihundrede og femogfyrre; femhundrede og treogtredive,0
8677,femhundrede og niogtreds; ethundrede og enogtredive,0
8678,syvhundrede og halvfems; tooghalvfjerds,0
8679,syvhundrede og treogfyrre; femhundrede og otteogfirs,0
8680,nihundrede og elleve; trehundrede og treogtreds,0
8681,ethundrede og fireoghalvfems; firehundrede og treogtyve,1
8682,ethundrede og fireoghalvfems; otteoghalvfjerds,0
8683,seksogtreds; sekshundrede og sytten,1
8684,tohundrede og otteogfyrre; firehundrede og otte,1
8685,ethundrede og niogfirs; elleve,0
8686,firehundrede og femoghalvfems; ottehundrede og seksoghalvfjerds,1
8687,tohundrede og syvogtyve; firehundrede og to,1
8688,ethundrede og seksogfyrre; ottehundrede og treoghalvfems,1
8689,tohundrede og femoghalvtreds; femhundrede og toogtyve,1
8690,nihundrede og treogfirs; ethundrede og fireogfyrre,0
8691,syvhundrede og enoghalvfems; femhundrede og treoghalvtreds,0
8692,femogtyve; ethundrede og fyrre,1
8693,tohundrede og nioghalvtreds; tretten,0
8694,trehundrede og fireogtreds; syvogtreds,0
8695,nihundrede og fireogtreds; nihundrede og ni,0
8696,nihundrede og enoghalvfems; trehundrede og otteogtreds,0
8697,trehundrede og seksogfirs; trehundrede og atten,0
8698,otteogfirs; syvhundrede og tooghalvfjerds,1
8699,nihundrede og halvfems; sekshundrede og sytten,0
8700,sekshundrede og fyrre; nihundrede og enogtyve,1
8701,firehundrede og tredive; firehundrede og seksten,0
8702,ethundrede og tooghalvfems; nihundrede og seksogtyve,1
8703,ethundrede og seksogtredive; femhundrede og seksten,1
8704,femhundrede og fireogfirs; femhundrede og enogtreds,0
8705,tohundrede og seksoghalvfjerds; nihundrede og tooghalvfems,1
8706,trehundrede og enoghalvtreds; ethundrede og to,0
8707,ottehundrede og treoghalvfjerds; nihundrede og fireoghalvfems,1
8708,ottehundrede og treds; firehundrede og tooghalvfjerds,0
8709,ethundrede og femoghalvfems; nitten,0
8710,sekshundrede og seksogtyve; firehundrede og tooghalvtreds,0
8711,trehundrede og halvfems; tohundrede og seksogtreds,0
8712,femhundrede og syvogtredive; femhundrede og otteogtreds,1
8713,syvhundrede og niogfirs; femhundrede og tredive,0
8714,tohundrede og femogtyve; nihundrede og otteogtyve,1
8715,sekshundrede og enogfirs; tohundrede og tolv,0
8716,trehundrede og seksogtreds; firehundrede og enogtreds,1
8717,ottehundrede og toogtreds; nihundrede og tolv,1
8718,ottehundrede og sytten; femhundrede og fireoghalvtreds,0
8719,ethundrede og toogfirs; ethundrede og ti,0
8720,femhundrede og seksogtreds; ethundrede og niogtredive,0
8721,femhundrede og niogtreds; ethundrede og enogtreds,0
8722,nihundrede og otteoghalvfems; syvhundrede og to,0
8723,nihundrede og ni; femhundrede og nioghalvfjerds,0
8724,femhundrede og seksoghalvfjerds; firehundrede og tooghalvtreds,0
8725,sekshundrede og halvtreds; sekshundrede og niogfirs,1
8726,otteogfyrre; nihundrede og ti,1
8727,nihundrede og niogfyrre; syvogtreds,0
8728,syvhundrede og treogtredive; sekshundrede og treoghalvfjerds,0
8729,nihundrede og toogfyrre; syvhundrede og toogfirs,0
8730,syvhundrede og syvogtredive; firehundrede og halvfjerds,0
8731,ottehundrede og tre; ethundrede og treogfirs,0
8732,femhundrede og treoghalvtreds; ottehundrede og enogtreds,1
8733,femhundrede og fem; trehundrede og tredive,0
8734,fireogtreds; nihundrede og toogtyve,1
8735,sekshundrede og syvogtyve; firehundrede og fire,0
8736,treds; sekshundrede og enogfirs,1
8737,syvhundrede og femten; syvhundrede og tooghalvfems,1
8738,trehundrede og sytten; ethundrede og syvogtredive,0
8739,trehundrede og enogfyrre; trehundrede og toogfyrre,1
8740,syvhundrede og syvogtyve; syvhundrede og toogtreds,1
8741,tohundrede og elleve; tohundrede og seksogfirs,1
8742,femhundrede og fjorten; femhundrede og otteoghalvfjerds,1
8743,trehundrede og femogtredive; firehundrede og syvogtreds,1
8744,ethundrede og ni; nitten,0
8745,trehundrede og syvogtyve; nihundrede og seksogtyve,1
8746,seksoghalvfjerds; femhundrede og fyrre,1
8747,ethundrede og toogtredive; tohundrede og toogtyve,1
8748,tre; ottehundrede og treogfyrre,1
8749,tohundrede og toogfirs; sekshundrede og seksoghalvtreds,1
8750,tohundrede og tooghalvtreds; trehundrede og enogtredive,1
8751,treoghalvfjerds; firehundrede og treoghalvfems,1
8752,nihundrede og et; ottehundrede og niogtredive,0
8753,nihundrede og syvoghalvfems; trehundrede og syvoghalvtreds,0
8754,tooghalvfjerds; tohundrede og treogfirs,1
8755,ethundrede og tyve; nihundrede og niogtyve,1
8756,nihundrede og syvogfyrre; seksten,0
8757,nihundrede og enogtreds; syvhundrede og treoghalvfjerds,0
8758,nihundrede og femoghalvfjerds; nihundrede og nioghalvfjerds,1
8759,ottehundrede og fyrre; tohundrede og syvogtyve,0
8760,ethundrede og otteoghalvtreds; tohundrede og enogtreds,1
8761,trehundrede og seksogfyrre; otteogtreds,0
8762,syvhundrede og enogtredive; syvhundrede og femoghalvfjerds,1
8763,firehundrede og enoghalvfjerds; femogtreds,0
8764,femhundrede og otteoghalvfems; femhundrede og tyve,0
8765,ethundrede og treoghalvfems; firehundrede og femoghalvfems,1
8766,syvhundrede og niogfyrre; ottehundrede og syvoghalvfjerds,1
8767,nihundrede og otteogfyrre; trehundrede og atten,0
8768,seksoghalvtreds; tohundrede og tooghalvfems,1
8769,firehundrede og treogfirs; ethundrede og firs,0
8770,femhundrede og nioghalvtreds; syvhundrede og tre,1
8771,nihundrede og syvogtreds; tohundrede og enogtyve,0
8772,ethundrede og femoghalvfjerds; treogfirs,0
8773,ethundrede og fireogtredive; sekshundrede og syvoghalvfjerds,1
8774,femhundrede og toogtreds; femhundrede og enogtreds,0
8775,ottehundrede og seks; syvhundrede og tooghalvfems,0
8776,ethundrede og toogfyrre; ottehundrede og syvoghalvtreds,1
8777,femhundrede og toogfyrre; sekshundrede og femoghalvfjerds,1
8778,tredive; syvhundrede og fire,1
8779,firehundrede og seks; trehundrede og otteogtreds,0
8780,to; nihundrede og enoghalvfems,1
8781,syvhundrede og atten; syvogfyrre,0
8782,firehundrede og otteoghalvfjerds; trehundrede og otteogtyve,0
8783,nihundrede og seksogtreds; nihundrede og nioghalvtreds,0
8784,ottehundrede og syvogtyve; tohundrede og seksten,0
8785,tohundrede og fireoghalvtreds; firehundrede og ni,1
8786,ethundrede og tredive; nihundrede og syvoghalvfems,1
8787,tohundrede og enogfirs; trehundrede og syvogfyrre,1
8788,ottehundrede og tre; ottehundrede og elleve,1
8789,syvhundrede og tre; nihundrede og seksogfirs,1
8790,femhundrede og treogtreds; ethundrede og femogfyrre,0
8791,ottehundrede og tretten; syvhundrede og seksogtredive,0
8792,femhundrede og halvfems; firehundrede og femoghalvtreds,0
8793,syvhundrede og tretten; tohundrede og toogtreds,0
8794,syvhundrede og seksogfyrre; nihundrede og seksogtyve,1
8795,treogtredive; ottehundrede og ni,1
8796,ottehundrede og enogtredive; nihundrede og toogtreds,1
8797,firehundrede og otteogtredive; tohundrede og fireoghalvtreds,0
8798,femhundrede og firs; tohundrede og seksten,0
8799,atten; nihundrede og femogtyve,1
8800,firehundrede og syvogtredive; sekshundrede og nioghalvtreds,1
8801,syvhundrede og fem; firehundrede og sytten,0
8802,femogfirs; tohundrede og syvoghalvtreds,1
8803,syvhundrede og enogtreds; ethundrede og syvoghalvtreds,0
8804,trehundrede og seksogfirs; trehundrede og tooghalvtreds,0
8805,nihundrede og tooghalvfems; tooghalvtreds,0
8806,firehundrede og otteogfyrre; sekshundrede og seksogtredive,1
8807,syvhundrede og fireogfirs; femhundrede og toogtredive,0
8808,tohundrede og enogtreds; ottehundrede og halvfjerds,1
8809,sekshundrede og otteoghalvtreds; ethundrede og treogtredive,0
8810,ethundrede og fireoghalvfems; nihundrede og otteoghalvfjerds,1
8811,firehundrede og nitten; syvhundrede og firs,1
8812,sekshundrede og treoghalvfjerds; firehundrede og otteogfyrre,0
8813,tohundrede og treogfyrre; femhundrede og toogtredive,1
8814,ottehundrede og fireoghalvfems; nihundrede og to,1
8815,sekshundrede og fireoghalvtreds; femhundrede og halvfems,0
8816,ethundrede og fire; syvhundrede og syvogfyrre,1
8817,trehundrede og tooghalvtreds; nihundrede og fireoghalvtreds,1
8818,tohundrede og enogfirs; tohundrede og nitten,0
8819,femhundrede og treds; syvogtyve,0
8820,toogfirs; trehundrede og halvfems,1
8821,ethundrede og treogtredive; ethundrede og toogtredive,0
8822,sekshundrede og seksogtreds; sytten,0
8823,ottehundrede og halvfjerds; femhundrede og syvogtredive,0
8824,firehundrede og sytten; enoghalvfems,0
8825,tohundrede og seksogtredive; sekshundrede og fireogtyve,1
8826,firehundrede og syvogtredive; femhundrede og fireoghalvtreds,1
8827,nihundrede og otteogfyrre; nihundrede og treogtredive,0
8828,nihundrede og treds; ottehundrede og otteogfyrre,0
8829,sekshundrede og otteoghalvtreds; ethundrede og seksogfyrre,0
8830,femogtredive; firehundrede og syvoghalvtreds,1
8831,tohundrede og otteoghalvfems; syvhundrede og fyrre,1
8832,trehundrede og nitten; nihundrede og syvoghalvfems,1
8833,ottehundrede og enogfirs; firehundrede og tretten,0
8834,sekshundrede og syvogfyrre; tohundrede og enogtyve,0
8835,nihundrede og nioghalvfjerds; ottehundrede og seksogtyve,0
8836,syvhundrede og toogtyve; femoghalvfjerds,0
8837,fyrre; tohundrede og nioghalvtreds,1
8838,ethundrede og syvogfyrre; ethundrede og enogtredive,0
8839,tohundrede og enogfyrre; femten,0
8840,tohundrede og femoghalvtreds; tohundrede og tre,0
8841,firehundrede og to; ni,0
8842,nihundrede og fem; trehundrede og fireogfyrre,0
8843,syvhundrede og enogtyve; ottehundrede og femoghalvfjerds,1
8844,nihundrede og enogfyrre; syvhundrede og tretten,0
8845,sekshundrede og halvfems; ethundrede og fjorten,0
8846,femhundrede og syvogfyrre; nihundrede og seksten,1
8847,ottehundrede og otteogfyrre; firehundrede og nioghalvtreds,0
8848,femhundrede og syvoghalvtreds; ottehundrede og femogtyve,1
8849,ottehundrede og syvogtreds; trehundrede og niogtyve,0
8850,sekshundrede og femogtreds; tohundrede og otteogfirs,0
8851,ethundrede og fireoghalvfems; ottehundrede og tredive,1
8852,nihundrede og syvoghalvtreds; ethundrede og syvogfirs,0
8853,ottehundrede og syv; ottehundrede og toogtreds,1
8854,syvhundrede og et; ethundrede og seksoghalvtreds,0
8855,nihundrede og fireoghalvfems; fireoghalvfjerds,0
8856,ottehundrede og femogfirs; femhundrede og syvogtreds,0
8857,otteoghalvfjerds; syvhundrede og fire,1
8858,trehundrede og treoghalvtreds; sekshundrede og syvoghalvfjerds,1
8859,femhundrede og otte; tohundrede og treoghalvfems,0
8860,trehundrede og seksogfirs; sekshundrede og seksogtyve,1
8861,ethundrede og otteogtredive; syvhundrede og fireogfirs,1
8862,tohundrede og fire; ethundrede og tre,0
8863,nihundrede og enogtyve; tohundrede og syvogfyrre,0
8864,syvhundrede og femogtreds; sekshundrede og femoghalvtreds,0
8865,tohundrede og toogfirs; syvhundrede og tre,1
8866,syvhundrede og otteogtreds; sekshundrede og fem,0
8867,nihundrede og niogfyrre; nihundrede og femten,0
8868,syv; trehundrede og seksogfirs,1
8869,tohundrede og tooghalvfjerds; ottehundrede og fireogfyrre,1
8870,trehundrede og femten; femhundrede og fireoghalvfjerds,1
8871,fireogtredive; trehundrede og fireoghalvtreds,1
8872,femhundrede og femoghalvfems; tyve,0
8873,firehundrede og treds; trehundrede og halvtreds,0
8874,ottehundrede og femogtreds; trehundrede og seksogfirs,0
8875,seksogtredive; treoghalvtreds,1
8876,ethundrede og fireoghalvtreds; sekshundrede og atten,1
8877,syvhundrede og nioghalvtreds; seksogtyve,0
8878,ottehundrede og enoghalvfjerds; ethundrede og niogfyrre,0
8879,firehundrede og fjorten; femhundrede og seks,1
8880,femoghalvtreds; ethundrede og sytten,1
8881,otteogtredive; otteogfirs,1
8882,syvhundrede og niogtredive; syvhundrede og femoghalvtreds,1
8883,tohundrede og atten; tohundrede og niogfyrre,1
8884,trehundrede og halvfems; sekshundrede og treoghalvfems,1
8885,syvhundrede og fireogtreds; tohundrede og otteoghalvfjerds,0
8886,trehundrede og treds; tohundrede og fjorten,0
8887,tohundrede og otteoghalvtreds; tretten,0
8888,sekshundrede og treogtyve; tohundrede og toogfyrre,0
8889,syvhundrede og fire; syvhundrede og fem,1
8890,ethundrede og femogfyrre; ottehundrede og tolv,1
8891,ethundrede og tolv; elleve,0
8892,sekshundrede og seksten; firehundrede og treoghalvtreds,0
8893,tohundrede og femten; ottehundrede og femogfirs,1
8894,firehundrede og nioghalvfems; seksogfyrre,0
8895,enoghalvfjerds; firehundrede og seksogfirs,1
8896,femhundrede og tredive; nihundrede og tre,1
8897,fjorten; sekshundrede og nioghalvfems,1
8898,femhundrede og fireoghalvfems; trehundrede og otteogfirs,0
8899,sekshundrede og otte; nihundrede og enoghalvfems,1
8900,fjorten; tolv,0
8901,ethundrede og femoghalvtreds; syvhundrede og fyrre,1
8902,firehundrede og femogtredive; syvhundrede og enoghalvtreds,1
8903,ottehundrede og femoghalvfems; nihundrede og femoghalvtreds,1
8904,firehundrede og niogfyrre; firehundrede og syv,0
8905,femogtyve; tohundrede og fyrre,1
8906,trehundrede og treogtreds; sekshundrede og treogtredive,1
8907,syvhundrede og fireogfyrre; syvhundrede og femogtyve,0
8908,nihundrede og niogtyve; femhundrede og tretten,0
8909,nihundrede og niogfyrre; firehundrede og fireoghalvtreds,0
8910,firehundrede og treogfyrre; sekshundrede og syvoghalvfjerds,1
8911,ottehundrede og treds; trehundrede og seksogfirs,0
8912,ottehundrede og femogtredive; sekshundrede og enogtredive,0
8913,nihundrede og seksogtreds; femhundrede og fireogtredive,0
8914,tohundrede og sytten; firehundrede og tyve,1
8915,nihundrede og fyrre; femhundrede og syvogtyve,0
8916,sekshundrede og femogtredive; syvhundrede og otteogfyrre,1
8917,trehundrede og fem; nihundrede og to,1
8918,ethundrede og treoghalvfjerds; femhundrede og enoghalvfems,1
8919,ottehundrede og nitten; sekshundrede og otteogfyrre,0
8920,femhundrede og femogtreds; trehundrede og fireoghalvfems,0
8921,trehundrede og treoghalvfems; ethundrede og otteoghalvfems,0
8922,tohundrede og enoghalvfjerds; femhundrede og fireogtreds,1
8923,trehundrede og fyrre; ottehundrede og seksogfyrre,1
8924,femhundrede; tohundrede og syvoghalvfjerds,0
8925,tohundrede og enogfirs; ottehundrede og atten,1
8926,tohundrede og tyve; sekshundrede og enogtyve,1
8927,femhundrede og nioghalvtreds; firehundrede og toogtyve,0
8928,ethundrede og otteogtreds; ottehundrede og niogtyve,1
8929,tohundrede og tooghalvtreds; femhundrede og enogfyrre,1
8930,ottehundrede og et; trehundrede og enoghalvfems,0
8931,niogtredive; sekshundrede og fireoghalvfems,1
8932,sekshundrede og femogtreds; tooghalvfjerds,0
8933,syvhundrede og seksoghalvfems; ethundrede og syvogfyrre,0
8934,trehundrede og enoghalvfjerds; sekshundrede og treogtreds,1
8935,tohundrede og enoghalvtreds; firehundrede og tre,1
8936,trehundrede og toogfirs; sekshundrede og fireoghalvfjerds,1
8937,nihundrede og fireogtreds; sekshundrede og sytten,0
8938,tredive; ethundrede og treogtredive,1
8939,firehundrede og tre; ottehundrede og seksten,1
8940,ethundrede og fyrre; femhundrede og ni,1
8941,ethundrede; syvhundrede og fjorten,1
8942,tohundrede og femogtyve; sekshundrede og toogfyrre,1
8943,femogfyrre; sekshundrede og treoghalvfjerds,1
8944,femhundrede og fireogfirs; otteogtyve,0
8945,ethundrede og enoghalvfjerds; syvhundrede og fyrre,1
8946,trehundrede og enogfirs; femhundrede og fireoghalvfjerds,1
8947,ottehundrede og fjorten; sekshundrede og ni,0
8948,trehundrede og femogtreds; syvhundrede og toogtyve,1
8949,trehundrede og femogtredive; tohundrede og niogtyve,0
8950,ethundrede og nitten; trehundrede og fireoghalvtreds,1
8951,firehundrede og fireogtyve; fyrre,0
8952,trehundrede og ti; ethundrede og halvfems,0
8953,femhundrede og syvogtredive; halvfjerds,0
8954,ethundrede og nioghalvfjerds; femhundrede og tooghalvfjerds,1
8955,ottehundrede og tooghalvfjerds; tohundrede og toogfirs,0
8956,femogtyve; ethundrede og niogfirs,1
8957,tohundrede og tyve; trehundrede og ti,1
8958,trehundrede og treds; femhundrede og otteogfyrre,1
8959,nihundrede og seksoghalvtreds; trehundrede og toogtreds,0
8960,tohundrede og seksten; toogtredive,0
8961,treoghalvfems; nihundrede og seksogfyrre,1
8962,nihundrede og fireogtyve; syvhundrede og to,0
8963,ethundrede og otte; firehundrede og fireogfirs,1
8964,firs; tohundrede og halvfems,1
8965,ethundrede og syvogfirs; syvhundrede og halvfems,1
8966,tohundrede og otteoghalvtreds; trehundrede og firs,1
8967,firehundrede og niogtredive; nihundrede og tooghalvfjerds,1
8968,trehundrede og femogfyrre; ottehundrede og syvogfyrre,1
8969,firehundrede og tooghalvtreds; sekshundrede og tredive,1
8970,femhundrede og toogtyve; firehundrede og enogtreds,0
8971,sekshundrede og enogtreds; tohundrede og halvtreds,0
8972,trehundrede og toogfyrre; syvhundrede og femoghalvfems,1
8973,tohundrede og fireogtyve; sekshundrede og treogtredive,1
8974,ethundrede og enogfyrre; ethundrede og fireogfirs,1
8975,ethundrede og otteogfyrre; sekshundrede og syvoghalvfems,1
8976,sekshundrede og enogtyve; ethundrede og syvoghalvtreds,0
8977,trehundrede og fireogtyve; nihundrede og enogfirs,1
8978,ethundrede og toogtyve; ottehundrede og niogtyve,1
8979,sekshundrede og syvoghalvfjerds; femhundrede og niogtyve,0
8980,syvogtredive; ethundrede og femoghalvfems,1
8981,trehundrede og firs; firehundrede og otteoghalvtreds,1
8982,trehundrede og sytten; firehundrede og ni,1
8983,halvtreds; tohundrede og fem,1
8984,firehundrede og otteoghalvfems; trehundrede og femogtreds,0
8985,firs; nihundrede og seks,1
8986,firehundrede og ni; tohundrede og ni,0
8987,femhundrede og ti; femhundrede og fjorten,1
8988,trehundrede og otteogfirs; ottehundrede og treoghalvtreds,1
8989,ethundrede og tooghalvtreds; trehundrede og femogtredive,1
8990,firehundrede og fem; nihundrede og tolv,1
8991,tohundrede og fireogtredive; nihundrede og otteogtreds,1
8992,femhundrede og fire; femhundrede og femogtreds,1
8993,sekshundrede og otteoghalvtreds; firehundrede og treds,0
8994,syvhundrede og seks; ethundrede og seksoghalvfjerds,0
8995,femhundrede og syvogfyrre; tohundrede og treogtreds,0
8996,sekshundrede og syvoghalvtreds; nihundrede og treds,1
8997,sekshundrede og femogfirs; tohundrede og treoghalvtreds,0
8998,nihundrede og syvogfyrre; trehundrede og toogtyve,0
8999,sekshundrede og ti; ethundrede og tooghalvfems,0
9000,trehundrede og atten; nihundrede og atten,1
9001,nihundrede og enogtredive; ottehundrede og treogfirs,0
9002,ottehundrede og tooghalvtreds; nihundrede og femogtredive,1
9003,firehundrede og toogtredive; fjorten,0
9004,ethundrede og enogfirs; firehundrede og femten,1
9005,syvhundrede og halvfjerds; trehundrede og niogtreds,0
9006,trehundrede og niogtreds; nihundrede og fyrre,1
9007,treds; firehundrede og syvoghalvfjerds,1
9008,sekshundrede og femoghalvfjerds; sekshundrede og syvogfirs,1
9009,femhundrede og syvoghalvtreds; ethundrede og seksoghalvfems,0
9010,nioghalvfjerds; tohundrede og fyrre,1
9011,tohundrede og seksogtreds; syvhundrede og niogtyve,1
9012,syvhundrede og niogtreds; syvhundrede og treoghalvfjerds,1
9013,nihundrede og niogtreds; syvhundrede og tretten,0
9014,nihundrede og halvtreds; ti,0
9015,sekshundrede og elleve; firehundrede og halvfems,0
9016,ottehundrede og fireogtreds; ottehundrede og toogfyrre,0
9017,ottehundrede og toogfirs; syvhundrede og fire,0
9018,nihundrede og femoghalvfems; femhundrede og enoghalvfjerds,0
9019,niogtreds; firehundrede og otteogfyrre,1
9020,ethundrede og tolv; tohundrede og sytten,1
9021,femhundrede og syvogtreds; trehundrede og syvoghalvtreds,0
9022,ottehundrede og nioghalvfjerds; femhundrede og toogtyve,0
9023,tolv; syvogfyrre,1
9024,firehundrede og fireogtyve; sekshundrede og seksogtredive,1
9025,femhundrede og halvfems; ottehundrede og fireoghalvfems,1
9026,nihundrede og seksten; firehundrede og otteogfirs,0
9027,sekshundrede og otteogfirs; firehundrede og niogfyrre,0
9028,femhundrede og seksoghalvfjerds; tohundrede og enoghalvfems,0
9029,nihundrede og fireogfirs; ottehundrede og fyrre,0
9030,trehundrede og nioghalvfjerds; ottehundrede og atten,1
9031,firehundrede og treogtredive; sekshundrede og femogtyve,1
9032,ethundrede og femogfirs; tre,0
9033,femhundrede og fire; femhundrede og syvoghalvtreds,1
9034,sekshundrede og enogtyve; syvhundrede og seksoghalvfems,1
9035,ottehundrede og otteogfirs; firehundrede og niogfyrre,0
9036,nihundrede og syvogtredive; nihundrede og treoghalvfjerds,1
9037,tohundrede og enoghalvtreds; femhundrede og toogfyrre,1
9038,tohundrede og toogtreds; sekshundrede og seksogtyve,1
9039,firehundrede og otteoghalvfjerds; tohundrede og tredive,0
9040,tohundrede og femoghalvfjerds; tohundrede og fireogtyve,0
9041,trehundrede og halvtreds; ethundrede og seksten,0
9042,ottehundrede og enoghalvfjerds; ethundrede og fjorten,0
9043,nihundrede og seksogtredive; trehundrede og fireoghalvfjerds,0
9044,trehundrede og toogtreds; toogtyve,0
9045,firehundrede og femoghalvfems; trehundrede og syvogtreds,0
9046,nihundrede og fire; tohundrede og toogtredive,0
9047,treogfirs; ottehundrede og tooghalvtreds,1
9048,ethundrede og enoghalvfjerds; tohundrede og seksoghalvfems,1
9049,femhundrede og enogtreds; tohundrede og toogfirs,0
9050,femhundrede og toogtreds; trehundrede og syv,0
9051,nitten; nihundrede og enoghalvtreds,1
9052,nihundrede og syvoghalvfjerds; femhundrede og toogtyve,0
9053,ethundrede og ti; nihundrede og fjorten,1
9054,ottehundrede og fireogfyrre; tohundrede og femoghalvfjerds,0
9055,nihundrede og tooghalvtreds; ottehundrede og fireogtreds,0
9056,ottehundrede og ni; trehundrede og syvogtreds,0
9057,trehundrede og otteogtyve; ti,0
9058,tohundrede og fireogfirs; femhundrede og tretten,1
9059,nihundrede og fyrre; syvhundrede og halvfjerds,0
9060,nihundrede og treoghalvfems; trehundrede og enoghalvfjerds,0
9061,tohundrede og niogfirs; trehundrede og seksten,1
9062,nihundrede og nioghalvtreds; nioghalvfems,0
9063,sekshundrede og femogfirs; trehundrede og syvoghalvfjerds,0
9064,trehundrede og treogtreds; niogfyrre,0
9065,nihundrede og fireogfirs; seksten,0
9066,ottehundrede og toogfirs; nihundrede og niogfirs,1
9067,sekshundrede og ti; femhundrede og sytten,0
9068,ethundrede og seks; firehundrede og tredive,1
9069,ethundrede og treogtredive; firehundrede og syvoghalvfems,1
9070,ethundrede og tooghalvtreds; ethundrede og elleve,0
9071,tohundrede og treogtreds; syvhundrede og fireogtredive,1
9072,trehundrede og enogtreds; trehundrede og seksoghalvtreds,0
9073,tooghalvtreds; sekshundrede og syvogtyve,1
9074,syvhundrede og tre; tohundrede og fireoghalvfjerds,0
9075,femhundrede og seksogfirs; ottehundrede og fireogtredive,1
9076,fireogfyrre; nitten,0
9077,treogtyve; nihundrede og treogtyve,1
9078,trehundrede og syvoghalvfems; firehundrede og elleve,1
9079,tohundrede og otte; trehundrede og otte,1
9080,tohundrede og otteoghalvfems; femogfirs,0
9081,syvoghalvtreds; nihundrede og syv,1
9082,tohundrede og syvogfirs; nihundrede og femten,1
9083,ethundrede og syvoghalvfems; tohundrede og ni,1
9084,femhundrede og syvoghalvfems; syvhundrede og syvogtyve,1
9085,syvhundrede og toogfyrre; ethundrede og fireogtredive,0
9086,femhundrede og enoghalvfjerds; firehundrede og seksogtyve,0
9087,firehundrede og femogfirs; ethundrede og treoghalvfjerds,0
9088,femhundrede og syvogfirs; syvoghalvtreds,0
9089,tohundrede og treogtyve; ethundrede og syvoghalvtreds,0
9090,syvhundrede og treoghalvfems; ethundrede og treogtredive,0
9091,femhundrede og niogtyve; sekshundrede og syvogtredive,1
9092,ottehundrede og tooghalvfems; syvhundrede og fireogtyve,0
9093,otteogtredive; firehundrede og syv,1
9094,nihundrede og syvogtredive; trehundrede og fireogfyrre,0
9095,to; ethundrede og otteogfyrre,1
9096,ottehundrede og treogtyve; trehundrede og fireoghalvtreds,0
9097,ottehundrede og tooghalvfjerds; ethundrede og enogtyve,0
9098,sekshundrede og treogtreds; femhundrede og nitten,0
9099,syvhundrede og femogfirs; sekshundrede og otteogfyrre,0
9100,firehundrede og et; syvhundrede og treoghalvfems,1
9101,ethundrede og toogtyve; sekshundrede og seksogfirs,1
9102,firehundrede og seksogtredive; nihundrede og treds,1
9103,nihundrede og sytten; fireogtyve,0
9104,nihundrede og et; firehundrede og fireoghalvfjerds,0
9105,ottehundrede og enoghalvtreds; trehundrede og nioghalvfems,0
