,nums,labels
11945,deux cent un; cent cinquante quatre,0
11946,deux cent trois; dix huit,0
11947,six cent six; six cent quatre vingt quatorze,1
11948,six cent trente; quatre vingt dix sept,0
11949,cent quatre vingt trois; sept cent deux,1
11950,deux; cent onze,1
11951,cent soixante quatre; quatorze,0
11952,huit cent onze; cinq cent trente huit,0
11953,deux cent trente deux; quarante six,0
11954,trois cent trente et un; sept,0
11955,cinq cent cinquante trois; cent quarante cinq,0
11956,huit cent trente deux; trois cent vingt,0
11957,trente deux; deux cent quarante deux,1
11958,quatre vingt dix huit; cinq cent vingt sept,1
11959,deux cent trente quatre; neuf cent quarante quatre,1
11960,huit cent quatre vingt sept; sept cent trente huit,0
11961,cinq cent cinquante neuf; cinq cent dix neuf,0
11962,cinq cent vingt huit; deux cent cinquante trois,0
11963,deux cent dix neuf; cent vingt deux,0
11964,neuf cent soixante treize; trois cent soixante dix huit,0
11965,cent soixante trois; quatre vingt quatre,0
11966,huit cent soixante deux; cent quarante et un,0
11967,deux cent quatre vingt dix; huit cent quatre vingt quinze,1
11968,neuf cent cinquante et un; neuf cent trente six,0
11969,quatre cent cinquante neuf; six cent quarante neuf,1
11970,trois cent trente six; trois cent quinze,0
11971,sept cent neuf; cinq cent quatre vingt treize,0
11972,deux cent soixante quinze; quatre cent trente trois,1
11973,vingt cinq; six cent cinquante six,1
11974,sept cent cinq; deux cent soixante quatorze,0
11975,trois cent vingt huit; deux cent soixante sept,0
11976,sept cent trente cinq; cent vingt huit,0
11977,huit cent quatre vingt deux; six cent vingt,0
11978,huit cent dix sept; sept cent trente neuf,0
11979,huit cent dix sept; cent soixante quatorze,0
11980,six cent seize; cent trente cinq,0
11981,huit cent quarante; sept cent sept,0
11982,deux cent vingt; cent cinquante,0
11983,cent quarante deux; sept cent quarante six,1
11984,deux cent soixante treize; six cent quarante cinq,1
11985,six cent six; cinq cent vingt trois,0
11986,six cent trente; huit cent quatre vingts,1
11987,onze; quatre cent vingt six,1
11988,quatre cent quatre vingt trois; vingt deux,0
11989,six cent trente six; vingt huit,0
11990,cent trente quatre; huit cent soixante douze,1
11991,trois cent soixante cinq; huit cent treize,1
11992,quatre cent soixante quatre; cent douze,0
11993,quatre vingt seize; cent soixante cinq,1
11994,cent neuf; cent trente,1
11995,neuf cent vingt cinq; trois cent quarante huit,0
11996,neuf cent trente et un; trois cent soixante dix,0
11997,cinq cent quarante; soixante,0
11998,huit cent vingt six; quatre cent trente et un,0
11999,six cent quarante huit; cinq cent quatre vingts,0
12000,cent onze; trois cent soixante douze,1
12001,sept cent neuf; neuf cent trente quatre,1
12002,deux cent quatre vingt neuf; cent vingt trois,0
12003,trois cent trente neuf; cent dix neuf,0
12004,deux cent soixante et onze; sept cent trente sept,1
12005,cinq cent vingt; soixante treize,0
12006,cinq cent cinquante deux; trois cent vingt et un,0
12007,quatre cent quarante six; deux cent dix sept,0
12008,trois cent soixante dix huit; trois cent quatre vingt huit,1
12009,cinq cent trente; cinquante six,0
12010,quatre vingt douze; huit cent soixante et onze,1
12011,six cent quarante six; cinq,0
12012,trois cent cinquante six; deux cent soixante cinq,0
12013,trois cent soixante et un; cinq cent six,1
12014,cinquante; huit cent cinquante cinq,1
12015,neuf cent cinquante trois; trois cent quatre vingt trois,0
12016,cinq cent quatre vingt quatre; cinquante et un,0
12017,neuf cents; deux cent quatre vingt quatre,0
12018,cinq cent cinquante six; neuf cent soixante huit,1
12019,trois cent trente six; deux cent vingt trois,0
12020,sept cent quarante quatre; six cent soixante huit,0
12021,cent soixante; quatre cent soixante dix huit,1
12022,trois cent trente neuf; six cent quarante deux,1
12023,neuf cent dix sept; cent trente et un,0
12024,sept cent quarante deux; huit cent seize,1
12025,trois cent quatre vingt dix; quatre cent vingt,1
12026,trois cent trente trois; onze,0
12027,cinq cent trente quatre; huit cent six,1
12028,six cent quarante six; neuf cent quarante six,1
12029,huit cent vingt huit; soixante treize,0
12030,soixante cinq; six cent quinze,1
12031,sept cent deux; cent soixante deux,0
12032,neuf cent cinquante neuf; soixante et un,0
12033,deux cent six; vingt et un,0
12034,six cent cinquante huit; deux cent cinquante sept,0
12035,six cent soixante neuf; neuf cent quarante huit,1
12036,quatre cent onze; deux cent cinquante trois,0
12037,neuf cent quarante; neuf cent quarante quatre,1
12038,neuf cent cinquante sept; trois cent quarante deux,0
12039,huit cent cinquante et un; trente huit,0
12040,quatre cent quarante huit; cinq cent quatre vingt deux,1
12041,cinq cent vingt; cinq cent soixante deux,1
12042,cinquante cinq; huit cent trente sept,1
12043,sept cent onze; cent onze,0
12044,quarante sept; cent vingt cinq,1
12045,trois cent cinq; huit cent quarante trois,1
12046,neuf cent quarante; cinq cent trente,0
12047,trois cent trente huit; trois cent dix sept,0
12048,deux cent soixante dix neuf; trois cent quatre vingt dix neuf,1
12049,six cent dix neuf; cinq cent quatre vingt dix sept,0
12050,soixante treize; quatre vingt deux,1
12051,cinq cent quarante sept; trois cent cinquante,0
12052,trente; quatre cent quatre vingt cinq,1
12053,douze; cinq cent vingt huit,1
12054,trois cent six; huit cent soixante et un,1
12055,trois cent vingt huit; neuf cent quatre vingt quinze,1
12056,sept cent quatre vingt sept; six cent quatre vingt quinze,0
12057,cinq cent onze; quatre cent cinquante neuf,0
12058,huit cent dix; six cent vingt trois,0
12059,quatre cent quatre vingt dix huit; quatre cent soixante six,0
12060,trente; huit cent soixante huit,1
12061,cinq cent soixante seize; huit cent quatre vingt quinze,1
12062,trois cent cinquante sept; cent neuf,0
12063,neuf cent quatre vingt deux; huit cent cinquante,0
12064,sept cent quarante neuf; huit cent sept,1
12065,cinq cent quarante six; trois cent soixante dix sept,0
12066,sept cent trente neuf; sept cent quatre vingt treize,1
12067,douze; quatre cent quarante huit,1
12068,deux cent quarante six; sept cent quinze,1
12069,quatre cent dix neuf; cent soixante neuf,0
12070,quatre cent trente; neuf cent soixante deux,1
12071,quatre cent vingt neuf; neuf cent soixante trois,1
12072,cinq cent vingt trois; trois cent quatre vingt seize,0
12073,huit cent soixante douze; cinq cent trente huit,0
12074,cinq cent soixante six; trois cent cinquante huit,0
12075,neuf cent quatre vingt dix neuf; cent trente huit,0
12076,cent quatre vingt quinze; sept cent cinquante neuf,1
12077,sept cent vingt cinq; deux cent quarante neuf,0
12078,deux cent quarante deux; huit cent quarante deux,1
12079,neuf cent dix; sept cent quatre vingt trois,0
12080,neuf; trois cent soixante neuf,1
12081,neuf cent trente et un; sept cent trente six,0
12082,cinq cent quarante cinq; quatre vingt sept,0
12083,soixante et onze; deux cent cinquante cinq,1
12084,cinq cent quatorze; trois cent cinquante cinq,0
12085,cent quatre vingt sept; cinq cent cinquante cinq,1
12086,deux cent soixante huit; trois,0
12087,quatre cent quatorze; sept cent trente trois,1
12088,sept cent quarante deux; neuf cent quatre,1
12089,huit cent onze; cinq cent cinq,0
12090,cent soixante neuf; trois cent quarante quatre,1
12091,sept cent cinq; six cent quarante quatre,0
12092,neuf cent quatre vingt trois; quatre cent quatre vingt dix,0
12093,trois cent dix sept; six cent trois,1
12094,deux cent treize; deux cent vingt quatre,1
12095,cinq cent cinquante cinq; six cent quatre vingt huit,1
12096,huit cent soixante six; cinq cent soixante six,0
12097,trois cent quatre vingt un; neuf cent quatre vingt cinq,1
12098,trois cent vingt; trois cent sept,0
12099,trois cent quarante sept; soixante douze,0
12100,deux cent soixante douze; neuf cent quatre vingts,1
12101,quatre cent cinquante trois; trois cent vingt quatre,0
12102,neuf cent trente trois; neuf cent quatre vingt quinze,1
12103,deux cent quatre vingt trois; deux cent soixante quatre,0
12104,six cent trente six; six cent quatre vingt quatorze,1
12105,sept cent quatre vingt treize; sept cent soixante,0
12106,trois cent quatre vingt deux; huit cent quarante et un,1
12107,huit cent deux; neuf cent quatre vingt douze,1
12108,trois cent cinquante et un; deux cent vingt six,0
12109,six cent quatre vingt six; six cent trente et un,0
12110,sept cent soixante six; six cent vingt neuf,0
12111,neuf cent soixante sept; cinq cent soixante dix,0
12112,huit cent quatre vingt cinq; dix,0
12113,neuf cent cinquante quatre; huit,0
12114,cent quatre vingt sept; deux cent quatre vingt sept,1
12115,neuf cent trente trois; deux cent quatre vingt dix huit,0
12116,neuf cent quatre vingt douze; sept cent quatre vingt cinq,0
12117,huit cent quatre vingt un; six cent quarante huit,0
12118,deux cent douze; huit cent soixante deux,1
12119,trois cent quarante et un; deux cent soixante quatre,0
12120,huit cent trente six; quatre cent soixante et un,0
12121,neuf cent soixante treize; trois cent quarante,0
12122,cinq cent soixante dix neuf; trois cent quarante deux,0
12123,trois cent douze; cent quatre vingt dix sept,0
12124,cent quatre vingt onze; huit cent quatre vingt huit,1
12125,sept cent quatre vingt cinq; sept cent soixante quinze,0
12126,huit cent cinquante sept; quatre cent quatre vingt quinze,0
12127,sept cent quarante huit; deux cent quatre vingt dix,0
12128,trois cents; six cent huit,1
12129,quatre cent vingt deux; trois cent quatre,0
12130,cent un; huit cent quarante deux,1
12131,six cent quarante et un; cent trois,0
12132,trois cent trois; six cent cinquante et un,1
12133,trois cent neuf; six cent quarante et un,1
12134,vingt huit; trois cent soixante neuf,1
12135,deux cent deux; trente quatre,0
12136,trois cent soixante trois; cinquante et un,0
12137,trois cent soixante seize; six cent cinquante trois,1
12138,quatre cent soixante deux; cent quatre vingt onze,0
12139,cent quatre vingt dix; trois cent trente deux,1
12140,six cent neuf; cent soixante deux,0
12141,sept cent dix neuf; deux cent quatre vingt douze,0
12142,neuf cent soixante dix sept; huit cent vingt huit,0
12143,cent trente et un; quatre vingt sept,0
12144,huit cent quatre vingt dix sept; quatre cent quatre vingt un,0
12145,sept cent quarante; six cent cinquante,0
12146,deux cent quarante deux; cinq cent quatre vingt cinq,1
12147,neuf cent trois; cinq cent douze,0
12148,trois cent cinquante trois; sept cent cinquante sept,1
12149,neuf cent trente deux; cent quatre vingt sept,0
12150,sept cents; trois cent trois,0
12151,neuf cent quatre vingt dix huit; cinq cent vingt deux,0
12152,six cents; deux cent cinquante cinq,0
12153,neuf cent soixante treize; neuf cent vingt six,0
12154,trois cent quarante huit; trois cent quatre vingt neuf,1
12155,deux cent quatre vingt neuf; huit cent vingt six,1
12156,cinq cent treize; six cent trente deux,1
12157,quatre cent soixante cinq; quatre cent quatorze,0
12158,cinq cent quatre vingt deux; neuf cent trois,1
12159,cinq cent dix neuf; huit cent quatre vingt dix huit,1
12160,neuf cent soixante deux; cent quarante neuf,0
12161,neuf cent quatre vingt un; quatre cent soixante sept,0
12162,deux cent soixante cinq; cent six,0
12163,six cent trente deux; soixante seize,0
12164,huit cent cinquante deux; treize,0
12165,cinq cent vingt sept; neuf cent dix sept,1
12166,neuf cent un; six cent soixante deux,0
12167,soixante neuf; cent soixante dix,1
12168,neuf cent soixante trois; huit cent soixante treize,0
12169,huit cent soixante huit; cinq cent trente six,0
12170,sept cent soixante sept; neuf cent quatre,1
12171,trois cent soixante deux; soixante quatorze,0
12172,cinq cent vingt; huit cent douze,1
12173,neuf cent quarante sept; six cent quarante deux,0
12174,quatre cent soixante dix neuf; trois cent soixante sept,0
12175,cinq cent quatre vingt sept; neuf cent trente huit,1
12176,six cent quatre vingt un; cinq cent quatre vingt dix huit,0
12177,trois cent quatre vingt dix sept; quatre cent quatre vingt onze,1
12178,cinq cent trente; trois cent trente et un,0
12179,sept cent soixante et onze; trois cent soixante dix neuf,0
12180,quatre cent soixante dix sept; six cent quarante trois,1
12181,deux cent quatre vingt six; trois cent dix neuf,1
12182,cent quatre vingt dix sept; cinq cent soixante neuf,1
12183,trois cent quatre vingt dix sept; cent quarante neuf,0
12184,quatre vingt six; sept cent quatre vingt sept,1
12185,deux cent un; sept cent vingt cinq,1
12186,six cent cinquante cinq; deux cent vingt trois,0
12187,trois cent vingt cinq; huit cent quatre vingt treize,1
12188,quatre vingts; six cent trente huit,1
12189,trois cent cinquante cinq; huit cent quatorze,1
12190,cinq cent quarante neuf; sept cent cinquante trois,1
12191,quatre cent soixante deux; mille,1
12192,quatre cent trente six; trois cent soixante quatorze,0
12193,neuf cent quatre vingt deux; deux cent trente deux,0
12194,quinze; six cent quarante trois,1
12195,neuf cent quatre vingt huit; cinq cent quarante sept,0
12196,deux cent vingt; sept,0
12197,cinq cent trois; cinq cent quatre vingt dix neuf,1
12198,trois cent quatre vingt douze; neuf cent vingt huit,1
12199,quatre cent quarante et un; deux cent vingt trois,0
12200,quatre cent quatorze; cinq cent quarante trois,1
12201,neuf cent quarante six; quatre cent quarante deux,0
12202,sept cent deux; trois cent onze,0
12203,quatre cent quatre vingt dix sept; sept cent quatre vingt dix sept,1
12204,cent deux; cent soixante trois,1
12205,neuf cent cinq; neuf cent quatre vingt quinze,1
12206,deux cent quinze; trois cent quarante neuf,1
12207,deux; trois cent quatre vingt six,1
12208,quatre cent trente neuf; neuf cent quatre vingt neuf,1
12209,deux cent vingt trois; trois cent quinze,1
12210,sept cent cinquante et un; deux cent quatre vingt dix neuf,0
12211,sept cent quatre vingt neuf; cent soixante six,0
12212,sept cent huit; six cent seize,0
12213,cent vingt six; trois cent soixante quinze,1
12214,sept cent quatre vingt treize; sept cent soixante six,0
12215,cinq cent soixante douze; neuf cent dix huit,1
12216,trois cent soixante six; cinquante neuf,0
12217,trois cent quarante huit; cent,0
12218,huit cent neuf; cinq cent quatre vingt onze,0
12219,trente trois; quatre cent quatre vingt cinq,1
12220,quatre cent soixante douze; six cent trente huit,1
12221,six cent soixante et un; neuf cent soixante quinze,1
12222,deux cent onze; quatre cent quatorze,1
12223,deux cent cinquante sept; cent soixante douze,0
12224,deux cent quatre vingt trois; cent vingt trois,0
12225,huit cent soixante six; huit cent quarante neuf,0
12226,deux cent soixante six; quatre cent un,1
12227,six cent soixante dix; trois cent six,0
12228,cinq cent un; quatre cent quatre vingt quatorze,0
12229,huit cent vingt six; cent dix huit,0
12230,quatre cent trente; cinq cent trente deux,1
12231,neuf cent quatre vingt huit; trois cent soixante dix neuf,0
12232,cent cinquante deux; quatre cent soixante douze,1
12233,deux cent douze; sept cent soixante quinze,1
12234,six cent trois; trois cent cinquante cinq,0
12235,cent soixante trois; cinq cent onze,1
12236,cent quarante cinq; quatre vingt onze,0
12237,neuf cent six; neuf cent trente quatre,1
12238,cent dix neuf; neuf cent quarante neuf,1
12239,six cent quarante cinq; deux cent quatre vingt seize,0
12240,treize; six cent quatre vingt dix huit,1
12241,huit cent soixante deux; sept cent vingt six,0
12242,cinq cent cinquante huit; six cent huit,1
12243,sept cent cinquante; trois cent soixante dix,0
12244,cinq cent soixante sept; six cent vingt trois,1
12245,neuf cent soixante dix sept; cent vingt deux,0
12246,cent quatre vingt dix sept; quarante quatre,0
12247,six cent un; neuf cent soixante trois,1
12248,quatre cent cinquante huit; trois cent deux,0
12249,trois cent trois; quatre cent soixante et onze,1
12250,cent soixante treize; soixante deux,0
12251,cinq cent quarante et un; cinq cent cinquante six,1
12252,neuf cent trente huit; cent quarante et un,0
12253,neuf cent cinquante trois; huit cent trente sept,0
12254,cinq cent cinquante huit; sept cent quatre vingt quinze,1
12255,six cent trente six; six cent soixante treize,1
12256,trois cent quatre vingt cinq; deux cent quarante six,0
12257,cent vingt cinq; deux cent quatre vingt dix sept,1
12258,cinq cent cinquante sept; deux cent douze,0
12259,trois cent soixante dix sept; six cent quatre vingt douze,1
12260,deux cent sept; huit cent sept,1
12261,cinq cent quarante; neuf cent cinq,1
12262,six cent soixante et onze; neuf cent quatre vingt quinze,1
12263,trois cent sept; deux cent soixante treize,0
12264,six cent quarante cinq; cent trente,0
12265,neuf cent soixante trois; quatre cent quarante trois,0
12266,trois cent trente six; sept cent dix huit,1
12267,trois cent trente cinq; six cent soixante dix huit,1
12268,cent vingt; huit cent quarante quatre,1
12269,sept cent quatre vingt dix sept; cinq cent cinquante,0
12270,cent soixante huit; six cent soixante dix huit,1
12271,six cent trente cinq; quatre vingt quatre,0
12272,cinq cent douze; sept cent quatre vingt six,1
12273,six cent soixante; soixante quatre,0
12274,six cent quarante neuf; cinq cent soixante trois,0
12275,deux cent trente cinq; cinq cent cinquante cinq,1
12276,neuf cent un; cinq cent dix,0
12277,neuf cent soixante quatre; six cent quarante trois,0
12278,neuf cent quatre vingt sept; trois,0
12279,deux cent trente cinq; huit cent soixante dix,1
12280,huit cent cinquante deux; neuf cent quatre vingt deux,1
12281,huit cent deux; cinq cent quarante deux,0
12282,deux cent soixante treize; six cent cinquante cinq,1
12283,neuf cent dix sept; quatre cent soixante et onze,0
12284,cinq cent soixante trois; dix,0
12285,neuf cent dix; huit cent quatre vingt quatre,0
12286,quatre vingt dix huit; sept cent cinquante,1
12287,deux cent quatre vingt quatre; huit cent cinquante cinq,1
12288,huit cent quatre vingt sept; quatre cent soixante douze,0
12289,cinq cent huit; trois cent quatre vingt neuf,0
12290,sept cent quatre vingt seize; cent six,0
12291,cent soixante deux; neuf cent soixante quatre,1
12292,quatre cent quatre vingt deux; neuf cent quatre vingt dix neuf,1
12293,sept cent cinquante quatre; quatre cent trente huit,0
12294,cinq cent quatre vingt quinze; sept cent cinquante six,1
12295,cent vingt cinq; cinq cent vingt sept,1
12296,quatre vingt trois; cent soixante cinq,1
12297,trois cent soixante trois; quatre vingt dix neuf,0
12298,cent quatre vingt six; six cent quinze,1
12299,trois cent vingt cinq; deux cent dix neuf,0
12300,quarante deux; cent soixante dix neuf,1
12301,sept cent douze; sept cent trente trois,1
12302,mille; trois cent quarante huit,0
12303,quatre cent soixante et onze; six cent douze,1
12304,quatre cent soixante et un; huit cent quatre vingt onze,1
12305,cent quatre vingt dix; cent cinquante,0
12306,cent cinquante huit; cinq cent quarante six,1
12307,sept cent seize; neuf cent onze,1
12308,six cent soixante sept; neuf cents,1
12309,sept cent soixante seize; cinq cent onze,0
12310,cent trente et un; cent soixante quinze,1
12311,quatre cent vingt deux; deux cent trente quatre,0
12312,quatre cent dix neuf; cent trente trois,0
12313,trois cent trente huit; soixante,0
12314,trois cent dix; huit cent vingt et un,1
12315,six cent trente neuf; sept cent soixante six,1
12316,cent huit; cinq cent soixante dix sept,1
12317,cent quatre; trois cent soixante,1
12318,quatre cent vingt quatre; trois cent quatre vingt onze,0
12319,huit cent soixante dix huit; cent dix huit,0
12320,huit cent quatre vingt dix sept; deux cent trente sept,0
12321,sept cent quatre; quatre cent quatre vingt sept,0
12322,trois cent soixante treize; cent quatre vingt huit,0
12323,cent soixante douze; neuf cent trente neuf,1
12324,trois cent quatre vingt dix huit; neuf cent un,1
12325,quatre cent soixante et onze; deux cent quatre vingt dix neuf,0
12326,six cent soixante huit; deux cent soixante six,0
12327,huit cent trente; huit cent quatre vingt cinq,1
12328,six cent trente cinq; sept cent soixante et onze,1
12329,neuf cent soixante deux; quatre cent quarante quatre,0
12330,cinquante quatre; deux cent sept,1
12331,cinq cent soixante seize; sept cent trente huit,1
12332,huit cent soixante et onze; cent cinquante deux,0
12333,sept cent vingt et un; sept cent vingt huit,1
12334,cent quatre vingt huit; cent quarante deux,0
12335,neuf cent trente huit; cinq cent quarante et un,0
12336,cinq cent trente huit; soixante dix,0
12337,sept cent trente et un; cinquante six,0
12338,deux cent quatre; sept cent cinquante cinq,1
12339,six cent trente cinq; cent cinquante deux,0
12340,quarante; sept cent soixante six,1
12341,cent quatre vingt dix; huit cent quatre vingt deux,1
12342,cinq cent vingt et un; trois cent quatre vingt dix sept,0
12343,six cent cinquante quatre; huit cent trois,1
12344,sept cent dix; trois cent quarante trois,0
12345,cent vingt trois; deux cent trente deux,1
12346,neuf cent quatre vingt dix huit; sept cent cinquante quatre,0
12347,sept cent trente six; quatre cent cinquante et un,0
12348,cent dix neuf; cinq cent quatre vingt quatre,1
12349,trois cent soixante huit; trois cent six,0
12350,quatre cent deux; cent quatre vingt quatorze,0
12351,trois cent deux; deux cent quatre vingt dix huit,0
12352,cinq cent quatre vingt treize; cinq cent soixante six,0
12353,trois cent cinquante; quatre vingt trois,0
12354,sept cent vingt trois; trois cent soixante dix neuf,0
12355,quatre vingt dix sept; cinq cent quatre vingt cinq,1
12356,trente neuf; deux cent vingt cinq,1
12357,six cent six; cent soixante huit,0
12358,sept cent quatre vingt dix neuf; trois cent un,0
12359,cent cinquante et un; six cent trente deux,1
12360,soixante quinze; cent dix,1
12361,trois cent quatre vingt quinze; deux cent soixante,0
12362,cinq cent quarante trois; deux cent soixante six,0
12363,trois cent quatre vingt huit; neuf cent vingt sept,1
12364,sept cent quatre vingt treize; six cent vingt huit,0
12365,sept cent trente deux; deux cent soixante six,0
12366,trois cent quarante cinq; cinquante sept,0
12367,six cent vingt et un; huit cent vingt sept,1
12368,sept cent vingt six; trois cent treize,0
12369,huit cent soixante dix neuf; quatre vingt un,0
12370,deux cent cinquante cinq; soixante,0
12371,huit cent quatre vingt six; trois cent cinquante cinq,0
12372,sept cent soixante treize; cinq cent quarante,0
12373,trois cent quarante quatre; cinq cent soixante quinze,1
12374,neuf cent vingt six; neuf cent quarante et un,1
12375,cent quatre vingt onze; quatre cent vingt cinq,1
12376,trois cent quatre vingt quatre; quatre cent quatre vingt six,1
12377,sept cents; trois cent quatre vingt quatre,0
12378,quatre cent soixante seize; huit cent quatre vingt quatorze,1
12379,soixante huit; huit cent quatre vingt quatre,1
12380,trois cent trente cinq; cinq cent un,1
12381,quatre vingt sept; huit cent vingt,1
12382,cinq cent quarante trois; six cent quatre vingt cinq,1
12383,deux cent quatre; trois cent cinquante quatre,1
12384,trois cent quatre vingt treize; deux cent soixante sept,0
12385,neuf cent soixante seize; sept cent dix huit,0
12386,cinq cent quarante neuf; neuf cent deux,1
12387,cent quinze; six cent treize,1
12388,trois cent quatre vingt dix neuf; neuf cent soixante dix neuf,1
12389,quatre cent quatre vingt dix; cent soixante quinze,0
12390,deux cent deux; deux cents,0
12391,sept cent cinquante quatre; cent vingt trois,0
12392,neuf cent quatre vingt dix sept; trois cent dix sept,0
12393,quatre cent quatre vingt dix sept; cent soixante dix,0
12394,neuf cent quarante huit; trois cent quatre vingt sept,0
12395,sept cent vingt cinq; quatre cent vingt deux,0
12396,sept cent onze; soixante dix,0
12397,neuf cent vingt sept; cent cinquante sept,0
12398,trois cent trente sept; huit cent quatre vingt neuf,1
12399,quarante quatre; huit cent quatre vingt un,1
12400,deux cent trente huit; soixante huit,0
12401,quatre cent quatorze; huit cent quatre vingt sept,1
12402,sept cent quinze; cent trente deux,0
12403,huit cent dix neuf; huit cent soixante douze,1
12404,six cent soixante deux; cent cinquante neuf,0
12405,six cent soixante douze; quatre vingt un,0
12406,six cent soixante dix sept; sept cent douze,1
12407,huit cent soixante cinq; cinq cent vingt six,0
12408,quatre cent vingt quatre; quatre vingt six,0
12409,sept cent soixante trois; six cent quatre vingt dix,0
12410,cinq cent quarante neuf; cinq cent vingt huit,0
12411,quatre cent douze; quatre cent quarante huit,1
12412,cent trente et un; cent soixante neuf,1
12413,six cent quatre vingt huit; deux cent cinquante sept,0
12414,cinq cent soixante deux; quatre cent soixante dix huit,0
12415,trois cent cinquante six; sept cent soixante seize,1
12416,quarante; cent neuf,1
12417,sept cent vingt deux; trois cent dix neuf,0
12418,cinq cent quatre vingt quatre; six cent quatre vingt un,1
12419,six cent cinquante quatre; deux cent soixante quinze,0
12420,huit cent soixante quatorze; cinq cent soixante quatorze,0
12421,six cent soixante deux; trois cent treize,0
12422,deux cent cinquante quatre; neuf cent quarante,1
12423,cinq cent six; huit cent seize,1
12424,quatre cent trente; sept cent quarante quatre,1
12425,deux cent trente neuf; sept cent vingt trois,1
12426,huit cent quarante trois; quarante,0
12427,quatre cent vingt huit; neuf cent cinquante deux,1
12428,deux cent cinq; quatre cent six,1
12429,dix sept; trente quatre,1
12430,six cent quatre vingt quatorze; trois cent soixante dix sept,0
12431,sept cent cinq; neuf cent trente et un,1
12432,sept cent quatre vingt quatre; deux cent quatre vingt six,0
12433,quatre cent quatre vingt quatre; neuf cent soixante dix huit,1
12434,sept cent quatre vingts; cent quarante quatre,0
12435,quatre cent deux; cent quarante neuf,0
12436,cinq cent quatre vingt un; cinq cent quatre vingt huit,1
12437,six cent cinq; deux cent trente cinq,0
12438,soixante six; deux cent quatre vingt treize,1
12439,neuf cent trente trois; huit cent sept,0
12440,six cent six; six cent soixante neuf,1
12441,soixante dix; six cent vingt cinq,1
12442,huit cent soixante; cinq cent vingt,0
12443,quatre cent soixante quatre; six cent quinze,1
12444,quatre cent un; sept cent dix huit,1
12445,deux cent quatre vingt trois; deux cent trente et un,0
12446,quatre cent quatre vingt quatre; deux cent vingt et un,0
12447,cinq cent soixante sept; cinq cent quatre vingt onze,1
12448,six cent quatre vingt cinq; neuf cent trente neuf,1
12449,soixante quatre; six cent vingt huit,1
12450,cinq cent cinq; quatre cent trente quatre,0
12451,trois cent un; trois cent trente trois,1
12452,quatre vingt dix sept; huit cent vingt huit,1
12453,neuf cent soixante six; quatre cent soixante et un,0
12454,quatre cent dix huit; six cent trente sept,1
12455,trois cent soixante dix sept; deux cent quatre vingt quatre,0
12456,neuf cent quatre vingt dix huit; trois cent soixante dix,0
12457,trois cent vingt trois; cinq cent quarante cinq,1
12458,huit cent quatre vingt quatorze; six cent cinquante quatre,0
12459,huit cent quatre vingts; cinq cent quarante sept,0
12460,quatre cent deux; quatre vingt trois,0
12461,deux cent quarante; deux cent quarante six,1
12462,sept cent quatorze; sept cent quatre vingt deux,1
12463,trois cent cinquante sept; trois cent seize,0
12464,cinq cent cinquante; sept cent quarante,1
12465,cent quatre vingt cinq; vingt quatre,0
12466,neuf cent quatre vingt dix neuf; deux cent trente quatre,0
12467,sept cent soixante deux; cinq cent trente neuf,0
12468,vingt trois; sept cent trois,1
12469,quatre cents; six cent quarante,1
12470,deux cent six; trois cent quatre vingt dix neuf,1
12471,sept cent vingt trois; cent neuf,0
12472,sept cent soixante dix neuf; trois cent quatre vingt onze,0
12473,soixante quatorze; neuf cent soixante douze,1
12474,sept cent quatre vingt huit; sept cent quarante six,0
12475,huit cent un; cent quatre vingt dix sept,0
12476,trois cent quarante trois; sept cent quatre vingt cinq,1
12477,huit cent dix neuf; cinq cent treize,0
12478,huit cent soixante quinze; trois cent trente,0
12479,neuf cent vingt; sept cent vingt huit,0
12480,six cent onze; deux cent vingt et un,0
12481,vingt huit; cent vingt trois,1
12482,neuf cent cinquante et un; cent soixante huit,0
12483,sept cent quarante trois; quatre vingt six,0
12484,cinq cent quatre vingt un; six cent quarante trois,1
12485,quatre cent onze; cent trois,0
12486,cent quarante deux; sept cent quatorze,1
12487,sept cent quatre vingt sept; trois cent vingt et un,0
12488,six cent vingt deux; cent soixante dix neuf,0
12489,sept cent trente; six cent trente trois,0
12490,trois cent quatre vingt quinze; huit cent soixante douze,1
12491,trois cent cinq; six cent quarante,1
12492,vingt cinq; neuf cent quatre vingt seize,1
12493,quatre cent soixante quinze; cent quarante trois,0
12494,sept cent cinquante quatre; deux cent quatre vingt cinq,0
12495,cinq cent trente trois; quatre cent quatre vingt neuf,0
12496,quatre cent quatre vingt treize; six cent trente neuf,1
12497,cinq cent quarante quatre; quatre cent soixante quinze,0
12498,cinq cent cinquante neuf; deux cent quarante cinq,0
12499,dix; quatre cent cinquante,1
12500,sept cent trente sept; cinquante trois,0
12501,deux cent soixante trois; deux cent dix huit,0
12502,neuf cent treize; cinq cent vingt,0
12503,neuf cent quatre vingt quinze; sept cent quinze,0
12504,huit cent quarante sept; cent vingt six,0
12505,deux cent soixante dix; quatre cent quatre vingt dix huit,1
12506,quatre cent vingt; cinq cent soixante sept,1
12507,onze; trois cent quarante deux,1
12508,cinq cent quatre vingt seize; huit cent cinquante,1
12509,trois cent vingt et un; sept cent soixante et onze,1
12510,huit cent soixante seize; cent quatre vingt quinze,0
12511,huit cent vingt neuf; six cent cinquante six,0
12512,sept cent quarante et un; six cent soixante treize,0
