,sents,labels
11563,five hundred and eighty two; nine hundred and forty five,1
11564,one hundred and eighty six; ninety two,0
11565,six hundred and twelve; seven hundred and sixteen,1
11566,three hundred and seventy six; four hundred and fourteen,1
11567,six hundred and seventeen; eight hundred and sixty five,1
11568,eight hundred and forty four; three hundred and forty,0
11569,seven hundred and thirty five; six hundred and fifty four,0
11570,eight hundred and forty; three hundred and fifty three,0
11571,five hundred and seventy four; two hundred and three,0
11572,one hundred and thirty five; four hundred and twenty one,1
11573,one hundred and fifty eight; six hundred and sixty four,1
11574,nine hundred and eighty six; one hundred and twenty eight,0
11575,five hundred and fifty one; two,0
11576,nine hundred and seventy; three hundred and twenty eight,0
11577,six hundred and eighty two; twenty seven,0
11578,two hundred and twenty; eight hundred and forty three,1
11579,one hundred and eighty eight; six hundred and ninety three,1
11580,eight hundred and thirty six; five hundred and thirty six,0
11581,ninety two; eight hundred and forty two,1
11582,two hundred and fifty one; two hundred and forty,0
11583,five hundred and seventy eight; forty six,0
11584,eight hundred and thirty two; six hundred and fifty four,0
11585,four hundred and ninety nine; two hundred and fifty six,0
11586,two hundred and fifty one; nine hundred and twenty three,1
11587,four hundred and sixty eight; four hundred and forty eight,0
11588,seven hundred and twenty three; two hundred and fifty six,0
11589,five hundred and nine; three hundred and ninety five,0
11590,nine hundred and fifty three; six hundred and twelve,0
11591,one hundred and eighty five; six hundred and seventy six,1
11592,two hundred and sixty two; two hundred and fifty six,0
11593,six hundred and twenty four; eighty one,0
11594,eight hundred and seventy; five hundred and sixty,0
11595,one hundred and eighty five; four hundred and ninety four,1
11596,seven hundred and twenty five; nine hundred and thirteen,1
11597,four hundred and twenty one; eighty seven,0
11598,two hundred and sixty four; two hundred and forty seven,0
11599,twelve; eight hundred and thirty seven,1
11600,one hundred and eighty; eight hundred and forty five,1
11601,four hundred and sixty two; one hundred and eighty six,0
11602,three hundred and ninety; six hundred and sixty one,1
11603,eight hundred and thirty five; four hundred and ninety seven,0
11604,forty five; eight hundred and seventy three,1
11605,nine hundred and thirty one; nine hundred and four,0
11606,seven hundred and eighty five; six hundred and fifty four,0
11607,six hundred and forty three; eight hundred and forty three,1
11608,four hundred and ninety eight; nine hundred and fifty three,1
11609,thirty eight; two hundred and eighty five,1
11610,sixty six; two hundred and forty seven,1
11611,seven hundred and twenty three; nine hundred and eighty nine,1
11612,two hundred and seventy; seven hundred and eighty five,1
11613,nine hundred and fifteen; seven hundred and fifty nine,0
11614,eight hundred and thirteen; three hundred and ninety six,0
11615,six hundred and fifty five; two hundred and seventy four,0
11616,four hundred and sixty six; one hundred and fifty three,0
11617,nine hundred and one; two hundred and thirty seven,0
11618,three hundred and twelve; eight hundred and sixty three,1
11619,four hundred and twenty two; nine hundred and twenty nine,1
11620,one hundred and ninety seven; nine hundred and ninety five,1
11621,five hundred and ninety nine; seven hundred and sixty four,1
11622,one hundred and fourteen; four hundred and sixty,1
11623,four hundred and twenty; six hundred and seventy one,1
11624,four hundred and sixty eight; four hundred and fifty one,0
11625,eight hundred and sixty three; nine hundred and twenty one,1
11626,two hundred; six hundred and seventeen,1
11627,seven hundred and twenty five; nineteen,0
11628,one hundred and thirty six; five hundred and eighty two,1
11629,seven hundred and forty three; nine hundred and fifty eight,1
11630,three hundred and thirty; four hundred and fifty six,1
11631,three hundred and twelve; three hundred and thirty six,1
11632,three hundred and fifty nine; three hundred and thirty four,0
11633,nine hundred and fifty four; three hundred and thirty six,0
11634,five hundred and seventy four; nine hundred and twenty three,1
11635,ninety four; twenty five,0
11636,two hundred and fifty eight; three hundred and seven,1
11637,eight hundred and thirteen; three hundred and thirty five,0
11638,seven hundred and seventy four; five hundred and thirteen,0
11639,four hundred and twenty four; seven hundred and seventy nine,1
11640,six hundred and twenty four; five hundred and fifty five,0
11641,six hundred and twenty three; sixty six,0
11642,fifty nine; five hundred and ten,1
11643,three hundred and seventy three; fifty six,0
11644,six hundred and eighteen; seven hundred and forty four,1
11645,twenty five; three hundred and twenty,1
11646,three hundred and eighty five; nine hundred and thirty three,1
11647,four hundred and one; one hundred and twenty six,0
11648,three hundred and eighty nine; eight hundred and thirteen,1
11649,one hundred and fifty four; nine hundred and forty five,1
11650,five hundred and thirty nine; two hundred and ninety nine,0
11651,forty nine; fifty nine,1
11652,five hundred and seventy nine; six hundred and nine,1
11653,two hundred and twenty eight; one hundred and one,0
11654,ninety six; five hundred and fifty five,1
11655,two hundred and ninety nine; five hundred and forty three,1
11656,thirty eight; one hundred and fifty,1
11657,one hundred and sixteen; two hundred,1
11658,eight hundred and forty two; forty three,0
11659,seven hundred and twenty one; nine hundred and forty nine,1
11660,one hundred and twenty four; three hundred and thirty three,1
11661,three hundred and six; eight hundred and seventy three,1
11662,seven hundred and fifty seven; eight hundred and eight,1
11663,four hundred and sixty five; two hundred and fifty three,0
11664,eight hundred and thirty seven; seven hundred and sixteen,0
11665,three hundred and seventy eight; six hundred and seven,1
11666,four hundred and forty two; nine hundred and forty four,1
11667,six hundred and twenty five; four hundred and ninety five,0
11668,ninety six; three hundred and ninety two,1
11669,two hundred and twenty eight; seven hundred and seventy two,1
11670,eighty six; three hundred and seventy one,1
11671,six hundred and four; eight hundred and twenty five,1
11672,one hundred and thirty one; three hundred and twenty six,1
11673,forty three; eight hundred and eighteen,1
11674,three hundred and thirty one; one hundred and sixty nine,0
11675,one hundred and nine; nine hundred and thirty eight,1
11676,four hundred and fifty nine; seven hundred and ninety four,1
11677,three hundred and twenty two; eighty eight,0
11678,eight hundred and eighteen; seven hundred and fourteen,0
11679,seven hundred and thirty nine; eight hundred and ninety eight,1
11680,three hundred and seventeen; nine hundred and forty one,1
11681,one hundred and fifty three; three hundred and twelve,1
11682,nine hundred and thirty three; seven hundred and twenty five,0
11683,eighty four; two hundred and eighty six,1
11684,one hundred and eleven; one hundred and seventy two,1
11685,five hundred and thirty nine; ninety three,0
11686,three hundred and forty five; twenty eight,0
11687,three hundred and five; six hundred and thirty six,1
11688,eight hundred and eighty two; three hundred and fifteen,0
11689,two hundred and ninety seven; four hundred and fourteen,1
11690,five hundred and thirteen; three hundred and seventeen,0
11691,twenty five; two hundred and five,1
11692,nine hundred and twenty three; nine hundred and forty one,1
11693,nine hundred and twenty five; nine hundred and sixty eight,1
11694,six hundred and twelve; four hundred and thirty two,0
11695,eight hundred and nineteen; eight hundred and twenty eight,1
11696,one hundred and sixty one; two hundred and sixty,1
11697,two hundred and sixty five; ninety,0
11698,four hundred and thirty seven; eight hundred,1
11699,thirty seven; one hundred and eighty nine,1
11700,eight hundred and fifty eight; three hundred and sixty five,0
11701,thirty four; four hundred and ninety three,1
11702,six hundred and four; two hundred and sixty,0
11703,eight hundred and thirty seven; one hundred and eighty five,0
11704,nine hundred and thirty three; three hundred and sixty seven,0
11705,six hundred and thirty eight; five hundred and thirty three,0
11706,six hundred and seventy two; eight hundred and forty two,1
11707,thirty eight; fifty four,1
11708,three hundred and thirty three; six hundred and fifty three,1
11709,four hundred and forty two; six hundred and one,1
11710,seven hundred and seventy three; nine hundred and two,1
11711,eight hundred and thirty two; one hundred and forty nine,0
11712,eight hundred and twenty; five hundred and eighty eight,0
11713,two hundred and forty nine; fifty,0
11714,two hundred and ninety seven; sixty six,0
11715,six hundred and fifty five; two hundred and twenty one,0
11716,four hundred and fifty two; four hundred and twenty six,0
11717,three hundred and fifty eight; two hundred and sixty nine,0
11718,six hundred and thirty one; nine hundred and forty,1
11719,six hundred; two hundred and thirty five,0
11720,two hundred and twenty nine; three hundred and seventy seven,1
11721,eight hundred and ninety two; seven hundred and one,0
11722,nine hundred and fifty six; three hundred and sixty five,0
11723,seventy seven; five hundred and ninety seven,1
11724,nine hundred and forty one; two hundred and two,0
11725,seven hundred and thirty six; nine hundred and thirty three,1
11726,four hundred and twenty one; three hundred and seventy three,0
11727,eight hundred and ninety three; three hundred and forty seven,0
11728,three hundred and sixty seven; eight hundred and forty four,1
11729,eighty three; nine hundred and twenty one,1
11730,six hundred and thirty seven; sixty nine,0
11731,two hundred and five; one hundred and forty eight,0
11732,two hundred and five; two hundred and eight,1
11733,three hundred and thirty five; one hundred and twenty five,0
11734,seven hundred and seventeen; nine hundred and eighty six,1
11735,six hundred and twenty; five hundred and seventy one,0
11736,twenty seven; six hundred and ninety eight,1
11737,one hundred and thirty; four hundred and eighty five,1
11738,three hundred and seventy seven; eight hundred and fifty,1
11739,one hundred and ninety three; one hundred and sixty three,0
11740,eight hundred and fifty one; four hundred and sixty four,0
11741,two hundred and ninety seven; thirty eight,0
11742,eight hundred and twenty; three hundred and one,0
11743,two hundred and six; four hundred and twenty eight,1
11744,eight hundred and fifty six; three hundred and eleven,0
11745,nine hundred and ninety three; nine hundred and four,0
11746,seven hundred and eighty two; six hundred and sixty seven,0
11747,sixty six; five hundred and eleven,1
11748,six hundred and fifty three; nine hundred and eighty four,1
11749,four hundred and forty seven; nine hundred and twenty three,1
11750,one hundred and ten; ninety seven,0
11751,four hundred and fifty; one hundred and forty nine,0
11752,eight hundred and fourteen; six hundred and twenty three,0
11753,two hundred and one; one hundred and twenty eight,0
11754,seven hundred and thirty eight; four hundred and fifty one,0
11755,sixty two; eighty nine,1
11756,four hundred and ninety one; three hundred and sixty eight,0
11757,forty seven; thirty three,0
11758,thirteen; seventy five,1
11759,sixty; three hundred and six,1
11760,three hundred and twenty seven; seventy six,0
11761,five hundred and ninety four; nine hundred and three,1
11762,seven hundred and eighteen; one hundred and eighty four,0
11763,two hundred and ninety one; two hundred and fifty five,0
11764,seven hundred and fifty; eight hundred and thirty seven,1
11765,four hundred and two; five hundred and ninety one,1
11766,two hundred and thirty seven; ninety two,0
11767,three; five hundred and eight,1
11768,four hundred and twenty; nine hundred and five,1
11769,four hundred and fifty two; sixty nine,0
11770,eight hundred and thirty; three hundred and thirty five,0
11771,four hundred and thirty one; eight hundred and eighty nine,1
11772,seven hundred and sixty three; two hundred and forty six,0
11773,one hundred and sixteen; seven hundred and fifty,1
11774,two hundred and seventy seven; one hundred and ninety eight,0
11775,five hundred and fifty nine; three hundred and seventy one,0
11776,four hundred and ninety; eight hundred and seven,1
11777,nine hundred and thirty seven; forty four,0
11778,seven hundred and three; seven hundred and twenty five,1
11779,nine hundred and eighty six; one hundred and thirty eight,0
11780,five hundred and eight; four hundred and sixty four,0
11781,six hundred and fifty one; five hundred and thirty one,0
11782,two hundred and sixty one; nine hundred and seventy five,1
11783,four hundred and ninety; seventy three,0
11784,nine hundred and eighty seven; nine hundred and ninety nine,1
11785,four hundred and twenty four; seven hundred and seven,1
11786,two hundred and twenty seven; eight hundred and sixty seven,1
11787,thirty nine; two hundred and five,1
11788,one hundred and seventy two; one hundred and seventy three,1
11789,five hundred and eighty; one hundred and fourteen,0
11790,five hundred and two; forty three,0
11791,seven hundred and forty one; one hundred and fifty two,0
11792,nine hundred and seventy two; seven hundred and ninety two,0
11793,three hundred and twenty nine; four hundred and thirty one,1
11794,three hundred and forty one; eight hundred and seventy two,1
11795,four hundred and thirty one; four hundred and eighty nine,1
11796,seven hundred and seventeen; eight hundred and nineteen,1
11797,six hundred and sixty five; nineteen,0
11798,seven hundred and ninety seven; one hundred and sixty nine,0
11799,five hundred and forty; five hundred and fifty seven,1
11800,six hundred and seventy two; eight hundred and seventy three,1
11801,seven hundred and fifty seven; nine hundred and thirty nine,1
11802,nine hundred and thirty two; seventy three,0
11803,two hundred and thirty seven; one hundred and nine,0
11804,six hundred and fifty one; seven hundred and four,1
11805,four hundred and ninety nine; four hundred and fifty six,0
11806,seven hundred and ninety four; five hundred and eighty,0
11807,eight hundred and forty seven; four hundred and ninety,0
11808,two hundred and three; eleven,0
11809,nine hundred and twelve; four hundred and forty three,0
11810,seven hundred and ninety three; six hundred and sixty three,0
11811,five hundred and fifty five; six hundred and eighty nine,1
11812,four hundred and four; eight hundred and ninety six,1
11813,four hundred and seventy three; seven hundred and fifty one,1
11814,seven hundred and eighty eight; seven hundred and sixteen,0
11815,thirty seven; two hundred and thirty four,1
11816,seven hundred and forty five; eight hundred and ninety six,1
11817,five hundred and thirty six; four hundred and seventy three,0
11818,two hundred and forty seven; three hundred and fifty seven,1
11819,eight hundred and forty; six hundred and sixty five,0
11820,two hundred and thirty four; six hundred and seventy,1
11821,eight hundred and forty seven; one hundred and forty one,0
11822,one hundred and seventy nine; two hundred and eighty two,1
11823,two hundred and fifty; seven hundred and nineteen,1
11824,eight hundred and twenty eight; nine hundred and thirty five,1
11825,one hundred and twenty nine; one hundred and seventy,1
11826,six hundred and sixty seven; nine hundred and ninety seven,1
11827,five hundred and fifty three; seven hundred and thirty three,1
11828,one hundred and forty eight; eight hundred and twenty,1
11829,one hundred and seventy; three hundred and seventy six,1
11830,four hundred and forty; seven hundred and forty,1
11831,six hundred and eighty one; seven hundred and seventy eight,1
11832,four hundred and sixteen; eight hundred and six,1
11833,one hundred and forty eight; two hundred and fifty four,1
11834,seven hundred and thirty seven; two hundred and twenty seven,0
11835,nine hundred and eighteen; one hundred and eighty seven,0
11836,eighty; one hundred and ninety two,1
11837,six hundred and ninety; five hundred and twelve,0
11838,six hundred and twenty one; seven hundred and twenty two,1
11839,six hundred and ninety two; seven hundred and twenty six,1
11840,seven hundred and fifty four; two hundred and thirteen,0
11841,nine hundred and twenty; five hundred and twenty four,0
11842,one hundred and eighty three; five hundred and fifty,1
11843,six hundred and twenty two; six hundred and eighty one,1
11844,seven hundred and thirty two; seven,0
11845,ninety three; nine hundred and eighty two,1
11846,five hundred and seventy two; two hundred and eleven,0
11847,nine hundred and forty; five hundred and forty two,0
11848,two hundred and fifty; one hundred and ninety two,0
11849,six hundred and seventy four; five hundred and sixty eight,0
11850,nine hundred and forty eight; nine hundred and ninety five,1
11851,one hundred and seventy nine; fifty,0
11852,nine hundred and seven; three hundred and sixty five,0
11853,forty five; two hundred and ninety two,1
11854,two hundred and eighty eight; four hundred and twenty nine,1
11855,nine hundred and fifty three; two hundred and sixty four,0
11856,one hundred and sixty nine; three hundred and eighty five,1
11857,four hundred and ten; nine hundred and sixteen,1
11858,three hundred and sixty six; two hundred and fifty seven,0
11859,four hundred and ninety three; seven hundred and ninety eight,1
11860,four hundred and sixteen; four hundred and eighty eight,1
11861,eight hundred and ninety eight; one hundred and fifty nine,0
11862,two hundred and ninety three; sixty seven,0
11863,six hundred and fifty four; ninety nine,0
11864,six hundred and eighty five; thirty seven,0
11865,three hundred and ninety two; six hundred and forty four,1
11866,seven hundred and seventy one; five hundred and eighteen,0
11867,six hundred and five; nine hundred and forty five,1
11868,two hundred and fifty nine; seven hundred and eighty two,1
11869,six hundred and ninety eight; four hundred and ninety five,0
11870,eighty four; five hundred and forty two,1
11871,seven hundred and fifty five; two hundred and eighty three,0
11872,eight hundred and forty five; three hundred and forty three,0
11873,nine hundred and forty seven; one hundred and seven,0
11874,seven hundred and ninety three; four hundred and seventy four,0
11875,six hundred and fifty one; nine hundred and forty three,1
11876,six hundred and ninety three; four hundred and ninety four,0
11877,nine hundred and sixty four; four hundred and fifty three,0
11878,three hundred and thirty nine; one hundred and four,0
11879,six hundred and sixty eight; nine hundred and ten,1
11880,three hundred and ninety three; five hundred and thirteen,1
11881,four hundred and fifty one; seven hundred and twenty seven,1
11882,two hundred and eighty two; three hundred and ninety,1
11883,three hundred and forty seven; eight hundred and thirty nine,1
11884,one hundred and fifty nine; seven hundred and fifty three,1
11885,forty five; five hundred and sixty nine,1
11886,two hundred and sixty eight; two hundred and fifty nine,0
11887,seven hundred and thirty six; three hundred and thirty seven,0
11888,two hundred and eighty eight; six hundred and fifty five,1
11889,eight hundred and thirteen; nine hundred and thirty five,1
11890,four; three hundred and forty one,1
11891,seven hundred and thirty four; eight hundred and sixty,1
11892,eight hundred and six; one hundred and three,0
11893,one hundred and sixty four; five hundred and forty eight,1
11894,one hundred and nine; five hundred and three,1
11895,four; seven hundred and eighty three,1
11896,four hundred and ninety seven; nine hundred and one,1
11897,one hundred and fifty five; nine hundred and twenty six,1
11898,nine hundred and six; eight hundred and seventeen,0
11899,nine hundred and fifty eight; nine hundred and twenty four,0
11900,three hundred and ninety two; nine hundred and twenty one,1
11901,four hundred and ninety seven; nine hundred and twenty six,1
11902,four hundred and forty eight; two hundred and twenty eight,0
11903,seven hundred and eight; one hundred and seventy,0
11904,three hundred and forty eight; four hundred and twenty,1
11905,six hundred and seventy nine; eight hundred and forty seven,1
11906,nine hundred and fifty five; two hundred and thirty one,0
11907,eight hundred and ninety two; nine hundred and eighty eight,1
11908,ninety; six hundred and thirty five,1
11909,six hundred and fifty four; six hundred and thirteen,0
11910,seven hundred and ninety three; two hundred and eighty one,0
11911,four hundred and sixty two; nine hundred and fifty three,1
11912,six hundred and one; eight hundred and ninety three,1
11913,nine hundred and seventy six; four hundred and thirty four,0
11914,three hundred and fifty eight; four hundred and eighty two,1
11915,six hundred and ninety seven; three hundred and seventy eight,0
11916,eighteen; eight hundred and eighty four,1
11917,seven hundred and eleven; seven hundred and ninety one,1
11918,six hundred and eighty four; one hundred and forty three,0
11919,four hundred and forty eight; four hundred and thirty three,0
11920,three hundred and seventy; five hundred and forty three,1
11921,eight hundred and twenty; sixty,0
11922,five; two hundred and two,1
11923,two hundred and fifty nine; four hundred and sixty three,1
11924,ninety nine; three hundred and fifteen,1
11925,seven hundred and seventy nine; nine hundred and fifteen,1
11926,four hundred and seventy; eight hundred and fifty five,1
11927,fifty two; one hundred and nine,1
11928,one hundred and eight; fifty eight,0
11929,two hundred and twenty two; four hundred and fifty seven,1
11930,seven hundred and ninety two; two hundred and twenty six,0
11931,four hundred and forty two; eight hundred and sixty eight,1
11932,four hundred and ninety four; two hundred and sixty eight,0
11933,nine hundred and twenty one; six hundred,0
11934,nine hundred and fifteen; five hundred and fifty eight,0
11935,six hundred and eighty six; five hundred and thirteen,0
11936,eighty six; one hundred and ninety six,1
11937,twenty; six hundred and eighty five,1
11938,seven hundred and twenty six; one hundred,0
11939,seven hundred and eleven; two hundred and eighty five,0
11940,three hundred and thirty nine; four hundred and seventy,1
11941,three hundred; four hundred,1
11942,eight hundred and eleven; three,0
11943,seven hundred and forty two; five hundred and forty,0
11944,seven hundred and thirty; nine hundred and fourteen,1
11945,three hundred and seventy four; eight hundred and twenty five,1
11946,four hundred and eighteen; four hundred and ninety two,1
11947,eighty one; eleven,0
11948,three hundred and ninety four; seven hundred and fifty five,1
11949,two hundred and fifty seven; six hundred and sixty five,1
11950,five hundred and twenty six; two hundred and ten,0
11951,two hundred and eighty five; eight hundred and fifty seven,1
11952,five hundred and forty one; three hundred and forty nine,0
11953,nine hundred and ninety two; two hundred and sixty five,0
11954,nine hundred and sixty six; five hundred and twenty seven,0
11955,six hundred and fifty eight; six hundred and ninety seven,1
11956,seven hundred and eighty two; twenty seven,0
11957,eight hundred and one; ninety three,0
11958,three hundred and fifteen; seven hundred and thirty seven,1
11959,two hundred and fifty one; four hundred and five,1
11960,seven hundred and eighteen; one hundred and twenty eight,0
11961,six hundred and eighty four; five hundred and seventy seven,0
11962,eight hundred and seventy nine; three hundred and twenty seven,0
11963,three hundred and eighty one; five hundred and seventy six,1
11964,nine hundred and ninety one; eight hundred and ninety five,0
11965,eight hundred and forty five; six hundred and ninety nine,0
11966,eight hundred and sixty two; nine hundred and sixty,1
11967,one hundred and seventy three; seven hundred and fifty two,1
11968,six hundred and three; four hundred and eighty six,0
11969,eight hundred and ninety six; four hundred and sixty three,0
11970,nine hundred and three; one hundred and twenty,0
11971,nine; seven,0
11972,eight hundred and seventy four; four hundred and eighty four,0
11973,nine hundred and forty four; seven hundred and seventy nine,0
11974,nine hundred and seventy eight; four hundred and thirty two,0
11975,nine hundred and fifty seven; seven hundred and twenty eight,0
11976,two hundred and ninety; seven hundred and ten,1
11977,four hundred and seventy four; two hundred and one,0
11978,seven hundred and forty one; four hundred,0
11979,seven hundred and forty three; two hundred and fifty,0
11980,eight hundred and fifty seven; eighty five,0
11981,seven hundred and sixty four; seven hundred and sixty one,0
11982,fifty five; six hundred and thirteen,1
11983,seven hundred and fifty one; sixty seven,0
11984,three hundred and forty four; one hundred and ninety six,0
11985,eight hundred and sixty six; six hundred and forty six,0
11986,three hundred and forty eight; six hundred and forty,1
11987,one hundred and seventy; three hundred and thirty three,1
11988,seventy one; eight hundred and sixty two,1
11989,five hundred and sixty two; five hundred and seventy one,1
11990,four hundred and twelve; two hundred and fifteen,0
11991,seven hundred and thirty seven; two hundred and twenty two,0
11992,seven hundred and nine; fifty one,0
11993,six hundred and twenty; eight hundred and thirty one,1
11994,nine hundred and forty; six hundred and thirty nine,0
11995,four hundred and two; one hundred and fifteen,0
11996,nine hundred and seventy eight; eighty nine,0
11997,one hundred and twenty; three hundred and thirty six,1
11998,thirteen; three hundred and ninety two,1
11999,five hundred and ninety four; one hundred and ninety four,0
12000,six hundred and nineteen; three hundred and forty three,0
12001,two hundred and thirty two; two hundred and twenty three,0
12002,forty two; seven hundred and forty two,1
12003,eight hundred and ninety two; four hundred and three,0
12004,five hundred and forty two; four hundred and thirty six,0
12005,eight hundred and forty six; forty one,0
12006,seven hundred and thirty two; three hundred and fifty three,0
12007,one hundred and twenty seven; eight hundred and eighty eight,1
12008,eight hundred and fifty nine; five hundred and sixty five,0
12009,four hundred and sixty six; one hundred and forty,0
12010,seventy; eight hundred and ninety seven,1
12011,six hundred and thirty one; six hundred and nineteen,0
12012,one hundred and thirty eight; six hundred and sixty one,1
12013,nine hundred and four; nine hundred and seventy seven,1
12014,three hundred and sixty nine; nine hundred and forty eight,1
12015,eight hundred and eight; one hundred and seventeen,0
12016,one hundred and thirty one; seven hundred and two,1
12017,four hundred and ninety six; one hundred and twenty five,0
12018,three hundred and seventy; five hundred and ninety seven,1
12019,eight hundred and ninety five; two hundred and thirty,0
12020,six hundred and thirty four; eight hundred and seventy four,1
12021,four hundred and seventy two; eight hundred and forty three,1
12022,eight hundred and sixty four; eight hundred and sixteen,0
12023,five hundred and fifteen; two hundred and eight,0
12024,four hundred and eighty one; seventy six,0
12025,five hundred and fifty eight; two hundred and fifty five,0
12026,thirty four; three hundred and forty six,1
12027,three hundred and ninety six; three hundred and seventy four,0
12028,five hundred and eighty four; two hundred and twenty four,0
12029,four hundred and sixty seven; three hundred and ninety,0
12030,six hundred; two hundred and forty nine,0
12031,seventy; seven hundred and five,1
12032,one hundred and ninety five; three hundred and forty five,1
12033,six hundred and twelve; five hundred and twelve,0
12034,seventy four; seven hundred and seventy nine,1
12035,five hundred and forty seven; seven hundred and ninety,1
12036,six hundred and fifty nine; sixty one,0
12037,eighteen; two hundred and nine,1
12038,eight hundred and four; two hundred and thirty eight,0
12039,one thousand; nine hundred and ninety nine,0
12040,sixty two; eight hundred and ninety five,1
12041,four hundred and four; nine hundred and seventy eight,1
12042,eight hundred and thirty one; six hundred and eleven,0
12043,six hundred and forty nine; eight hundred and seventy seven,1
12044,nine hundred and fifty two; seventy,0
12045,four hundred and eighty six; four hundred and eleven,0
12046,two hundred and fifteen; sixty five,0
12047,five hundred and forty seven; one hundred and forty nine,0
12048,one hundred and twelve; seven hundred and eight,1
12049,five hundred and ninety one; seven hundred and seventy three,1
12050,one hundred and twenty one; one hundred and sixteen,0
12051,seventeen; two hundred and thirty nine,1
12052,six hundred and thirty five; three hundred and ninety two,0
12053,seven hundred and fifty nine; four hundred and forty three,0
12054,six hundred and forty one; nine hundred and nine,1
12055,eight hundred and ninety nine; five hundred and fifty,0
12056,four hundred and three; one hundred and eighty six,0
12057,seven hundred and sixty seven; six hundred and seventy one,0
12058,sixteen; seven hundred and fifty six,1
12059,nine hundred and forty two; three hundred and eighty six,0
12060,three hundred and seventy seven; four hundred and seventy,1
12061,three hundred and seventy five; five hundred and ninety nine,1
12062,four hundred and sixty seven; three hundred and fifty two,0
12063,eight hundred and forty five; four hundred and fifty seven,0
12064,five hundred and thirty one; four hundred and nine,0
12065,nine hundred and fifty six; two hundred and twenty nine,0
12066,two hundred and seventeen; nine hundred and eighty,1
12067,three hundred and seventy six; six hundred and forty two,1
12068,six hundred and fourteen; seven hundred and forty eight,1
12069,two hundred and ninety six; seven hundred and nineteen,1
12070,four hundred and thirty six; four hundred and eighty one,1
12071,one hundred and forty five; four hundred and ninety nine,1
12072,eight hundred and six; seven hundred and forty four,0
12073,nine hundred and sixty one; five hundred and twenty six,0
12074,four hundred and thirty eight; eight hundred and ninety five,1
12075,six hundred and ninety five; two hundred and forty one,0
12076,eight hundred and thirteen; eighty two,0
12077,six hundred and seventy three; five hundred and thirty seven,0
12078,five hundred and nine; one hundred and seventy seven,0
12079,five hundred and twenty six; five hundred and fifty three,1
12080,four hundred and sixty three; six hundred and ninety,1
12081,six hundred and twenty seven; two hundred and seventy seven,0
12082,six hundred and seventy; one hundred and twenty,0
12083,two hundred and thirty five; two hundred and thirty three,0
12084,two hundred and fifty one; seven hundred and thirty,1
12085,eight hundred and ninety six; seven,0
12086,seven hundred and seventy six; one hundred and sixty five,0
12087,seven hundred and ninety two; six hundred and eighty six,0
12088,seven hundred and fifty five; three hundred and one,0
12089,five hundred and seventy four; one hundred and seventy nine,0
12090,three hundred and eighty two; two hundred and fifty six,0
12091,six hundred and eleven; six hundred and ninety seven,1
12092,three hundred and thirty seven; seventy six,0
12093,five hundred and fifty seven; six hundred and twenty four,1
12094,two hundred and forty; four hundred and fifty four,1
12095,one hundred and ninety one; seven hundred and four,1
12096,fifty five; four hundred and forty,1
12097,six hundred and seventy four; three hundred and fifty three,0
12098,three hundred and seventy nine; three hundred and seventy six,0
12099,two hundred and forty eight; four hundred and eighteen,1
12100,one hundred and sixty nine; seven hundred,1
12101,one hundred and seven; four hundred and two,1
12102,seven hundred and five; seven hundred and twenty three,1
12103,five hundred and ninety four; two hundred and sixty four,0
12104,seven hundred and ninety four; one hundred and eighty four,0
12105,nine hundred and forty seven; six hundred and two,0
12106,six hundred and forty two; three hundred and seventy six,0
12107,nineteen; seven hundred and forty three,1
12108,four hundred and fifteen; five hundred and eighty five,1
12109,eight hundred and twenty four; one hundred and fifty three,0
12110,four hundred and sixty nine; two hundred and sixteen,0
12111,one hundred and eighteen; six hundred and forty two,1
12112,twenty nine; seven hundred and seventy three,1
12113,eight hundred and eighty two; eight hundred and fifty two,0
12114,sixteen; eight hundred and thirty four,1
12115,four hundred and forty nine; four hundred and ninety,1
12116,one hundred and ninety two; seven hundred and four,1
12117,four hundred and fifty five; seven hundred and twenty nine,1
12118,four hundred and seventy seven; four hundred and ten,0
12119,six hundred and fifty four; six hundred and thirty,0
12120,one hundred and eighty nine; two hundred and seventy six,1
12121,nine hundred and eighty seven; three hundred and sixty,0
12122,three hundred and fifty three; three hundred and seventy seven,1
12123,five hundred and sixty nine; four hundred and twenty,0
12124,three hundred and fifty eight; eight hundred and forty eight,1
12125,six hundred and ninety one; one hundred and forty one,0
12126,six hundred and fifty one; four hundred and fifty two,0
12127,four hundred and twenty one; nine hundred and sixteen,1
12128,three hundred and four; six hundred and eighty,1
12129,four hundred and thirty nine; three hundred and sixty,0
12130,five hundred and eight; nine hundred and eighty seven,1
12131,two hundred and ninety six; four hundred and ninety five,1
12132,two hundred and eighty seven; nine hundred and ninety one,1
12133,six hundred and eighty; nine hundred and ninety three,1
12134,four hundred and three; six hundred and sixty six,1
12135,three hundred and forty five; six hundred and eighty nine,1
12136,one hundred and seventy nine; three hundred and eighty eight,1
12137,two hundred and two; four hundred and sixty one,1
12138,seven hundred and one; thirty nine,0
12139,two hundred and sixty one; seven hundred and thirty six,1
12140,seven hundred and fifty four; two hundred and seven,0
12141,three hundred and forty nine; twenty six,0
12142,three hundred and forty three; four hundred and eighty seven,1
12143,six hundred and ninety three; two hundred and thirty,0
12144,four hundred and thirteen; three hundred and forty four,0
12145,five hundred and eighty two; five hundred and one,0
