,sents,labels
12555,九百四十二,0
12556,九百九十四,0
12557,九百九十五,1
12558,五十十一,1
12559,三十七百一,1
12560,七十三十五,1
12561,百三十六九,1
12562,九十七,0
12563,六百三百五,1
12564,七百五,0
12565,四百二十五,0
12566,五百十三,1
12567,三百六,0
12568,六十五,0
12569,三百九十六,0
12570,百四十七二,1
12571,三百四十七,0
12572,百一四十二,1
12573,千五百三十,1
12574,四百七十,1
12575,七,0
12576,百七五十六,1
12577,三百三八,1
12578,二百十八,0
12579,二百二十,0
12580,八百五百六,1
12581,九百七八十,1
12582,十六七十九,1
12583,六百十六,1
12584,五百六十三,1
12585,四百三十三,0
12586,九百六七,1
12587,八百八十一,0
12588,六百六十七,0
12589,九五百九十,1
12590,五百二十八,0
12591,八十二百三,1
12592,三百二十二,0
12593,百三百四,1
12594,十三百九,1
12595,十八六十九,1
12596,三百七十一,0
12597,百七百六十,1
12598,四三十三,1
12599,五百四十二,1
12600,二百四十四,0
12601,六十四百八,1
12602,六百二一,1
12603,六百三十,0
12604,百四三百,1
12605,三百七十一,0
12606,九百五十四,0
12607,千四十二,1
12608,三百二十六,1
12609,百六十九,0
12610,三百五十七,0
12611,六十三,0
12612,百九十八,0
12613,百十一十三,1
12614,四百三十五,0
12615,六十八十八,1
12616,十九四百六,1
12617,四百五十四,0
12618,四十八十二,1
12619,四百九十六,0
12620,九百五十九,0
12621,三百三,0
12622,六百四十八,0
12623,八十五六十,1
12624,八十二七,1
12625,十三四十三,1
12626,六十九十八,1
12627,八百二百三,1
12628,七百一六,1
12629,四百二十五,0
12630,百九,0
12631,六百七十八,1
12632,四百十十五,1
12633,六百七百四,1
12634,二百七十三,0
12635,四十三,0
12636,六百八百五,1
12637,六百六九十,1
12638,百十八,0
12639,七百二十三,0
12640,五百六十九,1
12641,七百十五七,1
12642,六百五十二,0
12643,四十一,0
12644,九百五十七,0
12645,百四百三,1
12646,九百十九,0
12647,七百五十一,0
12648,四百七十六,0
12649,五十六十三,1
12650,六百七十九,0
12651,九百,0
12652,二百五十五,0
12653,四六百七,1
12654,百二百七十,1
12655,三百五十,0
12656,十一六百八,1
12657,九百十四,0
12658,百三八十五,1
12659,八百九十五,0
12660,二百五十一,0
12661,三百六十一,0
12662,七七百十一,1
12663,七十九十七,1
12664,百三十六,0
12665,千百二十一,1
12666,八百八十五,0
12667,九百二十三,0
12668,八百二百七,1
12669,三百十八三,1
12670,百六十七,0
12671,二百六十七,0
12672,十六二十九,1
12673,九十七百,1
12674,八十二六十,1
12675,七十五,0
12676,三百十二,1
12677,百十六,0
12678,百九七百三,1
12679,百九十五,0
12680,六百十七,0
12681,百四十三八,1
12682,十三,0
12683,五百四十六,0
12684,六百一八十,1
12685,七百二十四,0
12686,五百二十四,0
12687,六十七五,1
12688,二百二十,0
12689,三百五百六,1
12690,四百七十四,0
12691,九五百十九,1
12692,百二十八,0
12693,六百七十二,0
12694,十七七百八,1
12695,三百八十,0
12696,三六十三,1
12697,六二百五,1
12698,九八百四,1
12699,三三百十一,1
12700,二百十五,0
12701,七,0
12702,五百四十四,0
12703,七十二十六,1
12704,十九百十三,1
12705,六十四,0
12706,七百六十四,0
12707,二百五,0
12708,百三十九九,1
12709,九十七二,1
12710,六百九十六,0
12711,八百五十,0
12712,八百三十八,0
12713,九百十三,0
12714,二百四十七,0
12715,千五十二,1
12716,千四百六,1
12717,八百四,0
12718,六百八十八,0
12719,十三四十七,1
12720,七十百十二,1
12721,五四十七,1
12722,二二百十六,1
12723,十一四十七,1
12724,六十八十八,1
12725,十七七,1
12726,十二百十七,1
12727,五十八八,1
12728,八百四十二,0
12729,二百七十二,0
12730,五百四一,1
12731,千,0
12732,七百八十七,0
12733,八十三,0
12734,三百三十一,1
12735,五百八十六,0
12736,七百五十一,0
12737,二百四十四,0
12738,八十七四百,1
12739,千六百十四,1
12740,九百十六,1
12741,七百六十五,0
12742,七百四三百,1
12743,二八百十九,1
12744,百十九百六,1
12745,六三百十八,1
12746,二百六十九,0
12747,八百七十三,0
12748,五十六四,1
12749,三百九,0
12750,九百二十九,1
12751,十二二,1
12752,四百八十一,0
12753,八百八十八,0
12754,八百十二,0
12755,百四十二一,1
12756,四百六十一,1
12757,百十百二,1
12758,三十八三百,1
12759,三百九十七,0
12760,六十四百,1
12761,九百五十九,1
12762,二百二百六,1
12763,二百八百一,1
12764,二百七十九,0
12765,四百八十三,0
12766,八十二八十,1
12767,七百二十六,0
12768,三百九五,1
12769,八百八百九,1
12770,九百五十三,0
12771,四十一,0
12772,七十九百三,1
12773,五十九二十,1
12774,八百五十六,0
12775,四百二十六,0
12776,四百一,0
12777,百五十九,0
12778,四百六十二,1
12779,三百三三,1
12780,八七百九十,1
12781,百二十一,0
12782,四十八十三,1
12783,百九十一,0
12784,五百八四百,1
12785,七百六十百,1
12786,百六十七,0
12787,九百四十三,0
12788,九百五十四,0
12789,八百六十五,0
12790,百六百十九,1
12791,五百三十九,0
12792,二百七十九,0
12793,百四十一,0
12794,三百二十,1
12795,百十二九十,1
12796,百五十三十,1
12797,七百九十四,0
12798,九十一百十,1
12799,二百九十五,0
12800,九百十三,0
12801,九九百,1
12802,九百九十五,0
12803,九百四十六,0
12804,八百四十,0
12805,九百五,0
12806,百七十四七,1
12807,百三七十六,1
12808,七六百十三,1
12809,三十百十九,1
12810,六十五,0
12811,二十二十三,1
12812,九百四十三,0
12813,九百二十八,0
12814,七百五十九,0
12815,二百八十三,0
12816,九百四,0
12817,六百七十二,0
12818,八百,0
12819,六百二十六,0
12820,百十一,0
12821,二八百五十,1
12822,百四十二,0
12823,五百二十四,0
12824,三百八十四,0
12825,二百八十八,0
12826,四十五,0
12827,十六六百二,1
12828,二百一十三,1
12829,二百八十,0
12830,九百三十三,0
12831,八百九百十,1
12832,百一六百四,1
12833,六百九十八,0
12834,五百七十六,0
12835,二百一十三,1
12836,六百六十,0
12837,六百四十九,0
12838,二百四十一,0
12839,百四十一,1
12840,千九百十八,1
12841,八百七十百,1
12842,七百二十六,1
12843,三百七二百,1
12844,四百三十二,1
12845,三百五十二,0
12846,百八九十四,1
12847,三百四十七,1
12848,八八百五,1
12849,七八百七十,1
12850,四百八百二,1
12851,十二百九十,1
12852,七百四十一,1
12853,七百一六百,1
12854,百八十七百,1
12855,六百八百六,1
12856,六百八十六,0
12857,九十,0
12858,二百五十八,1
12859,九十六十一,1
12860,六百三八百,1
12861,七十七百五,1
12862,十六十一,1
12863,四百五十九,0
12864,六,0
12865,九百三十二,0
12866,二十四,0
12867,六十九,0
12868,七百三八百,1
12869,六百五十四,1
12870,七百八十四,0
12871,十五二百八,1
12872,百十九百二,1
12873,七百八十,0
12874,八十七百十,1
12875,八百七十二,0
12876,二百七百一,1
12877,六百二,0
12878,六百七十七,0
12879,六十一百四,1
12880,百六十三八,1
12881,二十七,0
12882,二十五十三,1
12883,九百八十一,0
12884,百三十二七,1
12885,四百十二,0
12886,八百六十八,0
12887,五百八十十,1
12888,八十百七十,1
12889,千七百十三,1
12890,七百五十五,0
12891,九十一,0
12892,四百八十四,0
12893,三十二百一,1
12894,八百八十四,0
12895,七百四十五,1
12896,七四百七十,1
12897,八百十一十,1
12898,四百十,0
12899,三十二百八,1
12900,四三百十四,1
12901,五百七,0
12902,百三十一,1
12903,六十四,0
12904,十一九百六,1
12905,七百六,0
12906,百二十七,0
12907,五十百十三,1
12908,百五十七三,1
12909,九百四十五,1
12910,八百八,0
12911,七,0
12912,二百六百四,1
12913,三百七十四,0
12914,二百六十一,0
12915,二十五百七,1
12916,八十百五,1
12917,五百九十九,1
12918,五百六十三,0
12919,百九十百八,1
12920,千百三十五,1
12921,二百四百九,1
12922,六十八百六,1
12923,三百四十九,0
12924,九二十五,1
12925,七百七十七,0
12926,四百八十,1
12927,九四百八十,1
12928,七百十四,0
12929,二百五十四,0
12930,十七九十五,1
12931,六百六十六,0
12932,百十八百,1
12933,百二三百八,1
12934,九百九十二,0
12935,三百四十四,1
12936,八十四,0
12937,三百五十四,0
12938,八十八百八,1
12939,八十七百八,1
12940,九百十三,0
12941,二百六一,1
12942,七百三十九,0
12943,八百七十三,0
12944,十三,0
12945,四百四十八,0
12946,百四十五,0
12947,三百八十三,0
12948,十四四十四,1
12949,千五百十二,1
12950,百二七十,1
12951,二,0
12952,六百一,0
12953,六十三,0
12954,六百,0
12955,百七十七八,1
12956,十百三十六,1
12957,十九百四十,1
12958,三百六十,0
12959,九百三十九,1
12960,三百十一,0
12961,五十八百三,1
12962,九百三十四,0
12963,四百四十七,0
12964,四十八六百,1
12965,二十一七十,1
12966,三百十六,1
12967,十七十一,1
12968,六百九十一,0
12969,百八,0
12970,七百七十八,0
12971,三十六,0
12972,千百七十九,1
12973,九百四十,0
12974,九十一五百,1
12975,十四四十二,1
12976,二十九十六,1
12977,七十二,0
12978,六百七十七,0
12979,五百七十,0
12980,九百七十八,0
12981,二百九十五,0
12982,三百九百二,1
12983,三百二百六,1
12984,九百三十一,0
12985,百九八十二,1
12986,三百二十六,0
12987,三百二十三,0
12988,三百四十二,0
12989,百五十七,0
12990,五百五十五,0
12991,七百六八百,1
12992,百十七,0
12993,九百三十六,0
12994,六百三,0
12995,二百三十三,0
12996,三百五一,1
12997,五百八十一,0
12998,十五,0
12999,四百二十一,0
13000,百九十九八,1
13001,三百十九,0
13002,八百八十六,0
13003,六百三十一,1
13004,九百二十八,0
13005,十二三十七,1
13006,三百四十七,1
13007,四三十五,1
13008,二百三十七,0
13009,二百五十,0
13010,三百三十七,0
13011,四百二十三,0
13012,九百五十百,1
13013,八百三十七,0
13014,六百十七,0
13015,六百十一,1
13016,百五九十七,1
13017,七百十一,0
13018,九百六十一,0
13019,五六百一,1
13020,九十七四十,1
13021,十七五百四,1
13022,七百二十九,0
13023,七四百二十,1
13024,五百九,0
13025,十八二十八,1
13026,九百七十三,0
13027,七九百十六,1
13028,二百五十二,0
13029,百五十七百,1
13030,二十三百四,1
13031,二十一千,1
13032,三百四十三,1
13033,百八四十二,1
13034,二百五十二,0
13035,四百八百四,1
13036,八百二十三,0
13037,百十六十九,1
13038,三百十百八,1
13039,三百百八十,1
13040,三百七十七,0
13041,十七六百八,1
13042,百六十八,0
13043,百六十六,0
13044,八十三十二,1
13045,七十四,0
13046,五三百七,1
13047,三百二十三,0
13048,七百六十六,0
13049,六百四十九,0
13050,百九十一,0
13051,八百四六十,1
13052,九百六,0
13053,七百七,0
13054,四十四六十,1
13055,七百七十五,0
13056,七百六十四,0
13057,六百四十九,0
13058,八百五十五,0
13059,十七百十六,1
13060,八百二十一,0
13061,三十六百二,1
13062,四百四十九,0
13063,十三六,1
13064,百六百七,1
13065,七百六十九,1
13066,五百六十二,1
13067,七十九九,1
13068,九百八十五,0
13069,七百六十八,1
13070,二百九十七,0
13071,九百二六,1
13072,百一,0
13073,百十二,0
13074,十二百十一,1
13075,五十四十三,1
13076,五百九十七,1
13077,八十八四十,1
13078,三百六十三,0
13079,八百,0
13080,百五百十三,1
13081,三百五十九,0
13082,七十五十一,1
13083,二十三百十,1
13084,六百三十六,0
13085,六百五十五,0
13086,四十九百四,1
13087,二百十八,0
13088,五百三十九,0
13089,三百九十一,0
13090,百五五百四,1
13091,六十三百六,1
13092,七百十九十,1
13093,三百九,0
13094,五四百十,1
13095,十三十二,1
13096,四百九十七,0
13097,十一三,1
13098,五百七十,0
13099,七百九四百,1
13100,五百四,0
13101,三百十九,0
13102,九百三十一,1
13103,七百六,0
13104,三十六十五,1
13105,九百七十一,0
13106,六百三九,1
13107,十九,0
13108,五十二,0
13109,二六百十四,1
13110,五百七十九,0
13111,七百三,1
13112,六百一七十,1
13113,六百六十二,0
13114,九百二十五,0
13115,八十四,0
13116,七百十二八,1
13117,三百七十九,0
13118,八十八百九,1
13119,九百六十一,0
13120,六百二十五,1
13121,五百七十四,0
13122,九百四十八,0
13123,百十二,0
13124,千四百十九,1
13125,百四四百六,1
13126,九十五千,1
13127,六百六十九,1
13128,二百二,0
13129,十二六十六,1
13130,八百七十九,0
13131,百三八百八,1
13132,九百八十,0
13133,六百十三,0
13134,八六百十二,1
13135,七百八十八,0
13136,十二二十六,1
13137,八十二十八,1
13138,三十八百一,1
13139,五百五十九,1
13140,二十二四十,1
13141,九百六十三,1
13142,五百五十一,0
13143,六百九十九,0
13144,四百六十七,0
13145,三七十六,1
13146,五十一,0
13147,四三十三,1
13148,五十一,0
13149,七百五十四,0
13150,七百十四,0
13151,百七十九,0
13152,百十七,0
13153,六六百二十,1
13154,八百六十四,0
13155,百六十一八,1
13156,七十三,0
13157,九百三十四,0
13158,七百八十九,0
13159,二十三四十,1
13160,二十五百,1
13161,十八八十四,1
13162,百九十九,0
13163,百五十四九,1
13164,二四百八,1
13165,五百八十一,1
13166,四七百九,1
13167,六百五十六,0
13168,百二七十,1
13169,六六百七十,1
13170,百六九十三,1
13171,八二百五,1
13172,七百十一,0
13173,九百二十六,0
13174,四百二十六,0
13175,十七四十,1
13176,八百四十六,0
13177,九百九十,0
13178,六百九十七,0
13179,七百三十二,0
13180,八十四一,1
13181,十四六十七,1
13182,五百六,0
13183,百五三百六,1
13184,三百九十,0
13185,三百十八,0
13186,九百十九,0
13187,三三百十九,1
13188,三十二百六,1
13189,九百二二百,1
13190,百二十八,0
13191,百二百六,1
13192,百八,0
13193,八百七,0
13194,百九十三千,1
13195,五百九十七,1
13196,二十六,0
13197,七百八十七,0
13198,五百九十九,0
13199,四十九,0
13200,七百四,0
13201,八十三七,1
13202,四百八十八,0
13203,百三十四,0
13204,九百八十五,0
13205,二百十百,1
13206,六百七,0
13207,八百八十二,1
13208,百四十六,0
13209,八十四百十,1
13210,百八十七,0
13211,二十七十七,1
13212,二百三十,0
13213,七百五,0
13214,四百八十三,0
13215,七百五十四,0
13216,八百八二,1
13217,九百三十二,0
13218,八百五十六,0
13219,十八十九,1
13220,八百十四,0
13221,二十九十四,1
13222,二百百十五,1
13223,四百五十九,0
13224,五百十七十,1
13225,二百九十七,0
13226,六十一,0
13227,九百四八百,1
13228,百五十三百,1
13229,六百九,0
13230,五百五十八,0
13231,六百九十九,0
13232,九七百十七,1
13233,九百六百八,1
13234,六百九十九,0
13235,三百七十一,0
13236,百十三,0
13237,二百三十八,0
13238,三百五十六,0
13239,七百四十,0
13240,七十九十,1
13241,三百三,0
13242,八百十三百,1
13243,四百四,0
13244,七十二九,1
13245,三四百三,1
13246,九百九十一,0
13247,五百八十一,1
13248,六百七十七,0
13249,百二十二六,1
13250,九百百五十,1
13251,四百四十九,0
13252,五百八百二,1
13253,百十七十,1
13254,百八十五四,1
13255,四百三十七,0
13256,三百六十九,0
13257,四百九十三,0
13258,七百九十二,0
13259,四百七,1
13260,七八百十七,1
13261,六九十六,1
13262,百七十八,0
13263,五百九十,0
13264,三百九十七,0
13265,八十二百七,1
13266,四百四,1
13267,七十三,0
13268,百八三十三,1
13269,百二八百五,1
13270,百二十四三,1
13271,七百五十六,0
13272,九百八十九,0
13273,五百八十五,1
13274,十四三十四,1
13275,七十二,1
13276,百九十四八,1
13277,三百三十,0
13278,七百四十九,0
13279,六百二十七,1
13280,六十七五十,1
13281,六百六十四,0
13282,五百九十七,0
13283,七百八十七,0
13284,五十三十五,1
13285,三八百十九,1
13286,千六百四十,1
13287,九百四十七,1
13288,六百三十三,0
13289,九百二十九,0
13290,八十五十五,1
13291,五百二十七,0
13292,五十六九,1
13293,七百二百四,1
13294,四百十九,0
13295,四百六十四,0
13296,七十八十九,1
13297,五百五十二,0
13298,五百三十六,0
13299,千百八十一,1
13300,百八十七,0
13301,六百五十,0
13302,百九百五十,1
13303,六百二十二,1
13304,九百六十五,0
13305,八百二百四,1
13306,百四九,1
13307,七百五一,1
13308,四百二十五,1
13309,百二十三,0
13310,四十四百四,1
13311,二十八八,1
13312,五百九三十,1
13313,六百八十,1
13314,七百三十五,0
13315,三百五十三,0
13316,五百四十九,1
13317,六百五十二,0
13318,二十二百五,1
13319,六三百八,1
13320,八百八百二,1
13321,八百四十八,0
13322,七百三十三,0
13323,二七百四,1
13324,四百九,0
13325,十三,0
13326,六百九,0
13327,五四百十一,1
13328,七百六十九,1
13329,七百六十九,0
13330,八百四,0
13331,七百五百四,1
13332,三百七十,0
13333,四百十六,0
13334,六百十百四,1
13335,八九百六,1
13336,九百七十一,0
13337,七百六百四,1
13338,二百四十三,0
13339,三十六,0
13340,百五十四,0
13341,百七,0
13342,三百七十,0
13343,八百二十八,1
13344,八十五六,1
13345,八百七十,0
13346,二百三十二,0
13347,九九百十六,1
13348,五百十六,0
13349,九九百十六,1
13350,八百六十,0
13351,五百九十一,0
13352,四十八,0
13353,九百二十九,0
13354,三百三十,0
13355,四十四六百,1
13356,九百二十五,1
13357,十六三十,1
13358,八百十一七,1
13359,十四四百,1
13360,六百六十七,0
13361,百五百二十,1
13362,六百八十六,0
13363,百二十七八,1
13364,九十五八,1
13365,百十一,0
13366,七百三十九,0
13367,八百四十九,0
13368,九十八百二,1
13369,七十三,0
13370,十六百四,1
13371,二百五十九,0
13372,六百二十九,0
13373,九十二六十,1
13374,六十三,0
13375,八百八三十,1
13376,九百二十一,0
13377,九百三百四,1
13378,五十五,0
13379,四百六十一,0
13380,百八十,0
13381,六百四十三,0
13382,九百七七十,1
13383,百十百七十,1
13384,七百九十三,0
13385,五百二十一,0
13386,四百七百一,1
13387,三百三十九,0
13388,十三百八十,1
13389,七百十二,0
13390,三百十六,0
13391,五八十二,1
13392,六百二七,1
13393,九百七,0
13394,六百八十五,0
13395,八百二十四,0
13396,千六百七十,1
13397,二百四百八,1
13398,六百六十一,0
13399,百九十六,0
13400,四百七十四,0
13401,七十四九,1
13402,四百七十五,0
13403,四百十四,0
13404,二百十四千,1
13405,九十二百七,1
13406,五百八十二,0
13407,十二四十,1
13408,八百十三,0
13409,八百八十六,0
13410,九百五十二,0
13411,六百十二,0
13412,三百三十六,0
13413,九百四十三,0
13414,二百十三,0
13415,三百一百一,1
13416,百二十二,0
13417,百九十六,0
13418,百五五百,1
13419,五百十百四,1
13420,二十,1
13421,九百九十二,0
13422,四百三十三,0
13423,七九十六,1
13424,七百六十四,0
13425,二十四十五,1
13426,六百九十七,0
13427,三十三百九,1
13428,十六八百十,1
13429,二十,0
13430,百十六十,1
13431,九百五十二,0
13432,二百六十四,0
13433,百二四十三,1
13434,五十三百六,1
13435,三百八十五,1
13436,三十二十三,1
13437,四十三八十,1
13438,四七百六,1
13439,四百三十六,0
13440,三百八百五,1
13441,二百十七,0
13442,二百八十二,0
13443,百八,0
13444,四百六五,1
13445,七五百十四,1
13446,六百二十五,0
13447,十二九百九,1
13448,六百二十二,0
13449,七百九,0
13450,三十四四,1
13451,百七二十二,1
13452,九百二十八,1
13453,六百八十六,0
13454,七十六四十,1
13455,五百十二,0
13456,八十九百六,1
13457,八五十三,1
13458,八五百十二,1
13459,四百九十六,0
13460,百十三十八,1
13461,三百九十八,1
13462,二百九十三,0
13463,百七九十八,1
13464,五百三十九,0
13465,六百九十九,0
13466,二百五十五,0
13467,八百七十七,0
13468,七二十三,1
13469,七百七十三,1
13470,六四百二,1
13471,百十三十,1
13472,百九十,0
13473,六,0
13474,百四十四百,1
13475,二百十百四,1
13476,七百十五,0
13477,七六百三,1
13478,二百二十二,0
13479,七百二十一,0
13480,三百九十三,1
13481,四十三十四,1
13482,八百八十七,0
13483,三百二十二,0
13484,八百九十六,0
13485,二百七十七,0
13486,三十七三,1
13487,九十六十二,1
13488,四百三六百,1
13489,二百九十五,1
13490,九十五二,1
13491,九百六十五,0
13492,三六百六十,1
13493,四百四十,0
13494,七百六十四,0
13495,三百五十一,0
13496,二六百六十,1
13497,六百三十九,0
13498,三百十,0
13499,百一百四,1
13500,七百十八十,1
13501,五百九十一,0
13502,五十四百七,1
13503,九百八十八,0
13504,二百三百六,1
13505,八百十七十,1
13506,七百五十一,0
13507,千二十五,1
13508,八十三,0
13509,八十八,0
13510,八百四十九,1
13511,五百九十一,1
13512,百六十四,0
13513,百七十,0
13514,百七九十八,1
13515,五百六十,0
13516,六百九十三,0
13517,九百三十五,0
13518,六百五二百,1
13519,五十八,0
13520,九百二五,1
13521,五百九十五,0
13522,七十七,0
13523,百七十,1
13524,五百五十七,0
13525,二百九百六,1
13526,百一五十七,1
13527,百二十九,0
13528,五百四十九,0
13529,八十二,0
13530,百十三百六,1
13531,九百六十五,0
13532,六百,0
13533,百四,0
13534,五十四百一,1
13535,三十九五十,1
13536,二百十七,1
13537,七百八十七,0
13538,二百七十五,0
13539,三百八百五,1
13540,百五二百七,1
13541,百百五十二,1
13542,七百五百二,1
13543,百十九百一,1
13544,三百六一,1
13545,五百十五,0
13546,五百八,0
13547,四百四十五,0
13548,五百九十四,0
13549,五十三三百,1
13550,五百百九,1
13551,百九十三,0
13552,三十七四十,1
13553,九百九十七,1
13554,三百六十八,0
13555,七百五,0
13556,九百八百三,1
13557,八百十七百,1
13558,五十四三百,1
13559,五百三十六,0
13560,八百一十,1
13561,二百七十三,0
13562,八百八十二,0
13563,九百一五,1
13564,七十八十四,1
13565,九百九十六,0
13566,百十一十七,1
13567,四十四,0
13568,百二十四百,1
13569,十八六百五,1
13570,七十二二十,1
13571,七百十九,0
13572,五百二十八,0
13573,六百四百三,1
13574,五六百一,1
13575,九百二百七,1
13576,七百二,0
13577,八百五,0
13578,九百二十七,0
13579,六百九九,1
13580,九百六十,0
13581,四百十八一,1
13582,二百一百,1
13583,七百三八,1
13584,三二十八,1
13585,四百九十四,0
13586,八百六十一,0
13587,二百三十七,0
13588,百三十九,0
13589,二百三十三,0
13590,八百四十二,0
13591,八十一十,1
13592,四十六百七,1
13593,八百六十,0
13594,七百十九,0
13595,七百四十四,0
13596,三百八,0
13597,七百九十六,0
13598,百百三十七,1
13599,八百四十三,0
13600,百九十六,0
13601,百五二百八,1
13602,八十三百六,1
13603,四三十二,1
13604,五九百十二,1
13605,五百三十一,0
13606,百六十三八,1
13607,二百八十七,0
13608,五百六四十,1
13609,八百八十八,0
13610,五百二百八,1
13611,四百七十三,1
13612,五十一十一,1
13613,三十一八,1
13614,十六九百十,1
13615,九百八十六,0
13616,六十一八,1
13617,八百七十五,0
13618,七百二十四,0
13619,二百二十五,1
13620,六百四十二,0
13621,百十七百,1
13622,九百四十,0
13623,十八五百三,1
13624,十五十四,1
13625,十六五百四,1
13626,二百二百五,1
13627,七百,0
13628,七百三十二,0
13629,六十四六十,1
13630,四百二十四,0
13631,七百五十五,0
13632,三百八十二,1
13633,八十五五十,1
13634,六百七十六,0
13635,三百六十,1
13636,二十二五百,1
13637,二十七八十,1
13638,四百七百,1
13639,三百十三,0
13640,九十九五十,1
13641,九百八十二,0
13642,四十六九十,1
13643,二百八十六,0
13644,六百八十五,0
13645,五百二十四,0
13646,四百十九三,1
13647,百十九三百,1
13648,五十五十九,1
13649,七七百十九,1
13650,十七二百五,1
13651,百五十百一,1
13652,九百十二,0
13653,四十四,0
13654,五十七五百,1
13655,五百八百八,1
13656,五百十四,0
13657,二百八十五,0
13658,十七七百六,1
13659,四百七百三,1
13660,五百八百一,1
13661,二百八十六,0
13662,百六十十七,1
13663,八百三十九,0
13664,三百三十三,0
13665,八百六十六,0
13666,六百五十六,1
13667,百六十,1
13668,百四七,1
13669,三百五,0
13670,百六十六,1
13671,六百三十六,0
13672,五百三十九,0
13673,百,0
13674,六百三十八,0
13675,四十八十七,1
13676,百九百二十,1
13677,六百二十八,0
13678,六百四十二,1
13679,四百八十,0
13680,四十九十二,1
13681,九百八十八,0
13682,六百一,0
13683,三百四十二,0
13684,七百三十二,0
13685,三百六十三,1
13686,九百十二,0
13687,百二十五六,1
13688,二百八十二,1
13689,三百六十九,0
13690,九百十五,0
13691,九百七十三,0
13692,八十四三,1
13693,二百四十四,1
13694,七百六百二,1
13695,七十八二百,1
13696,七百三十三,0
13697,九百二,0
13698,八百十二七,1
13699,百四十一,0
13700,三百四四,1
13701,七十六,0
13702,八百十三千,1
13703,四五百八,1
13704,九百九十七,0
13705,九百七十,0
13706,五十一一,1
13707,十二,0
13708,八百六十三,1
13709,十七五百五,1
13710,百十八四十,1
13711,七百十八,0
13712,三百八十四,0
13713,百十七十一,1
13714,百四十,0
13715,三百八十三,0
13716,八百五十六,1
13717,四百五百一,1
13718,五十九十四,1
13719,二百百六十,1
13720,二百五十九,0
13721,七百八十六,1
13722,四百七十五,0
13723,三百百,1
13724,五百四八十,1
13725,百九十七,1
13726,三十九九,1
13727,千四百十五,1
13728,六九百四,1
13729,三百八十二,1
13730,九百十五,1
13731,六百三十六,0
13732,四百四十一,1
13733,三百四十,0
13734,七百四十六,0
13735,二百二十七,0
13736,六百四十七,0
13737,四十二百五,1
13738,五十一百八,1
13739,四百五十二,0
13740,三百二十七,0
13741,五百一十八,1
13742,九三百二,1
13743,二百七七十,1
13744,八百八九百,1
13745,六百七十八,0
13746,十九百五十,1
13747,百一五百九,1
13748,三十六十八,1
13749,四十四,0
13750,八五百十五,1
13751,七百八十三,0
13752,八十八四十,1
13753,八百五四,1
13754,九百一百十,1
13755,五百七百一,1
13756,百四十六,0
13757,八百七十五,1
13758,七百五十,0
13759,百九十五,0
13760,十四三百八,1
13761,十七三百,1
13762,四十十三,1
13763,百六五十八,1
13764,八十二百五,1
13765,六百八九百,1
13766,百六十五,0
13767,三十五十三,1
13768,千二百七十,1
13769,百十九二,1
13770,四二十五,1
13771,五百一,0
13772,八百九十二,0
13773,四十一十七,1
13774,八百四,0
13775,六百十九十,1
13776,三十三百二,1
13777,四百十六,0
13778,二百八十五,0
13779,二百四十七,0
13780,三百六百九,1
13781,四百八十四,1
13782,千二百十一,1
13783,六百五十六,0
13784,六百五十一,0
13785,六百二十三,1
13786,二十七,0
13787,六百八十六,0
13788,八百十五,0
13789,九百四十六,0
13790,百五十二,0
13791,百三十五,1
13792,百九九十三,1
13793,四百十一,1
13794,五百五十三,1
13795,四百八十,1
13796,九四百七十,1
13797,三百四十八,0
13798,八百六十六,0
13799,三百四二百,1
13800,百五百五十,1
13801,三百二十四,0
13802,二百十,0
13803,二百二十,0
13804,九百七百三,1
13805,九百十七二,1
13806,百十九百四,1
13807,百十五十一,1
13808,三十七十六,1
13809,四百八十八,0
13810,三四百十四,1
13811,七百十七,0
13812,六百七十七,0
13813,五百十六,0
13814,九十八,0
13815,六十六百七,1
13816,二百十二五,1
13817,九百五十八,1
13818,十六七十一,1
13819,三百六十,0
13820,七百四十九,0
13821,四九百三十,1
13822,百三五十四,1
13823,四百七十五,0
13824,二百八十八,0
13825,五百十七,0
13826,八百二三十,1
13827,二,0
13828,百三三百十,1
13829,八十一,1
13830,六百十八九,1
13831,百八十,0
13832,十四四十七,1
13833,六百八十八,0
13834,六百九十八,0
13835,九百六三,1
13836,二十二百八,1
13837,百三五,1
13838,六百一,0
13839,四五百十八,1
13840,百七十六,0
13841,九十,0
13842,五百八,0
13843,五百九十六,0
13844,三二百五,1
13845,九十六六,1
13846,九百四十,0
13847,四百四十二,0
13848,九百二十八,0
13849,七百八十四,0
13850,八百五十五,1
13851,二百五,0
13852,三百十九八,1
13853,百十九,0
13854,四百九十,0
13855,百八十,0
13856,七百九三十,1
13857,十六六百十,1
13858,四百三十九,0
13859,三十一十六,1
13860,百四十一,0
13861,九百八十六,0
13862,十六二百五,1
13863,十二,0
13864,三十三十二,1
13865,二百八十五,0
13866,十三七百四,1
13867,七百八,0
13868,四百四十一,1
13869,五百一百四,1
13870,九百四十,0
13871,百八八百,1
13872,九百四十六,0
13873,四百十三,0
13874,九百二十二,0
13875,六十五,0
13876,二百八十二,1
13877,九百八十六,0
13878,五百六十六,0
13879,三十四七百,1
13880,四百四十三,0
13881,五百九十三,0
13882,三百二四十,1
13883,三十一十三,1
13884,十六四百四,1
13885,七百二十二,0
