,sents,labels
2185,syvogtyve niogtreds,1
2186,tohundrede og syvogtyve,0
2187,sekshundrede og otteogtreds,0
2188,trehundrede og tretten otte,1
2189,seks nihundrede og firs,1
2190,tredive,0
2191,femhundrede og syvogtredive,0
2192,tohundrede og tooghalvfems,0
2193,niogfyrre syv,1
2194,trehundrede og niogtyve,0
2195,tohundrede og fire et,1
2196,ottehundrede og femogtreds,0
2197,firehundrede og femogfirs,0
2198,enogtyve syvhundrede og to,1
2199,femhundrede og niogtyve,0
2200,nihundrede og syvogtyve,0
2201,femogfirs elleve,1
2202,ethundrede syvogfirs,1
2203,ottehundrede og toogtyve ti,1
2204,ettusind tooghalvfjerds,1
2205,tredive treogfyrre,1
2206,tohundrede og seksoghalvfems,0
2207,trehundrede og femoghalvfems,0
2208,ethundrede enoghalvfjerds,1
2209,ethundrede og et seksogfirs,1
2210,sytten sekshundrede og ni,1
2211,niogtyve enoghalvfems,1
2212,trehundrede og atten,0
2213,sekshundrede og seksogfyrre,0
2214,trehundrede og seksogfyrre,0
2215,firehundrede og fem,0
2216,tohundrede og femogfirs,0
2217,fire tohundrede og toogtyve,1
2218,fem ethundrede og fireogtyve,1
2219,enogtredive femogtredive,1
2220,sekshundrede og seksogtredive,0
2221,nihundrede tohundrede og fem,1
2222,tohundrede og seksoghalvtreds,0
2223,tolv tohundrede og atten,1
2224,femhundrede og niogfyrre,0
2225,fireogtyve trehundrede,1
2226,tooghalvtreds syvogfirs,1
2227,ottehundrede og femogtyve,0
2228,tyve femhundrede og atten,1
2229,nihundrede og nioghalvfems,0
2230,ethundrede og atten,0
2231,firs firehundrede og et,1
2232,nihundrede og seksoghalvtreds,0
2233,ethundrede og sytten,0
2234,nitten ottehundrede og tre,1
2235,firehundrede og femogfyrre,0
2236,enogtyve syvhundrede og tyve,1
2237,sekshundrede og otteogtredive,0
2238,tohundrede og fire,0
2239,sekshundrede og fire femten,1
2240,fem ethundrede og tretten,1
2241,nioghalvfjerds syvogfirs,1
2242,ottehundrede og fireogtyve,0
2243,ethundrede og seksogtreds,0
2244,syvogfyrre femogtreds,1
2245,seksogtyve enoghalvtreds,1
2246,seksoghalvtreds enogfyrre,1
2247,firehundrede og treoghalvtreds,0
2248,firehundrede og treogfirs,0
2249,tohundrede og enogfirs fire,1
2250,sekshundrede og otte,0
2251,tohundrede og fyrre sytten,1
2252,firehundrede og treogtreds,0
2253,firehundrede og fireogtreds,0
2254,ethundrede og nioghalvfems,0
2255,ti firehundrede og enogfirs,1
2256,ottehundrede og tredive,0
2257,syvoghalvfjerds treogtreds,1
2258,treogtyve trehundrede og et,1
2259,tretten femoghalvfjerds,1
2260,ni,0
2261,treogfyrre trehundrede og to,1
2262,trehundrede og femten treds,1
2263,sekshundrede og toogfyrre,0
2264,sekshundrede og firs,0
2265,niogfirs nioghalvfems,1
2266,syvhundrede og atten,0
2267,tre,0
2268,fireogtreds fem,1
2269,seksogtreds enoghalvfjerds,1
2270,tohundrede og treds,0
2271,nitten tohundrede og ti,1
2272,trehundrede og femten,0
2273,femhundrede og enogtreds,0
2274,syvhundrede og ni,0
2275,to trehundrede og halvtreds,1
2276,ethundrede og femoghalvfjerds,0
2277,nihundrede og seksogfirs fem,1
2278,syvhundrede og nioghalvtreds,0
2279,firehundrede og tre tredive,1
2280,toogtyve syvhundrede og fire,1
2281,femhundrede og tyve tredive,1
2282,ethundrede og seksogfyrre,0
2283,sekshundrede og treoghalvfems,0
2284,fireogtyve,0
2285,sekshundrede og syvoghalvfems,0
2286,femhundrede og femogfirs,0
2287,ethundrede og otteogfirs,0
2288,sekshundrede og halvtreds,0
2289,firehundrede og femogtredive,0
2290,syvhundrede og firs fire,1
2291,fire ethundrede og halvfems,1
2292,ottehundrede og seks seks,1
2293,ottehundrede og fireogtreds,0
2294,elleve ethundrede og fire,1
2295,nihundrede og ti toogfyrre,1
2296,trehundrede og ti toogtreds,1
2297,sekshundrede og atten,0
2298,fem femhundrede og toogtyve,1
2299,nihundrede og syvoghalvfjerds,0
2300,niogtyve tohundrede og tyve,1
2301,nihundrede og syvogtyve,0
2302,firehundrede og toogfyrre ni,1
2303,elleve trehundrede og atten,1
2304,femhundrede og fyrre,0
2305,tohundrede og syvogfirs,0
2306,fireogtyve otteoghalvtreds,1
2307,trehundrede og ti,0
2308,tyve seksten,1
2309,toogtyve ottehundrede og et,1
2310,trehundrede og otteogfyrre,0
2311,femhundrede og tolv ettusind,1
2312,femogfirs seksten,1
2313,nihundrede og fireoghalvfems,0
2314,ottehundrede og treogtyve,0
2315,femhundrede og ni toogfirs,1
2316,firehundrede og otteoghalvtreds,0
2317,ethundrede og femogfyrre to,1
2318,firehundrede og nitten,0
2319,sekshundrede og syvoghalvfjerds,0
2320,syvogtyve syvogfirs,1
2321,trehundrede og fireogfirs,0
2322,ethundrede og tre,0
2323,nioghalvfems,0
2324,tolv tohundrede og halvfems,1
2325,firehundrede og ni atten,1
2326,tre syvhundrede og niogfirs,1
2327,syvhundrede og syvogtyve,0
2328,firehundrede og syvogfyrre,0
2329,firs niogfyrre,1
2330,syvhundrede og femogtredive,0
2331,ethundrede og toogfirs,0
2332,femhundrede og enoghalvtreds,0
2333,ni nihundrede og tyve,1
2334,otteogfyrre,0
2335,femhundrede og to,0
2336,sytten firehundrede og fyrre,1
2337,ottehundrede og halvfjerds,0
2338,to syvogtyve,1
2339,femhundrede og treogtreds,0
2340,enogfirs,0
2341,sekshundrede og seks,0
2342,fyrre trehundrede og atten,1
2343,niogtreds otteogtreds,1
2344,trehundrede og fjorten fyrre,1
2345,syvogtyve fyrre,1
2346,femhundrede og ni treogtreds,1
2347,sekshundrede og fire to,1
2348,fireogtyve femten,1
2349,fireogtyve femhundrede og to,1
2350,nihundrede og femoghalvfjerds,0
2351,syvhundrede og enoghalvfjerds,0
2352,seksoghalvtreds otteogtreds,1
2353,sekshundrede og otteogfirs,0
2354,sekshundrede og enoghalvfjerds,0
2355,tohundrede og fjorten,0
2356,enogfyrre tooghalvfjerds,1
2357,ottehundrede og femogfyrre,0
2358,tolv ethundrede og fyrre,1
2359,seksten,0
2360,tretten syvogtreds,1
2361,to trehundrede og niogfyrre,1
2362,ethundrede og syvogtreds,0
2363,ti ethundrede og fyrre,1
2364,firehundrede,0
2365,fyrre ottehundrede og seks,1
2366,ethundrede og nioghalvtreds,0
2367,tyve sekshundrede og tredive,1
2368,syvogfirs,0
2369,seksten otteogtreds,1
2370,nitten tohundrede og tretten,1
2371,ethundrede og tre firs,1
2372,tohundrede niogfirs,1
2373,syvhundrede og ti,0
2374,enogtyve syvhundrede og tre,1
2375,nihundrede og ni seksogtreds,1
2376,firehundrede og to,0
2377,sytten femhundrede og to,1
2378,ottehundrede og enoghalvfems,0
2379,nihundrede og femogfyrre,0
2380,trehundrede og toogfyrre,0
2381,ottehundrede og nioghalvfjerds,0
2382,ottehundrede og to,0
2383,nihundrede og halvtreds,0
2384,nihundrede og toogfirs,0
2385,ottehundrede og toogtyve syv,1
2386,syvoghalvtreds treoghalvfems,1
2387,nihundrede og seksoghalvfems,0
2388,firehundrede og atten,0
2389,syvhundrede og fireogtredive,0
2390,sekshundrede og syvogfyrre,0
2391,syv,0
2392,ethundrede og fireogtreds,0
2393,ethundrede og enoghalvfems,0
2394,fem syvhundrede og seksten,1
2395,halvtreds syvhundrede og ti,1
2396,firehundrede og ti syvogfirs,1
2397,firehundrede og femogtreds,0
2398,ottehundrede og fyrre tyve,1
2399,ni ethundrede og femogfyrre,1
2400,trehundrede og seks fjorten,1
2401,otteogfirs,0
2402,sekshundrede og fem toogtyve,1
2403,firehundrede og tooghalvfems,0
2404,otteoghalvtreds femogtredive,1
2405,niogfirs femogfirs,1
2406,tyve femhundrede og toogfirs,1
2407,ethundrede og enogfyrre,0
2408,toogtredive niogfirs,1
2409,treogtredive otteogtreds,1
2410,syvogtredive femten,1
2411,ethundrede og otte fem,1
2412,tolv toogtreds,1
2413,fireogfirs tolv,1
2414,femten treogfyrre,1
2415,tohundrede og et,0
2416,toogtreds ethundrede,1
2417,syvhundrede og halvfems,0
2418,ottehundrede og niogtredive,0
2419,trehundrede og niogtreds,0
2420,nihundrede og fyrre fem,1
2421,femhundrede og seksoghalvfjerds,0
2422,trehundrede og otteogfirs,0
2423,syvhundrede og otteoghalvtreds,0
2424,firehundrede og treoghalvfems,0
2425,tohundrede og fireogfirs ti,1
2426,nihundrede og tolv fem,1
2427,firs to,1
2428,sekshundrede og niogtyve,0
2429,syvhundrede og femogfirs,0
2430,syvhundrede og firs,0
2431,firehundrede og tyve nitten,1
2432,femogtyve niogfirs,1
2433,fyrre fire,1
2434,syv syvhundrede og syvogtyve,1
2435,ethundrede og halvfjerds,0
2436,fem seksoghalvfjerds,1
2437,syvogtredive fireogfirs,1
2438,tohundrede og treogfirs ti,1
2439,femhundrede og syv fire,1
2440,ethundrede og niogtyve ti,1
2441,nitten sekshundrede og tyve,1
2442,femhundrede og to,0
2443,fyrre ottehundrede,1
2444,otteogfirs otteoghalvfjerds,1
2445,ottehundrede og tolv,0
2446,otteoghalvfems treoghalvfems,1
2447,seks tohundrede og syvogtyve,1
2448,ethundrede og et fireogtreds,1
2449,niogtreds ethundrede og tre,1
2450,femhundrede og to enogfyrre,1
2451,nihundrede syvhundrede og to,1
2452,sekshundrede og tredive,0
2453,syvhundrede og halvfjerds,0
2454,syvogtyve trehundrede og ti,1
2455,syvogtyve tyve,1
2456,sekshundrede og toogtredive,0
2457,seksogtreds treogtredive,1
2458,ottehundrede og treogfirs,0
2459,seks otteogtredive,1
2460,ottehundrede og otteogtreds,0
2461,treogtreds femogfirs,1
2462,sekshundrede og syv,0
2463,seksoghalvtreds nitten,1
2464,syvhundrede og femogfirs tre,1
2465,ottehundrede og seksogfyrre,0
2466,trehundrede og enoghalvtreds,0
2467,ti tohundrede og syvogfirs,1
2468,tolv tohundrede og tredive,1
2469,niogtyve,0
2470,nihundrede og ti fire,1
2471,tohundrede og enogtyve,0
2472,syvhundrede og tooghalvtreds,0
2473,fjorten trehundrede og et,1
2474,tohundrede og niogtyve,0
2475,ethundrede og treds,0
2476,enogtreds otteoghalvfjerds,1
2477,trehundrede og femogtyve,0
2478,enogtyve nihundrede og tyve,1
2479,enogtyve otteogfyrre,1
2480,ottehundrede og fireogtyve,0
2481,ethundrede og seksogtredive,0
2482,sekshundrede og treoghalvtreds,0
2483,tolv firs,1
2484,seksoghalvtreds,0
2485,tohundrede seksoghalvfems,1
2486,trehundrede og treoghalvfjerds,0
2487,ottehundrede og syv seksten,1
2488,ottehundrede og otteogtyve,0
2489,sekshundrede og tyve syv,1
2490,femogtredive enogtredive,1
2491,femten tyve,1
2492,trehundrede og nioghalvtreds,0
2493,femhundrede og treoghalvfjerds,0
2494,syvhundrede og tre seksten,1
2495,fireoghalvfems ottehundrede,1
2496,tre femhundrede og toogfirs,1
2497,syvogtyve nioghalvfems,1
2498,firehundrede og fireogtredive,0
2499,ottehundrede og fire treds,1
2500,tohundrede og femten,0
2501,syvoghalvfjerds,0
2502,firehundrede og treogtyve,0
2503,ethundrede og treogfirs et,1
2504,ottehundrede og otteoghalvfems,0
2505,niogfyrre ethundrede og seks,1
2506,syvhundrede og nitten,0
2507,syvhundrede og tretten tre,1
2508,tohundrede og femogtreds tre,1
2509,firehundrede og fireogfyrre,0
2510,syvogtreds toogtyve,1
2511,syvhundrede tredive,1
2512,enoghalvtreds et,1
2513,firehundrede og treoghalvtreds,0
2514,firehundrede og ti,0
2515,ottehundrede og seksoghalvfems,0
2516,nihundrede og syvoghalvfems,0
2517,tohundrede og toogtreds,0
2518,ni syvhundrede og et,1
2519,enogfirs trehundrede og et,1
2520,tohundrede og nitten tretten,1
2521,nihundrede og syvoghalvtreds,0
2522,femhundrede og et niogfyrre,1
2523,ethundrede og firs niogtreds,1
2524,nihundrede og treoghalvfems,0
2525,otte nihundrede og treds,1
2526,fire treoghalvfjerds,1
2527,ethundrede og et tre,1
2528,femten firehundrede og et,1
2529,femhundrede og treogtyve,0
2530,firehundrede og nitten,0
2531,otteoghalvfems,0
2532,niogtyve femhundrede og tre,1
2533,tohundrede og fireogfyrre,0
2534,ottehundrede og seksogtredive,0
2535,nihundrede og seksoghalvfems,0
2536,ethundrede og femten,0
2537,trehundrede og treoghalvtreds,0
2538,ottehundrede og tre,0
2539,tohundrede og enogtyve syv,1
2540,nitten enogtredive,1
2541,firehundrede og syvoghalvfjerds,0
2542,nihundrede og femogfyrre,0
2543,tohundrede og treoghalvfjerds,0
2544,sekshundrede og treoghalvfjerds,0
2545,halvtreds,0
2546,toogtreds fireoghalvfjerds,1
2547,enogtreds tohundrede og otte,1
2548,halvfjerds ettusind,1
2549,seksoghalvfems,0
2550,syvhundrede og enogfyrre tre,1
2551,fem otteogtredive,1
2552,tohundrede og syv,0
2553,syv nihundrede og fireogfirs,1
2554,ettusind nihundrede og tre,1
2555,firehundrede og toogtredive,0
2556,femhundrede og tretten,0
2557,elleve ethundrede og syv,1
2558,tolv femhundrede og tredive,1
2559,ottehundrede og otteoghalvfjerds,0
2560,ottehundrede og otte,0
2561,sekshundrede og syvogtreds,0
2562,treoghalvfjerds femten,1
2563,firehundrede og et atten,1
2564,femogtreds femten,1
2565,ethundrede og seksogtredive,0
2566,seks syvhundrede og seksten,1
2567,tretten seksoghalvfjerds,1
2568,tohundrede og treoghalvfems,0
2569,tohundrede og ni fireogfyrre,1
2570,enoghalvfjerds,0
2571,firehundrede og seksogtyve,0
2572,enogtreds seksogtreds,1
2573,tohundrede og otteoghalvfems,0
2574,femhundrede og femogtreds,0
2575,ottehundrede og enoghalvfjerds,0
2576,sekshundrede og syv enogtyve,1
2577,ti otteoghalvfjerds,1
2578,nihundrede og tolv fem,1
2579,ethundrede og femoghalvfjerds,0
2580,firehundrede og ti toogtreds,1
2581,femhundrede og ni to,1
2582,tohundrede og halvfems,0
2583,nihundrede femogfirs,1
2584,tyve femhundrede og firs,1
2585,firehundrede og niogtreds,0
2586,firehundrede og otteogtreds,0
2587,trehundrede og tolv ettusind,1
2588,femhundrede og ti halvtreds,1
2589,trehundrede og fyrre treds,1
2590,ethundrede og tooghalvtreds,0
2591,to femhundrede og elleve,1
2592,tohundrede og treogfirs,0
2593,ethundrede og sytten femten,1
2594,enogtreds otteoghalvtreds,1
2595,firehundrede og elleve,0
2596,nihundrede og treds,0
2597,femhundrede og tooghalvfjerds,0
2598,syvoghalvfems femoghalvfems,1
2599,tohundrede og treogtyve,0
2600,ottehundrede og femogtreds,0
2601,ottehundrede tooghalvfems,1
2602,ethundrede og fire,0
2603,femhundrede og halvfems,0
2604,femhundrede og enoghalvfjerds,0
2605,halvfems tyve,1
2606,otteoghalvfems,0
2607,firehundrede og seksoghalvfems,0
2608,sekshundrede og otteogtyve,0
2609,syvhundrede og tooghalvfjerds,0
2610,ethundrede og tre seks,1
2611,nihundrede og nitten,0
2612,sekshundrede og tooghalvfjerds,0
2613,tredive syvhundrede,1
2614,femhundrede,0
2615,trehundrede fem,1
2616,ethundrede og treogtreds,0
2617,otte nitten,1
2618,sekshundrede og seksten,0
2619,syvogtreds,0
2620,trehundrede og syvogtreds,0
2621,tohundrede og femogtredive,0
2622,sekshundrede og seksoghalvfems,0
2623,syvhundrede tolv,1
2624,firehundrede og otte fjorten,1
2625,firehundrede og halvfjerds,0
2626,syvhundrede og treogtyve,0
2627,sekshundrede og toogfyrre,0
2628,trehundrede og enogfyrre,0
2629,femhundrede og otteogfirs,0
2630,firehundrede og seksogtreds,0
2631,tohundrede og tyve tretten,1
2632,femogfirs ethundrede og seks,1
2633,otteogtreds tretten,1
2634,fire sekshundrede og tolv,1
2635,femhundrede og femoghalvfjerds,0
2636,syvhundrede og toogfyrre,0
2637,nihundrede og niogtyve atten,1
2638,syvoghalvfems niogfyrre,1
2639,syvhundrede otteoghalvfems,1
2640,fem ethundrede og enogtreds,1
2641,trehundrede og syvogtyve,0
2642,tre nihundrede og enogtyve,1
2643,ethundrede og tretten,0
2644,ottehundrede og enogtredive,0
2645,syvhundrede og treds tyve,1
2646,ottehundrede og femoghalvfjerds,0
2647,trehundrede og et femogfyrre,1
2648,ethundrede og syvogtreds,0
2649,ottehundrede og fireogtyve,0
2650,tohundrede og otteogtredive,0
2651,tohundrede og femoghalvfjerds,0
2652,ottehundrede og syvoghalvtreds,0
2653,seksoghalvtreds,0
2654,femhundrede og ti,0
2655,ethundrede og fireoghalvtreds,0
2656,firehundrede og seksten,0
2657,tolv syvhundrede og atten,1
2658,ottehundrede og et toogtreds,1
2659,tohundrede og treds,0
2660,otte femogfyrre,1
2661,nihundrede og to niogfirs,1
2662,enogtreds niogtreds,1
2663,tohundrede og syv,0
2664,syvhundrede og seksogfirs,0
2665,treds fireoghalvtreds,1
2666,otteogtredive syvogtyve,1
2667,syvhundrede og fireogfirs,0
2668,otteogtredive seksogtredive,1
2669,femhundrede og et toogtyve,1
2670,tohundrede og enogtreds ni,1
2671,ethundrede og enogtreds fire,1
2672,fireogfirs halvfems,1
2673,nihundrede og femogtreds,0
2674,nihundrede og et ettusind,1
2675,firehundrede og fireogfirs,0
2676,sytten fireogtyve,1
2677,ottehundrede og toogfirs,0
2678,treogtreds,0
2679,firehundrede og treogfyrre,0
2680,ni trehundrede og otte,1
2681,elleve sekshundrede og seks,1
2682,trehundrede og fireogtredive,0
2683,otteogtreds tre,1
2684,ethundrede og ti femogfyrre,1
2685,tohundrede og niogfyrre,0
2686,trehundrede og fem seksten,1
2687,niogfyrre,0
2688,ni ottehundrede og seksten,1
2689,femogtreds nihundrede og ti,1
2690,otte nihundrede og treogtyve,1
2691,ottehundrede og sytten,0
2692,sekshundrede og fireogtyve,0
2693,fyrre trehundrede og tretten,1
2694,sekshundrede og femten,0
2695,femhundrede og tyve,0
2696,femhundrede og ti halvfems,1
2697,fireogtreds treoghalvfjerds,1
2698,sekshundrede syvoghalvfjerds,1
2699,toogfirs syvhundrede og syv,1
2700,sekshundrede og fireogfyrre,0
2701,femhundrede og ti halvtreds,1
2702,sytten femogfyrre,1
2703,ethundrede og toogfyrre,0
2704,ethundrede og et femogtreds,1
2705,firehundrede og toogfyrre,0
2706,enogtredive fireoghalvfems,1
2707,firehundrede og nitten,0
2708,tohundrede og elleve,0
2709,nihundrede og otte treogfirs,1
2710,femhundrede og fjorten tyve,1
2711,ottehundrede og seksogtredive,0
2712,firehundrede og seks nitten,1
2713,ethundrede og et enogtreds,1
2714,ettusind seks,1
2715,syvhundrede og halvtreds,0
2716,fyrre femhundrede og tolv,1
2717,treds,0
2718,femhundrede og niogtreds,0
2719,ethundrede og enogfirs ti,1
2720,enogtreds nihundrede og ti,1
2721,firehundrede og otteogtyve,0
2722,nitten ethundrede og tredive,1
2723,to,0
2724,fire trehundrede og fyrre,1
2725,ti trehundrede og ni,1
2726,ethundrede og niogfirs et,1
2727,trehundrede og femoghalvfems,0
2728,sytten syvhundrede og fyrre,1
2729,ethundrede og seks et,1
2730,trehundrede og otteogtyve,0
2731,syvhundrede og seks toogfirs,1
2732,syvhundrede og seksoghalvfems,0
2733,ethundrede og fireoghalvtreds,0
2734,femhundrede og fireogtreds,0
2735,firehundrede og femogfirs,0
2736,syvogfirs otteogfyrre,1
2737,femten treogfirs,1
2738,tredive trehundrede og firs,1
2739,seks tohundrede og syv,1
2740,trehundrede og treoghalvfjerds,0
2741,firehundrede og to enogtreds,1
2742,sekshundrede og enoghalvtreds,0
2743,ethundrede og niogfyrre firs,1
2744,nihundrede og seksogtredive,0
2745,syvhundrede og tolv,0
2746,tohundrede og fireogfyrre,0
2747,nihundrede og syvogfyrre ti,1
2748,trehundrede og toogtreds,0
2749,fjorten,0
2750,treogtreds femhundrede og ti,1
2751,ottehundrede og enogtredive,0
2752,sekshundrede og femoghalvfems,0
2753,ottehundrede og fireoghalvfems,0
2754,nihundrede og fire enogtreds,1
2755,trehundrede og femogfyrre,0
2756,ottehundrede og treds,0
2757,syvhundrede og otteogtyve,0
2758,tohundrede og tretten tolv,1
2759,sekshundrede og elleve,0
2760,tohundrede og enogtyve,0
2761,trehundrede og fireoghalvfjerds,0
2762,ottehundrede og treogtreds,0
2763,syvhundrede og syvogfyrre,0
2764,ethundrede og tyve syv,1
2765,treoghalvfjerds femogfyrre,1
2766,firehundrede og seksoghalvfems,0
2767,sekshundrede og toogfyrre,0
2768,ethundrede og niogtyve et,1
2769,seksogtredive tredive,1
2770,treds tohundrede og femten,1
2771,firehundrede og nioghalvtreds,0
2772,trehundrede og to seks,1
2773,ethundrede og seksoghalvfems,0
2774,femhundrede og tolv fyrre,1
2775,syvhundrede og enogfyrre fem,1
2776,ni sekshundrede og fire,1
2777,ottehundrede og fjorten seks,1
2778,ettusind ethundrede og fem,1
2779,otteogtreds tooghalvtreds,1
2780,trehundrede og toogfirs,0
2781,femhundrede og fireogtredive,0
2782,femhundrede og treoghalvtreds,0
2783,firehundrede og treogfirs,0
2784,fire femhundrede og seks,1
2785,nihundrede og elleve seksten,1
2786,ottehundrede og et firs,1
2787,enogtyve syvhundrede og tyve,1
2788,tohundrede og niogtyve,0
2789,ottehundrede og fireogtredive,0
2790,firehundrede og syvogtredive,0
2791,treoghalvfems tolv,1
2792,syvhundrede og seksten,0
2793,syvhundrede og fireoghalvfjerds,0
2794,femhundrede og enogtyve firs,1
2795,fireoghalvfems elleve,1
2796,tohundrede og seksoghalvfjerds,0
2797,femten nihundrede og seks,1
2798,syvhundrede syvoghalvtreds,1
2799,seksogtreds femoghalvtreds,1
2800,ti tohundrede og halvfjerds,1
2801,syvhundrede og nitten,0
2802,niogtredive,0
2803,trehundrede og fjorten tre,1
2804,sekshundrede og treds,0
2805,syvhundrede og seksoghalvfjerds,0
2806,syvhundrede og otteogtredive,0
2807,firehundrede og otteoghalvfems,0
2808,nihundrede og tredive,0
2809,trehundrede og fireogtreds,0
2810,ti ethundrede og fireogfyrre,1
2811,femoghalvfems otte,1
2812,tre ethundrede og tyve,1
2813,trehundrede og tolv otte,1
2814,treds syvhundrede og treds,1
2815,nihundrede og elleve femten,1
2816,femhundrede og niogfyrre,0
2817,ethundrede og nioghalvfems,0
2818,syvhundrede og femogtreds,0
2819,seksoghalvfems,0
2820,sekshundrede og otteoghalvfjerds,0
2821,firehundrede og fireogtyve,0
2822,seks tohundrede og niogtreds,1
2823,nihundrede og otteoghalvfjerds,0
2824,toogtyve femhundrede og fire,1
2825,firehundrede og syvoghalvtreds,0
2826,ottehundrede og fireogtyve,0
2827,femhundrede og niogtyve,0
2828,syvhundrede og femogtreds,0
2829,ottehundrede og tretten,0
2830,femhundrede og enoghalvfems,0
2831,toogtyve otteogfirs,1
2832,fireogtyve,0
2833,femhundrede og ti halvfems,1
2834,treds syvhundrede og et,1
2835,syv otteoghalvfems,1
2836,ethundrede og tre,0
2837,trehundrede og ti fjorten,1
2838,syvhundrede og femogtreds,0
2839,syvogtredive,0
2840,ethundrede og femogfirs,0
2841,nitten femhundrede og sytten,1
2842,trehundrede og enogtyve fire,1
2843,fjorten seksogtyve,1
2844,femhundrede og otteogtreds,0
2845,ottehundrede og otte,0
2846,nihundrede og syvogfirs,0
2847,nihundrede og toogfirs,0
2848,firehundrede og treogtredive,0
2849,femogtredive seksoghalvtreds,1
2850,otteogtredive,0
2851,trehundrede,0
2852,nihundrede og femogtyve,0
2853,fireogfyrre femogtreds,1
2854,trehundrede og syvogtyve et,1
2855,syvhundrede og seks,0
2856,femhundrede og fem niogtyve,1
2857,ethundrede og otteogtredive,0
2858,syvhundrede og ti tredive,1
2859,tooghalvfjerds femogtreds,1
2860,ethundrede og tooghalvfjerds,0
2861,firehundrede og syvogfirs,0
2862,sekshundrede og niogtyve,0
2863,firehundrede og fireogtyve,0
2864,femhundrede og fem,0
2865,firehundrede og fjorten,0
2866,fireogfyrre enogtyve,1
2867,nihundrede og to,0
2868,trehundrede og niogfirs tyve,1
2869,nihundrede og fireogfyrre ni,1
2870,enogfyrre nihundrede og tolv,1
2871,firehundrede og et niogtyve,1
2872,ti nihundrede og elleve,1
2873,treogtredive,0
2874,nihundrede og seks,0
2875,fyrre syvogfirs,1
2876,treds ethundrede og seksten,1
2877,ottehundrede og tretten,0
2878,sekshundrede og halvfems,0
2879,femogtreds syvhundrede,1
2880,femhundrede og tyve tolv,1
2881,ethundrede og halvfems,0
2882,femhundrede og syv tyve,1
2883,femhundrede og tyve,0
2884,trehundrede syvogtredive,1
2885,treogtyve syvoghalvfems,1
2886,trehundrede og femogtyve,0
2887,tredive syvhundrede og atten,1
2888,firehundrede og fjorten,0
2889,syvhundrede og otteogtyve,0
2890,trehundrede og tre sytten,1
2891,tohundrede og halvfems,0
2892,ethundrede,0
2893,tolv femhundrede og fyrre,1
2894,ottehundrede og treogtreds,0
2895,trehundrede og syv,0
2896,tooghalvtreds treogtyve,1
2897,firehundrede og treogtredive,0
2898,tooghalvfems ettusind,1
2899,firehundrede og otteoghalvfjerds,0
2900,tohundrede og syvoghalvfems,0
2901,treds syvhundrede og tyve,1
2902,ni sekshundrede og enogfirs,1
2903,atten syvhundrede og femten,1
2904,ottehundrede og tolv,0
2905,trehundrede og femten femten,1
2906,enogtreds femhundrede og ti,1
2907,syvhundrede enogtredive,1
2908,to ottehundrede og nitten,1
2909,firehundrede og otteoghalvfjerds,0
2910,nihundrede og tredive,0
2911,treogtyve trehundrede,1
2912,fireogfyrre tohundrede,1
2913,fireogtredive tooghalvtreds,1
2914,fireogfirs,0
2915,femten femhundrede og elleve,1
2916,sytten tohundrede og ti,1
2917,niogtyve fireogtredive,1
2918,treoghalvfjerds enogtreds,1
2919,trehundrede syvogtreds,1
2920,sekshundrede og treoghalvtreds,0
2921,sekshundrede og tyve seks,1
2922,ethundrede og syvogtreds,0
2923,trehundrede og niogfirs,0
2924,tohundrede og tre,0
2925,femogtyve seksogtyve,1
2926,tohundrede og et otteogfirs,1
2927,to ethundrede og atten,1
2928,tolv syvhundrede og fjorten,1
2929,otteogfirs nihundrede og ti,1
2930,otteoghalvfems,0
2931,ethundrede og enoghalvfjerds,0
2932,nihundrede og ti,0
2933,fjorten ethundrede og treds,1
2934,nihundrede og treogfirs,0
2935,femhundrede og fire atten,1
2936,trehundrede og tre,0
2937,ottehundrede og otteogtreds,0
2938,ethundrede og treogfirs,0
2939,syvhundrede og seks elleve,1
2940,femhundrede og treogtyve to,1
2941,tretten tretten,1
2942,otteoghalvfjerds femten,1
2943,sekshundrede og seksogtyve,0
2944,trehundrede og niogtyve et,1
2945,tohundrede og treoghalvfjerds,0
2946,niogtyve otteogtredive,1
2947,syvhundrede og femogfirs,0
2948,syvoghalvfems,0
2949,ni sekshundrede og treds,1
2950,femhundrede og seksogtredive,0
2951,ethundrede og niogtreds tre,1
2952,fem ethundrede og fire,1
2953,nitten femhundrede og treds,1
2954,tohundrede og tre,0
2955,seksogtredive treogtredive,1
2956,femhundrede og tretten treds,1
2957,sytten ottehundrede og tyve,1
2958,tohundrede og to syv,1
2959,nihundrede og femogfyrre,0
2960,ottehundrede og treogfyrre,0
2961,seksoghalvfjerds seksogfyrre,1
2962,femhundrede og seksoghalvfjerds,0
2963,ottehundrede og seksogtreds,0
2964,firehundrede og ti niogfirs,1
2965,otteogfirs fireoghalvfems,1
2966,femhundrede og tretten fire,1
2967,tohundrede trehundrede og et,1
2968,fireoghalvfems ettusind,1
2969,femhundrede og fire,0
2970,ethundrede og toogtyve ni,1
2971,seks seksoghalvtreds,1
2972,femhundrede og femogtyve,0
2973,ottehundrede og tolv,0
2974,seksogfirs femoghalvfjerds,1
2975,sekshundrede og toogtyve,0
2976,femhundrede og tooghalvtreds,0
2977,seks femhundrede og sytten,1
2978,ethundrede og femogtyve,0
2979,femten ethundrede og seks,1
2980,ottehundrede og treoghalvfjerds,0
