,sents,labels
8110,dix huit cent vingt sept,1
8111,seize,0
8112,neuf cent sept deux cents,1
8113,deux cent dix,0
8114,neuf cent dix huit,0
8115,trois cent soixante quatre,0
8116,neuf cent quarante trois,0
8117,neuf cent soixante,0
8118,cent dix sept cent un,1
8119,quatre cent neuf cent dix,1
8120,deux cent sept cent sept,1
8121,trois cent dix neuf neuf,1
8122,seize six cent dix huit,1
8123,quatorze six cent quinze,1
8124,mille cent soixante trois,1
8125,neuf cent quarante et un,0
8126,cinquante six cent trois,1
8127,cent vingt sept,0
8128,quatre cent deux,0
8129,neuf cent quatorze,0
8130,cent deux trois cent cinq,1
8131,cent cinquante,0
8132,trois soixante treize,1
8133,neuf cent soixante dix,0
8134,quatre cent six,0
8135,sept cent quatre vingt dix neuf,0
8136,huit cent neuf vingt cinq,1
8137,soixante treize,0
8138,neuf cent soixante quatre,0
8139,cent cinq cent un,1
8140,douze six cent vingt,1
8141,cinq cent quatre quatre,1
8142,trois cent quatre vingt quatre,0
8143,sept neuf cent quatorze,1
8144,six cent soixante seize,0
8145,quatre vingt cinq,0
8146,trois cent trente,0
8147,cinq cent cinquante huit,0
8148,cent quatre vingt dix,0
8149,deux cent quatre vingt onze,0
8150,soixante dix neuf six,1
8151,cent quatre treize,1
8152,cent soixante quatorze,0
8153,cinq cents sept cent six,1
8154,neuf six cent vingt et un,1
8155,onze deux cent six,1
8156,quarante quatre trente,1
8157,trente soixante deux,1
8158,cent quatre vingt cinq,0
8159,neuf cent sept six,1
8160,cinq vingt sept,1
8161,neuf cent deux cent cinq,1
8162,huit cent quatre vingt seize,0
8163,quatre cent soixante douze,0
8164,cinq cent quatre vingt deux,0
8165,trois cent soixante sept,0
8166,cinq six cent trente huit,1
8167,trente et un,0
8168,huit cent quarante neuf,0
8169,huit cent quatre vingt dix huit,0
8170,cent vingt sept quatorze,1
8171,neuf cent soixante et onze,0
8172,quarante cinq cent cinq,1
8173,sept cent onze,0
8174,six cent trente trois,0
8175,six cent quatre vingt dix neuf,0
8176,sept cent vingt cent cinq,1
8177,soixante trois huit,1
8178,quatre cent trente trois,0
8179,sept trente quatre,1
8180,cent vingt six cent dix,1
8181,sept cent neuf cinq cents,1
8182,huit cent quatre vingt dix huit,0
8183,trois cent quinze,0
8184,six cent soixante trois,0
8185,sept cent trente six,0
8186,huit cent quatre vingt quatorze,0
8187,six cent quatre vingt sept,0
8188,sept cent trente huit,0
8189,seize six cent quatorze,1
8190,six cent onze cent deux,1
8191,huit cent sept cent onze,1
8192,sept cent soixante,0
8193,trente sept,0
8194,neuf cent trente six,0
8195,quarante,0
8196,huit cent onze,0
8197,cent quatre vingt seize,0
8198,trente deux six cent huit,1
8199,huit cent quatre vingt cinq,0
8200,huit cent quatre vingt quatorze,0
8201,dix neuf trois cent sept,1
8202,cent huit sept cent huit,1
8203,cent trente quarante neuf,1
8204,sept cent neuf cent,1
8205,deux cent treize,0
8206,deux cent trente,1
8207,cinq cent six quatre,1
8208,huit cent quatre vingt six,0
8209,sept cent soixante et un,1
8210,dix trois cent quinze,1
8211,quatre cent quarante et un,0
8212,huit cent onze neuf,1
8213,six cent vingt six,0
8214,quatre cent vingt sept,0
8215,quatre huit cent quatorze,1
8216,trois cent sept,0
8217,sept cent quatre vingt cinq,0
8218,neuf cent quarante neuf,0
8219,deux cent quarante huit,0
8220,cinq cent six,0
8221,cent treize trente deux,1
8222,trente six cents,1
8223,treize cinquante trois,1
8224,seize cent vingt deux,1
8225,cent cinquante,0
8226,vingt cinq neuf cent deux,1
8227,neuf cent cinquante neuf,0
8228,trente trois,0
8229,quatre vingt quatre onze,1
8230,huit cent vingt six,0
8231,huit cent soixante et onze,0
8232,soixante et un trente six,1
8233,deux cent trente quatre,0
8234,vingt cent dix sept,1
8235,huit cent trente cinq,0
8236,sept cent un cent deux,1
8237,cent cinquante deux vingt,1
8238,quatre cent cinquante cinq,0
8239,cent soixante six,0
8240,six cents neuf cent neuf,1
8241,huit cent quatorze deux,1
8242,trois huit cent six,1
8243,six cent trente neuf,0
8244,cinq cent vingt deux cent,1
8245,sept cinquante et un,1
8246,deux cents six cent vingt,1
8247,cent sept quatre cent un,1
8248,quatre cent quatre vingt douze,0
8249,cinq cent cinquante cinq,0
8250,deux cent quarante quatre,0
8251,cent six cent quarante,1
8252,quinze,0
8253,dix quatre cent onze,1
8254,soixante quatorze treize,1
8255,quatre,0
8256,neuf cent soixante douze,0
8257,mille cinq cent vingt,1
8258,mille deux cent quinze,1
8259,deux cent dix sept,0
8260,trente six cinq cent dix,1
8261,sept cent trente trois,0
8262,cent quarante neuf,0
8263,cinquante six cent trois,1
8264,quatre cent quarante quatre,0
8265,huit cent sept six cents,1
8266,huit cent soixante dix neuf,0
8267,cent deux cent quarante,1
8268,cent quatorze,0
8269,cent soixante dix,0
8270,quatre vingt sept,0
8271,sept cent neuf cent sept,1
8272,six cent trente six deux,1
8273,six cent quatre vingt seize,0
8274,cent vingt deux,0
8275,quatre cent sept,0
8276,quinze cinq cent treize,1
8277,six cent cinquante six,0
8278,vingt neuf mille,1
8279,cent onze dix neuf,1
8280,quatre cent quatre vingt quinze,0
8281,deux cent six trente,1
8282,cent onze vingt six,1
8283,sept cent un trente et un,1
8284,soixante deux cent treize,1
8285,quatorze sept cent treize,1
8286,trois cent cinquante,0
8287,deux cent quarante cinq,0
8288,cent deux sept cent six,1
8289,trois quatre vingt cinq,1
8290,cinq cinq cent vingt huit,1
8291,neuf cent sept quinze,1
8292,vingt cinq sept cent neuf,1
8293,neuf deux cent huit,1
8294,trois cent deux onze,1
8295,trois cents cent trois,1
8296,neuf cent vingt six trois,1
8297,quatre cent vingt deux,0
8298,treize deux cent dix sept,1
8299,cent quarante cent six,1
8300,six cent quatre vingt quatre,0
8301,cinq cent vingt sept sept,1
8302,cent huit neuf cent vingt,1
8303,huit cent onze soixante,1
8304,cent quinze quatorze,1
8305,soixante vingt,1
8306,neuf cent quatre vingt huit,0
8307,trois cent quatre vingt deux,0
8308,soixante et onze dix neuf,1
8309,trente cinq soixante sept,1
8310,sept neuf cent quatorze,1
8311,cinq cent trente sept,0
8312,huit deux cent sept,1
8313,huit cent trente deux,0
8314,deux cents sept cent deux,1
8315,cinq cent cinquante sept,0
8316,trois cent cinquante quatre,0
8317,trente deux cent douze,1
8318,deux trois cent soixante,1
8319,dix neuf trois cent douze,1
8320,huit cent soixante deux,0
8321,cinq cent onze,0
8322,neuf cent vingt et un,0
8323,quarante huit cent sept,1
8324,cinquante cinq,0
8325,quatre cent soixante cinq,0
8326,sept neuf cent quatre,1
8327,six cent soixante dix neuf,0
8328,six cent cinquante et un,0
8329,six cents trente,1
8330,trente et un cent douze,1
8331,dix sept cent trente huit,1
8332,sept cent vingt cent deux,1
8333,cinq quatre vingt neuf,1
8334,huit cent quarante huit,0
8335,onze six cent douze,1
8336,deux cent soixante dix neuf,0
8337,seize sept cent trois,1
8338,sept cent vingt dix huit,1
8339,huit cent sept cent vingt,1
8340,sept cent quarante quatre,0
8341,vingt quatre vingt onze,1
8342,trois cent cinquante,0
8343,cent vingt sept dix huit,1
8344,neuf cent seize,0
8345,cinq cent cinquante sept,0
8346,deux cent soixante dix,0
8347,quatre cent seize,0
8348,quatre dix huit,1
8349,deux cent cinquante huit,0
8350,mille,0
8351,sept cent quatre vingt dix sept,0
8352,cent dix sept vingt six,1
8353,trente cinq vingt neuf,1
8354,vingt quatre,0
8355,trois cent trente huit,0
8356,cent soixante six vingt,1
8357,soixante et onze,0
8358,huit quatre vingts,1
8359,dix huit seize,1
8360,cent neuf deux cent dix,1
8361,quatre vingt sept,0
8362,quatre cinq cent dix,1
8363,deux cent soixante quatre,0
8364,huit deux cent vingt huit,1
8365,six cents cinq cent cinq,1
8366,cent cinquante neuf cent,1
8367,cent un cent dix,1
8368,vingt six huit cent neuf,1
8369,mille quatre cent dix,1
8370,cinq cent quatre dix neuf,1
8371,huit cent quatre vingt quinze,0
8372,cent onze trois cent un,1
8373,quatre cent seize,0
8374,sept cent soixante treize,0
8375,trois cent quinze,0
8376,neuf cent dix six,1
8377,huit cent vingt neuf cent,1
8378,cent treize cent trois,1
8379,six cent soixante dix sept,0
8380,neuf quatre vingt treize,1
8381,cinq cent vingt cinq,0
8382,deux cent trente huit,0
8383,cinq cent cinquante cinq,0
8384,huit cent treize treize,1
8385,trois cent vingt neuf,0
8386,cent vingt deux cent cinq,1
8387,huit cent quatre vingt onze,0
8388,vingt neuf cent quarante,1
8389,sept cent quarante et un,0
8390,treize cinq cent dix,1
8391,cinq cent vingt cinq,0
8392,deux cent dix cent onze,1
8393,quarante deux,1
8394,huit cent quatre vingt onze,0
8395,cent quarante sept trois,1
8396,cent vingt et un treize,1
8397,cent dix trois cent huit,1
8398,six cent vingt neuf,0
8399,cinq cent soixante quatre,0
8400,trois cent cinquante six,0
8401,six cent quatre vingt quatorze,0
8402,sept cent quarante et un,0
8403,quatre cent seize cinq,1
8404,trente huit cent dix sept,1
8405,neuf cent soixante sept,1
8406,cinq cent sept sept,1
8407,huit cent soixante dix sept,0
8408,huit cent quarante sept,0
8409,cent quarante et un onze,1
8410,huit cent soixante et onze,0
8411,quatre cent quarante cinq,0
8412,cinq,0
8413,dix sept cent deux,1
8414,cinquante quatre,0
8415,cent un,0
8416,sept quatorze,1
8417,six cinq cent treize,1
8418,trente neuf cent neuf,1
8419,quatre vingt neuf,0
8420,neuf cent quarante deux,0
8421,six cent cinquante huit,0
8422,vingt sept six,1
8423,quatre cent dix un,1
8424,six cent un sept cents,1
8425,huit cent vingt cinq,0
8426,vingt sept six,1
8427,cinq deux cent seize,1
8428,quatre cent vingt six,0
8429,cent quinze cent,1
8430,douze cent vingt huit,1
8431,quatre cent deux sept,1
8432,dix neuf cent dix huit,1
8433,cent sept quatre vingt un,1
8434,quatre cent un cinquante,1
8435,sept cent quatre,0
8436,cinq deux cent onze,1
8437,cinq cent onze cinq,1
8438,quatre cent quarante six,0
8439,neuf cent dix neuf six,1
8440,dix six cent vingt trois,1
8441,cinq cent vingt dix,1
8442,quatre cent quarante sept,0
8443,trois cent soixante six,0
8444,cinq vingt cinq,1
8445,cent cent quatorze,1
8446,dix six cent douze,1
8447,trois cent trois dix huit,1
8448,quarante et un dix sept,1
8449,six cent trois six cents,1
8450,deux cent vingt cent neuf,1
8451,douze quatre cent un,1
8452,vingt cent soixante trois,1
8453,quatre cent quatre vingt trois,0
8454,sept cent quinze quarante,1
8455,cent soixante et onze,0
8456,six cent neuf neuf cents,1
8457,quatre cents,0
8458,vingt deux cent vingt six,1
8459,vingt trois huit cent un,1
8460,cinquante neuf,0
8461,neuf neuf cent vingt,1
8462,neuf cent cinquante deux,0
8463,cent soixante quinze un,1
8464,vingt sept six cent deux,1
8465,sept cent quatre vingt six,0
8466,cinq cent quarante huit,0
8467,vingt sept quarante,1
8468,neuf cent soixante deux,0
8469,cinq cent cinquante trois,0
8470,cent cinquante sept,0
8471,six cent six six cent dix,1
8472,huit cent cinquante,0
8473,cent cinquante quatre,0
8474,sept cent quatre vingts,0
8475,cent sept six cent quatre,1
8476,sept cent onze cinquante,1
8477,neuf cent trente et un,0
8478,cinq cent cinquante et un,0
8479,six cent quarante cinq,0
8480,cent quatre vingt onze,0
8481,trente trois,0
8482,cent quarante sept deux,1
8483,trois cent cinquante neuf,0
8484,vingt sept trente huit,1
8485,cinq cent trente neuf,0
8486,six cent sept trente six,1
8487,deux cent trente,0
8488,cinq cent cinquante,0
8489,sept cent quatre vingt huit,0
8490,quarante deux deux cents,1
8491,quatre cent quatre vingt seize,0
8492,sept cent quatre vingt six,0
8493,vingt sept deux cent sept,1
8494,six cent onze dix sept,1
8495,cent un cent vingt cinq,1
8496,douze cent vingt huit,1
8497,huit cent vingt six,0
8498,six cinq cent trente deux,1
8499,six douze,1
8500,sept cent trente neuf,0
8501,huit cent sept soixante,1
8502,huit cent trente cent six,1
8503,deux cent deux cinq,1
8504,sept deux cent douze,1
8505,trois cent soixante dix sept,0
8506,neuf cent trente,0
8507,cent deux deux cent trois,1
8508,cent vingt six sept cents,1
8509,deux cent quatre vingt neuf,0
8510,huit cent vingt huit,0
8511,deux cent quatre vingts,0
8512,soixante quinze,0
8513,neuf cent un vingt deux,1
8514,trois cent quatre,0
8515,six cent trente huit,0
8516,trois cent quatre vingt quatorze,0
8517,huit,0
8518,quatre cent quatorze,0
8519,deux cent quatorze,0
8520,six cent quarante deux,0
8521,six cents huit cent neuf,1
8522,cent vingt neuf,0
8523,soixante trois,0
8524,cinq cent quarante et un,0
8525,cent quatre soixante six,1
8526,six cent trente et un,0
8527,quatre soixante deux,1
8528,sept cent soixante huit,0
8529,soixante neuf trente cinq,1
8530,neuf cent quarante neuf,0
8531,quatre cent soixante trois,0
8532,sept cent un sept cent un,1
8533,treize,0
8534,quatre cent trente neuf,1
8535,huit cent vingt quatre,0
8536,cinq soixante quinze,1
8537,six cent cinquante quatre,0
8538,trois cent quatre vingt dix sept,0
8539,trente trois cent seize,1
8540,huit cent quarante six,0
8541,six cent quarante sept,0
8542,trois cent soixante dix sept,0
8543,cent dix cent vingt cinq,1
8544,soixante trois quinze,1
8545,cent cinquante deux deux,1
8546,quatre cent quatre vingt dix sept,0
8547,trente neuf quarante,1
8548,neuf cent vingt six,0
8549,deux cent quarante six,0
8550,quatre vingt neuf onze,1
8551,trois cent huit cinquante,1
8552,cent soixante sept dix,1
8553,neuf cent vingt sept,1
8554,onze huit cent dix neuf,1
8555,douze six cent treize,1
8556,cent trente cinq,0
8557,quarante neuf cent trente,1
8558,dix neuf cent vingt neuf,1
8559,vingt deux,0
8560,huit cent trois,0
8561,cent quatre vingt deux,0
8562,cent quatre vingt deux,0
8563,vingt six cent dix huit,1
8564,vingt huit neuf cent six,1
8565,cent onze six cent vingt,1
8566,onze neuf cent dix sept,1
8567,cent cinquante six,0
8568,cent deux cinquante sept,1
8569,neuf cent soixante trois,0
8570,seize cinq cent trente,1
8571,cent vingt,0
8572,quatorze vingt cinq,1
8573,huit cent deux,0
8574,cinq cent quatre vingts,0
8575,quatre cent onze cent,1
8576,trois cent cinquante trois,0
8577,cent deux cent trente,1
8578,six cent vingt deux,0
8579,trois cent vingt huit,0
8580,cinquante quatre six,1
8581,quatre cent quatre vingt onze,0
8582,cent vingt neuf cent dix,1
8583,huit cent vingt et un,0
8584,cinq cent vingt onze,1
8585,soixante deux trente sept,1
8586,neuf cent un,0
8587,cinq cent cinquante six,0
8588,quatre soixante dix huit,1
8589,deux cent quatre vingt seize,0
8590,cinquante et un treize,1
8591,six cent soixante deux,0
8592,cent quatre neuf cent dix,1
8593,cinq cent cinquante huit,0
8594,six cent cinq cent neuf,1
8595,onze six cent trente cinq,1
8596,quatre cent soixante quatorze,0
8597,deux cent trente cinq,0
8598,cent vingt sept cinq,1
8599,deux cent cinquante six,0
8600,cent vingt six cent huit,1
8601,huit cent quatre vingt dix neuf,0
8602,six cent quatre vingt neuf,0
8603,quarante et un neuf,1
8604,cinq cent soixante trois,0
8605,sept huit cents,1
8606,quatre cent cinquante sept,0
8607,trois cent dix huit,0
8608,deux cent quatre vingt douze,0
8609,cent deux sept cent huit,1
8610,cent quarante seize,1
8611,quatre vingt neuf treize,1
8612,sept cent seize vingt,1
8613,deux cent quatre vingt quatre,0
8614,cinq cents,0
8615,neuf cinq cent trente six,1
8616,six cent vingt sept dix,1
8617,deux cent quarante neuf,0
8618,trois cent quarante trois,0
8619,six cent dix huit,0
8620,cinq cent six,0
8621,cinquante et un,0
8622,sept cent dix neuf,0
8623,cent dix huit,0
8624,huit cent quatre vingt seize,0
8625,dix huit vingt,1
8626,cent quarante cent huit,1
8627,trois sept cent sept,1
8628,huit cent vingt huit,0
8629,quatre cent quarante sept,0
8630,quarante sept cent un,1
8631,cinq cent soixante trois,0
8632,neuf cent dix huit cents,1
8633,neuf cent vingt cinq dix,1
8634,trois deux cent deux,1
8635,trois cent trente neuf,0
8636,sept cent soixante dix sept,0
8637,onze cent cinquante cinq,1
8638,sept cent cinquante quatre,0
8639,huit cent onze,0
8640,sept cent quarante six,0
8641,vingt neuf vingt neuf,1
8642,deux cent vingt neuf onze,1
8643,quatre vingt cinq,0
8644,trente sept cent onze,1
8645,neuf cents,0
8646,quatre cent soixante six,0
8647,quatre cent quatre vingt trois,0
8648,cent quarante,0
8649,neuf cent cinquante trois,0
8650,trois cent soixante dix sept,0
8651,cent vingt quatre,0
8652,deux cent soixante douze,0
8653,six cent quatre vingt douze,0
8654,six cent vingt sept seize,1
8655,cent quatre vingt un,0
8656,huit cent trente cent un,1
8657,huit cent vingt trois,0
8658,sept cent quatre vingt six,0
8659,huit cent soixante dix sept,0
8660,trente sept trente quatre,1
8661,neuf cent quarante neuf,0
8662,deux cent quatre vingt trois,0
8663,cent vingt et un,0
8664,deux cent sept deux cents,1
8665,dix neuf cinq cent neuf,1
8666,neuf cent soixante et un,0
8667,trente huit cent treize,1
8668,cent onze huit cent onze,1
8669,douze cinq cent treize,1
8670,deux cent trente,0
8671,cent quatre vingt six,0
8672,cent cinquante huit onze,1
8673,sept cent cinquante cinq,0
8674,cent quarante,0
8675,dix deux cents,1
8676,cinq cent soixante sept,0
8677,vingt quatre sept,1
8678,deux cent soixante,0
8679,trois cent trente six,0
8680,huit cent quarante six,1
8681,cent quarante neuf huit,1
8682,dix sept cent vingt cinq,1
8683,vingt et un quatre vingts,1
8684,six cent seize,0
8685,huit cent quatre dix,1
8686,neuf cent vingt neuf cent,1
8687,neuf cent soixante quinze,0
8688,soixante cinq cent douze,1
8689,cinq cent soixante dix neuf,0
8690,six cent dix huit cent,1
8691,neuf cent soixante dix neuf,0
8692,cinq cent dix neuf onze,1
8693,neuf cent cinquante neuf,0
8694,six neuf cent trente neuf,1
8695,six cent soixante neuf,0
8696,huit cent soixante dix neuf,0
8697,cinq cent vingt,0
8698,trente vingt trois,1
8699,six quatre vingt dix sept,1
8700,cinquante deux vingt sept,1
8701,six cent quatre vingt quatorze,0
8702,dix neuf huit,1
8703,cent huit cinquante huit,1
8704,sept cent trente six,0
8705,deux cent cinquante huit,0
8706,mille mille,1
8707,cinquante sept cent onze,1
8708,six cent dix cent huit,1
8709,cinquante huit,0
8710,cinq cent trente quatre,0
8711,cent quarante vingt,1
8712,trois cent six soixante,1
8713,vingt cinq quarante deux,1
8714,trente neuf soixante dix,1
8715,trente et un vingt trois,1
8716,six cent quatorze mille,1
8717,cent quatre vingts,0
8718,soixante neuf cinq cents,1
8719,huit cent douze un,1
8720,cent trois cent quarante,1
8721,six cent soixante et un,0
8722,soixante six trente et un,1
8723,huit cent six,0
8724,deux cent quatre vingt seize,0
8725,trois quatre cent quatre,1
8726,soixante quatre cent huit,1
8727,sept cent neuf neuf cents,1
8728,soixante deux cent cinq,1
8729,soixante trois cent dix,1
8730,deux cent soixante douze,1
8731,sept cents cinq cent sept,1
8732,six cent douze,0
8733,cinq cent huit,0
8734,quatre vingt huit douze,1
8735,cinq cent quarante,0
8736,sept cent quatre vingt quinze,0
8737,quarante cinq cent un,1
8738,trois cent six sept cents,1
8739,trois cent trente huit,0
8740,neuf cent quatre vingt dix neuf,0
8741,huit cent vingt deux,1
8742,cent vingt sept,0
8743,huit cent dix huit,0
8744,six cent quatre vingt quinze,0
8745,deux trente six,1
8746,neuf cent cinquante huit,0
8747,cinq cent deux cent douze,1
8748,trois cent soixante douze,0
8749,cent onze soixante neuf,1
8750,six trois cent dix huit,1
8751,cinquante huit,0
8752,cent onze,0
8753,six cent soixante,0
8754,quarante cent trente neuf,1
8755,trente sept,0
8756,neuf cent quarante cinq,0
8757,six cent cinquante trois,0
8758,cinq cent dix sept dix,1
8759,neuf cent vingt huit,0
8760,cent dix cent seize,1
8761,six cent vingt sept,0
8762,trente neuf cent deux,1
8763,trente huit trois,1
8764,cinquante six cent un,1
8765,cent deux six cent onze,1
8766,trois cent soixante quinze,0
8767,deux cents cent vingt,1
8768,deux cent quatre vingt treize,0
8769,huit cent quatre vingt six,0
8770,cinq cent vingt neuf,0
8771,vingt sept cent dix,1
8772,neuf cent quatre vingt cinq,0
8773,huit huit cent huit,1
8774,huit cent vingt et un,0
8775,douze quatre vingt dix,1
8776,deux cent trente six,0
8777,cinq cent dix,0
8778,cent quinze vingt six,1
8779,cent soixante huit,0
8780,cinq sept cent six,1
8781,treize,0
8782,cent vingt sept neuf,1
8783,cent quarante six,0
8784,six cents mille,1
8785,cent cinquante quatre,0
8786,huit cent quarante quatre,0
8787,cinq cent cinquante trois,0
8788,cent onze quarante neuf,1
8789,soixante et onze,0
8790,six cent trente quarante,1
8791,six cent deux cent douze,1
8792,cent quatre vingt dix sept,0
8793,trois cent un trente,1
8794,cent cinquante quatre,0
8795,cent un quarante,1
8796,cinq cent seize dix neuf,1
8797,seize sept cent douze,1
8798,dix sept trente deux,1
8799,neuf cent neuf sept,1
8800,neuf cent quatre mille,1
8801,soixante douze,0
8802,quatre cent soixante dix sept,0
8803,treize quarante cinq,1
8804,huit cent soixante et un,0
8805,deux cent trente neuf,0
8806,huit cent quatre vingt six,0
8807,sept cent trente six,0
8808,sept cent soixante dix,0
8809,cent soixante deux huit,1
8810,quatre cent vingt quatre,0
8811,trois cents six cent neuf,1
8812,deux cent trente huit,0
8813,six cent un quatre vingts,1
8814,soixante neuf treize,1
8815,cinq cent quarante sept,0
8816,neuf cent vingt deux,0
8817,cent quatre vingt un,0
8818,trois cent onze cinq,1
8819,cinq cent vingt trois,0
8820,quatre cent soixante,0
8821,cent vingt cent cinq,1
8822,soixante neuf,0
8823,sept cent treize,0
8824,quatre cent onze,0
8825,soixante neuf trente sept,1
8826,soixante neuf vingt huit,1
8827,treize soixante dix sept,1
8828,deux cent seize vingt,1
8829,quarante huit,0
8830,cent cinquante quatre,0
8831,quinze cinquante deux,1
8832,dix vingt trois,1
8833,soixante cinq seize,1
8834,six quatre cent quatre,1
8835,six cent soixante dix huit,0
8836,quatre cent quatre vingt dix neuf,0
8837,cent seize vingt huit,1
8838,quatre cent quarante neuf,0
8839,six cent cinquante deux,0
8840,six cent soixante dix,0
8841,trente et un,0
8842,cinq cent soixante sept,0
8843,trois cent soixante douze,0
8844,dix huit cent soixante,1
8845,neuf cent quatre vingt quatre,0
8846,deux cent quinze quatorze,1
8847,cinq cents cinquante huit,1
8848,trois cent quarante deux,0
8849,cinq cent quarante huit,0
8850,sept quatre cent quatorze,1
8851,cent six,0
8852,sept cent vingt,0
8853,seize soixante dix neuf,1
8854,cent onze,0
8855,six cent quatre vingt sept,0
8856,deux cent soixante seize,0
8857,neuf trois cent quatre,1
8858,cent huit quatre cent un,1
8859,deux cent quatre vingt dix huit,0
8860,quatre cent quarante quatre,0
8861,quatre cent deux,0
8862,cinq cent quatre vingt deux,0
8863,huit cent dix sept neuf,1
8864,cent seize,0
8865,deux six cent vingt cinq,1
8866,deux vingt trois,1
8867,quatre cent quarante sept,0
8868,quatre vingt douze,0
8869,trois sept,1
8870,huit cent trente mille,1
8871,cent quatre vingt dix huit,0
8872,vingt sept soixante,1
8873,six cent quarante huit,0
8874,quatorze deux cent neuf,1
8875,deux cent quatre vingt quinze,0
8876,cent un quatre cent vingt,1
8877,six cent soixante quatre,0
8878,neuf cent cinquante neuf,0
8879,huit cent treize,0
8880,quatre cent trente cinq,1
8881,trois cent quatre vingt deux,0
8882,quatre cent un trente six,1
8883,cinq cent cinquante huit,0
8884,dix trois cent quarante,1
8885,douze cent cinquante neuf,1
8886,deux deux cent treize,1
8887,deux cent seize,0
8888,cinq cent quatre vingt huit,0
8889,cinq six cent vingt six,1
8890,cent vingt cinq,0
8891,soixante douze cent,1
8892,dix deux cent seize,1
8893,cent quatorze deux,1
8894,huit cent neuf treize,1
8895,huit cent quinze dix neuf,1
8896,trois cent quatre vingt sept,0
8897,six cent sept cent trois,1
8898,cent vingt cent trente,1
8899,trente trois cent quinze,1
8900,cinq cent dix,0
8901,cinq cents,0
8902,trois cent trente et un,0
8903,dix sept trois cent onze,1
8904,cinq trente deux,1
8905,cent trente et un vingt,1
8906,six cent soixante et onze,0
8907,neuf cent vingt trois,0
8908,cinq cent cinquante neuf,0
8909,deux cent quatre vingt seize,0
8910,cent vingt seize,1
8911,cent vingt trois,0
8912,cinq cent soixante,0
8913,six cent quarante,0
8914,trente neuf six cent deux,1
8915,neuf cents cent dix,1
8916,neuf cents cent dix,1
8917,cent trois,0
8918,cinq cent vingt six,0
8919,cent quatre cent neuf,1
8920,cent quatre vingts,0
8921,quarante un,1
8922,trois cent quatre vingt cinq,0
8923,vingt neuf neuf cent huit,1
8924,douze six cent trois,1
8925,cent soixante deux huit,1
8926,quatre cents huit cent un,1
8927,cent quatre vingt onze,0
8928,quatre cent six mille,1
8929,cent cinquante sept,0
8930,neuf cent quatre vingt huit,0
8931,cinquante sept,0
8932,sept cent cinquante deux,0
8933,trois cent soixante seize,0
8934,deux trois cent dix,1
8935,huit cent dix,0
8936,cinq cent quatre vingt un,0
8937,cent dix sept,0
8938,cent cinquante trois,0
8939,deux cent treize trois,1
8940,quatre vingt huit,0
8941,neuf cent cinquante trois,0
8942,trois cent quatre vingt neuf,0
8943,trois cent vingt cinq,0
8944,sept cent vingt neuf,0
8945,cent six cent vingt huit,1
8946,cinq cent onze,0
8947,trente soixante quatre,1
8948,cent trente huit cent un,1
8949,trente et un vingt neuf,1
8950,cent trente neuf trois,1
8951,cent un six cent sept,1
8952,trois cent vingt huit,0
8953,huit cent cinquante sept,0
8954,trois cent deux,0
8955,deux cent soixante six,0
8956,trois cents,0
8957,cent soixante cinq,0
8958,quinze six cent un,1
8959,huit soixante treize,1
8960,quarante cinq cent treize,1
8961,six cent neuf treize,1
8962,soixante deux un,1
8963,cent seize huit cent dix,1
8964,cinq cent trente quatre,0
8965,cinq cent vingt et un,0
8966,cinquante deux cent cinq,1
8967,quatre cent cinquante cinq,0
8968,deux cent dix sept,0
8969,cent vingt quatre,0
8970,cent dix,0
8971,quatre cent quinze,0
8972,trois cent soixante dix neuf,0
8973,cent vingt cinq deux,1
8974,cent quatre vingt dix,0
8975,sept cent un,0
8976,neuf cent quarante quatre,0
8977,trois cent cinquante cinq,0
8978,quarante six un,1
8979,neuf cent dix sept,0
8980,onze trois cent dix huit,1
8981,cinq cent quatorze,0
8982,sept cent quatre seize,1
8983,quatre cent vingt trois,0
8984,trois cent vingt deux,0
8985,deux cent quarante sept,0
8986,cent quarante trois dix,1
8987,deux cent quatre six,1
8988,quatre vingts huit,1
8989,vingt et un soixante neuf,1
8990,neuf cents,0
8991,onze cent treize,1
8992,cent quarante et un huit,1
8993,neuf cent quarante et un,0
8994,vingt soixante dix sept,1
8995,quatre vingt six neuf,1
8996,quatre cent deux trente,1
8997,six cents neuf cent cinq,1
8998,quatre cent quatre vingt dix,0
8999,six cent dix sept,0
9000,cent dix neuf cent trente,1
9001,deux cent sept huit cents,1
9002,six cent neuf vingt neuf,1
9003,seize huit,1
9004,cent quatorze trente cinq,1
9005,vingt cinq cinq,1
9006,huit cent trente huit,0
9007,cent treize six cent neuf,1
9008,neuf cent soixante dix huit,0
9009,onze cent quatre vingts,1
9010,douze cinq cent vingt,1
9011,neuf cent quatre vingt dix neuf,0
9012,quarante six cent quatre,1
9013,quatre cent trente et un,0
9014,cinq cent quarante sept,0
9015,cent vingt quatre,0
9016,soixante neuf cent seize,1
9017,trois cents,0
9018,huit cent vingt et un,0
9019,cent vingt sept,0
9020,six cent quarante et un,0
9021,trois cent trois,0
9022,douze treize,1
9023,quatre vingts,0
9024,deux cent sept neuf,1
9025,trois cent treize,0
9026,deux cent quatre cent six,1
9027,cinq cent neuf deux cents,1
9028,neuf deux cent douze,1
9029,trois cent quatre vingt six,0
9030,mille huit cent un,1
9031,cent treize cinquante six,1
