,sents,labels
8256,seven hundred and seventy eight,0
8257,five hundred and ninety nine,0
8258,one hundred and sixty one,0
8259,ninety three eighty one,1
8260,fourteen ninety nine,1
8261,six hundred and ninety two,0
8262,ninety one,0
8263,two hundred and forty twelve,1
8264,five hundred and eighty seven,0
8265,four hundred and nine,0
8266,forty forty three,1
8267,eight hundred and sixty one,0
8268,six hundred and three,0
8269,four hundred and forty six one,1
8270,six hundred and fifty eight,0
8271,one hundred and forty nine,0
8272,five hundred and fifty three,0
8273,six hundred and forty nine,0
8274,four hundred and eight sixty,1
8275,two hundred and forty six,0
8276,three hundred and sixty five,0
8277,ninety eight forty six,1
8278,eight hundred and one nine,1
8279,eight eighty three,1
8280,forty three hundred and two,1
8281,five hundred and ninety nine,0
8282,forty nine three hundred,1
8283,six four hundred and fifty six,1
8284,six hundred and five thirty,1
8285,forty seven eighty eight,1
8286,fifty four,1
8287,one hundred,0
8288,six hundred and thirty six,0
8289,seventy seven one,1
8290,five hundred ninety seven,1
8291,one hundred and sixty nine,0
8292,one hundred and eighteen,0
8293,ten two hundred and forty,1
8294,two hundred and sixty five,0
8295,sixty two hundred and twenty,1
8296,twenty six seventy six,1
8297,seven twenty two,1
8298,twenty six hundred and fifty,1
8299,eight hundred and eighty two,0
8300,seventy two forty six,1
8301,sixty nine hundred and twenty,1
8302,six,0
8303,eight hundred and six eleven,1
8304,five hundred and forty two,0
8305,thirty two hundred and eight,1
8306,six hundred and seventy five,0
8307,eighty three eighty one,1
8308,thirty six hundred and eleven,1
8309,nine seven hundred and eleven,1
8310,twelve seventy six,1
8311,six hundred,0
8312,two six hundred and five,1
8313,one hundred and thirty,0
8314,three hundred and ninety three,0
8315,fifty two,0
8316,four hundred and twenty one,0
8317,sixty eight nine,1
8318,eight hundred and fifty five,0
8319,six hundred and seventy five,0
8320,seven hundred and eighty three,0
8321,seven hundred and ninety nine,0
8322,five six hundred and two,1
8323,eight hundred and ninety one,0
8324,six,0
8325,four hundred and five,0
8326,one hundred and five seventeen,1
8327,seven hundred and twenty three,0
8328,seven hundred and eight twelve,1
8329,seven hundred twenty eight,1
8330,sixty three hundred and six,1
8331,seven hundred and forty four,0
8332,two hundred and nine,0
8333,five eighty two,1
8334,fifty six nine hundred,1
8335,forty six nine hundred and one,1
8336,eighteen sixty eight,1
8337,three hundred ninety one,1
8338,nine hundred and twenty one,0
8339,one hundred and twelve,0
8340,seven hundred and twenty two,0
8341,two hundred and eleven,0
8342,one hundred and twenty one,1
8343,one hundred and thirteen,0
8344,four hundred and forty four,1
8345,two hundred and forty two,0
8346,twenty three ninety one,1
8347,two hundred and forty one nine,1
8348,fifty three forty seven,1
8349,eight eight hundred and forty,1
8350,fifty seven twenty seven,1
8351,sixty one one hundred and five,1
8352,twelve six hundred and eight,1
8353,one hundred and ninety five,0
8354,seven hundred and five,0
8355,two hundred and sixty two,0
8356,eight hundred and twenty nine,0
8357,five hundred and fifty three,0
8358,four hundred and eighty two,0
8359,six hundred and eight,0
8360,three hundred and two five,1
8361,nine hundred and seventy eight,0
8362,ninety two twelve,1
8363,thirteen two,1
8364,five five hundred and six,1
8365,twenty seven twenty nine,1
8366,seven hundred and eighty three,0
8367,forty seven forty eight,1
8368,one hundred and six,0
8369,ninety five nine,1
8370,two hundred and fifteen two,1
8371,five hundred and sixty three,0
8372,six hundred and fifty fifteen,1
8373,nineteen fifty nine,1
8374,fifty five sixty two,1
8375,fifty two,0
8376,eight hundred and seventy seven,0
8377,four five hundred and five,1
8378,eight hundred forty four,1
8379,fifty eight three hundred,1
8380,six hundred and eighty two,0
8381,two hundred and ninety five,0
8382,three hundred and twenty three,0
8383,eight hundred and twenty nine,0
8384,two hundred and sixty sixty,1
8385,six hundred and eighty one,0
8386,nine hundred and fifty eight,0
8387,seventy,0
8388,two hundred and eighty one,0
8389,forty one fifty three,1
8390,eight hundred and fifty five,0
8391,six hundred and three,0
8392,eight hundred and fifty nine,0
8393,one hundred and seventy one,0
8394,seventy seven fifty four,1
8395,four hundred and thirty two,0
8396,six hundred and fifteen,0
8397,six hundred and twenty seven,0
8398,sixty two,0
8399,two five hundred and sixty six,1
8400,nine hundred and ninety eight,0
8401,two hundred and fifty one,0
8402,eighty one forty,1
8403,seventy seven forty four,1
8404,sixty eight hundred and seven,1
8405,three hundred and forty six,0
8406,four six hundred and seventeen,1
8407,four hundred and two,0
8408,three hundred and seventy seven,0
8409,twelve thirty four,1
8410,three hundred and nineteen,0
8411,four hundred and ten forty one,1
8412,three eighty five,1
8413,eleven seven hundred and three,1
8414,one hundred sixty nine,1
8415,eight hundred and sixty eight,0
8416,seventeen nine hundred,1
8417,five hundred and four,0
8418,eight hundred and fifty,0
8419,eight hundred and eighty,0
8420,thirty seventeen,1
8421,twenty eight eleven,1
8422,twelve two hundred and six,1
8423,eleven seventy nine,1
8424,seven hundred and seventy six,0
8425,sixty three,0
8426,nine hundred and five fifteen,1
8427,seven hundred and four seven,1
8428,eighteen sixty seven,1
8429,sixty six one thousand,1
8430,seven one,1
8431,twenty fourteen,1
8432,six hundred and sixty four,0
8433,nine hundred and ten,0
8434,forty eight eleven,1
8435,three hundred and six,0
8436,three hundred and eighty four,0
8437,five hundred and eighty seven,0
8438,eight hundred and ninety eight,0
8439,four hundred and twenty five,0
8440,twenty two eighty nine,1
8441,four hundred and thirty nine,0
8442,thirty seven forty nine,1
8443,thirteen seventy one,1
8444,seven thirty,1
8445,seven hundred eighteen,1
8446,six hundred and fifty,0
8447,forty one sixty six,1
8448,seventy six hundred and ten,1
8449,five hundred and sixty three,0
8450,three hundred and twenty seven,0
8451,four hundred and seventy three,0
8452,eight hundred and fifty two,0
8453,four one hundred and ten,1
8454,twenty four fifty seven,1
8455,nine hundred and twenty one,0
8456,eight hundred and eighty six,0
8457,one hundred and ninety seven,0
8458,fourteen fifty,1
8459,one hundred and four fifty,1
8460,fifty seven sixty five,1
8461,eight hundred and fifty six,0
8462,three seven hundred and forty,1
8463,eight hundred and forty,0
8464,one hundred and forty four,0
8465,sixty eight twenty six,1
8466,seven hundred and one,0
8467,five hundred and seventy one,0
8468,eighty two one hundred,1
8469,six seven hundred and nineteen,1
8470,thirty five six hundred,1
8471,two hundred and seventy three,0
8472,one hundred and sixty five,0
8473,seven hundred and eighty four,0
8474,five hundred and fifty six,0
8475,eight hundred and eighty forty,1
8476,one hundred and twenty two,0
8477,five hundred and sixteen,0
8478,fifty two one hundred and nine,1
8479,two hundred and eighty two,0
8480,two hundred and twenty seven,0
8481,six hundred and forty,0
8482,eighteen seven hundred and ten,1
8483,two hundred and forty four,0
8484,three hundred and eighteen,0
8485,four hundred and twenty four,0
8486,eight hundred and ninety seven,0
8487,fifteen eighty nine,1
8488,thirty seven nine,1
8489,four hundred and eighty two,0
8490,five hundred and sixty nine,1
8491,eight hundred and fourteen,0
8492,nine hundred and three fifteen,1
8493,five hundred and sixty seven,0
8494,six hundred and sixty six,0
8495,eleven one hundred and seventy,1
8496,thirty five hundred and nine,1
8497,two hundred and thirty two,0
8498,twenty three seventy eight,1
8499,thirteen two hundred and sixty,1
8500,nine hundred and fifty,0
8501,three hundred and seventy nine,0
8502,eighteen two hundred and six,1
8503,six hundred and two,0
8504,eighty eight forty six,1
8505,seventy four,0
8506,twenty seven three,1
8507,ninety two twenty,1
8508,five six hundred and fifteen,1
8509,nine hundred and forty four,0
8510,seventy six one hundred,1
8511,seventy six hundred and twelve,1
8512,five hundred and eighty eight,0
8513,twenty twenty three,1
8514,five hundred and seventy seven,0
8515,one hundred and four,0
8516,three hundred and ninety eight,0
8517,five hundred and two,0
8518,nine hundred and seventy eight,0
8519,fifty eight hundred,1
8520,one hundred and twenty six,0
8521,sixty six hundred and twenty,1
8522,nine hundred and two sixty two,1
8523,thirty two ninety three,1
8524,three hundred and sixty two,0
8525,sixty three twelve,1
8526,sixty five sixty eight,1
8527,nine hundred and ninety one,0
8528,three hundred and sixty three,0
8529,eighty one twenty two,1
8530,two hundred and fifty eight,0
8531,five hundred and sixty six,0
8532,fifty five four,1
8533,one hundred and twenty two,0
8534,five hundred and thirty eight,0
8535,five hundred and eleven,0
8536,fifty ninety eight,1
8537,one hundred and ten forty five,1
8538,two hundred and one one,1
8539,one hundred and ten thirteen,1
8540,eighty two ninety seven,1
8541,nine hundred and ninety three,0
8542,three hundred and twenty two,0
8543,seven hundred and thirty eight,0
8544,one hundred and twenty seven,0
8545,ninety three three,1
8546,eight hundred and five one,1
8547,seven hundred and one ten,1
8548,ninety five seventy eight,1
8549,nineteen ninety two,1
8550,seven hundred and eleven five,1
8551,seven hundred and thirty five,0
8552,four hundred and thirty six,0
8553,ninety six seventy eight,1
8554,six hundred and four forty one,1
8555,ten eighty three,1
8556,four hundred and twelve six,1
8557,ninety nine fifteen,1
8558,sixty four eighty eight,1
8559,forty four thirty five,1
8560,eighty four forty,1
8561,forty six seventy,1
8562,seven hundred,0
8563,seven hundred and eight,0
8564,five hundred and thirty seven,0
8565,nine three hundred and twenty,1
8566,thirteen eight hundred and two,1
8567,eight eight hundred and two,1
8568,nine hundred and fifteen,0
8569,sixty seven eighty four,1
8570,seven hundred and five,0
8571,eight hundred and ninety two,0
8572,seven four hundred and nine,1
8573,seventy nine ninety two,1
8574,seven hundred and twenty,0
8575,one hundred and five ninety,1
8576,one hundred and twenty five,0
8577,nine hundred and eight two,1
8578,twenty five twenty nine,1
8579,nine hundred and eighty one,0
8580,thirty four five,1
8581,fifty one eighty three,1
8582,one hundred and thirteen six,1
8583,six hundred and twelve fifty,1
8584,eighty six one,1
8585,eight hundred and forty six,0
8586,three seven,1
8587,four hundred and thirty,0
8588,four six,1
8589,two hundred and twenty five,0
8590,two hundred and ninety three,0
8591,three three hundred and forty,1
8592,four six hundred and ten,1
8593,five hundred and two forty one,1
8594,forty seven eighty six,1
8595,three hundred and twenty two,0
8596,six hundred and seventy,0
8597,two hundred and three eighty,1
8598,six hundred and forty two ten,1
8599,fifty five hundred and eighty,1
8600,three hundred and eleven forty,1
8601,fifty six sixty four,1
8602,seventy eight eight,1
8603,twenty four hundred,1
8604,five hundred and twenty nine,0
8605,five hundred and twenty seven,0
8606,thirty nine ninety seven,1
8607,three hundred and ninety four,0
8608,nine hundred and thirty seven,0
8609,eighty four seventy one,1
8610,eight hundred and forty eight,1
8611,six hundred and thirty,0
8612,forty four nineteen,1
8613,nine hundred and thirty nine,0
8614,five hundred and fifty two,0
8615,eight hundred and eighty one,0
8616,eight hundred and sixty four,0
8617,four seven hundred and eight,1
8618,nine hundred and one,0
8619,nine hundred and seventy nine,0
8620,three hundred and four,0
8621,thirty five thirteen,1
8622,seven hundred and ninety nine,0
8623,two hundred and five eighty,1
8624,eight hundred and thirty nine,0
8625,seven hundred and six,0
8626,two hundred and eight eighty,1
8627,four hundred and ninety nine,0
8628,three hundred and forty five,0
8629,four hundred and four seven,1
8630,seven hundred and fifty four,0
8631,nineteen seventy nine,1
8632,nine hundred and four,0
8633,eight hundred and forty six,0
8634,three thirty,1
8635,seven hundred and seventy four,0
8636,three hundred and twenty seven,0
8637,two hundred and eighty two,0
8638,fifty four thirty three,1
8639,thirteen six hundred and six,1
8640,ninety seven sixty,1
8641,twelve sixteen,1
8642,five nine hundred and eighteen,1
8643,nine hundred ten,1
8644,seven hundred and twenty one,0
8645,six hundred and eighty eight,0
8646,two five hundred and ten,1
8647,eleven twenty seven,1
8648,two hundred and eleven,0
8649,six hundred and sixty one,0
8650,thirty eight ninety four,1
8651,four hundred and forty two,0
8652,four hundred and eighty six,0
8653,three hundred and eighty one,0
8654,two fourteen,1
8655,eight hundred and thirty five,0
8656,six hundred and eleven,0
8657,forty one seven,1
8658,five hundred and two two,1
8659,eight hundred and twelve,0
8660,two hundred and forty three,0
8661,thirty six hundred and fifteen,1
8662,ninety six seventy six,1
8663,nine eight hundred and twelve,1
8664,sixty two ninety six,1
8665,three hundred and six,0
8666,seven hundred and seven,0
8667,fifty seven twenty eight,1
8668,five hundred and fifty three,0
8669,seven hundred and seventy seven,0
8670,fifty two,0
8671,eight hundred and thirty nine,0
8672,thirty five seventy seven,1
8673,eighty seven seven hundred,1
8674,ninety seven,0
8675,eight hundred and sixty,0
8676,two hundred and eighteen,0
8677,five hundred and thirty five,0
8678,six hundred and fourteen fifty,1
8679,thirty two eighty six,1
8680,eight hundred and ninety two,0
8681,twenty five ninety seven,1
8682,ninety one two hundred,1
8683,twenty seven,0
8684,nine hundred and thirty one,0
8685,four hundred and fifty three,0
8686,nineteen nine hundred and ten,1
8687,nine hundred and sixty three,0
8688,one hundred and nineteen,0
8689,forty two hundred and thirty,1
8690,ninety one sixty six,1
8691,two hundred and forty eight,0
8692,eighty eight,0
8693,two hundred and twenty seven,0
8694,seventeen forty six,1
8695,seven hundred and six nineteen,1
8696,seven hundred and eighty five,0
8697,ten six hundred and nine,1
8698,six three hundred and fourteen,1
8699,seven hundred and two eighteen,1
8700,eight hundred and fifteen,0
8701,one hundred and fifty two,0
8702,two hundred and ten sixty,1
8703,nine hundred and twenty,0
8704,seven hundred and ninety one,0
8705,forty five sixty four,1
8706,one hundred and four,0
8707,sixty seven hundred and eighty,1
8708,nine hundred and fifty five,0
8709,seven hundred and sixty,0
8710,fifty six ninety eight,1
8711,five hundred and five sixteen,1
8712,forty nine forty seven,1
8713,twenty five hundred and forty,1
8714,three hundred,0
8715,six hundred and nineteen,0
8716,fifty six thirty,1
8717,two hundred and twenty one,0
8718,ninety three hundred and forty,1
8719,one hundred and fifty ninety,1
8720,seven hundred and eighty,0
8721,five eight hundred and five,1
8722,six hundred and one,0
8723,two hundred and ninety five,0
8724,five hundred and fourteen,0
8725,nine hundred and sixty four,0
8726,ninety one ninety eight,1
8727,sixteen one hundred and eight,1
8728,one hundred and twenty two,0
8729,eight hundred and three two,1
8730,one hundred and twenty one one,1
8731,nine hundred and eighty seven,0
8732,sixty two hundred and ten,1
8733,three hundred and sixty seven,0
8734,one hundred and fifty eight,0
8735,six hundred ninety seven,1
8736,five eight hundred and three,1
8737,seven hundred and twelve ten,1
8738,two,0
8739,sixty five ninety six,1
8740,eight hundred and nine,0
8741,eighty three fifty six,1
8742,four hundred and seventy three,0
8743,five one hundred and fifty,1
8744,ninety three thirteen,1
8745,three hundred and twenty eight,0
8746,four hundred and thirty seven,0
8747,sixty nine sixty five,1
8748,five hundred and seventy seven,0
8749,fifty nine ten,1
8750,six hundred and nineteen,0
8751,forty five hundred,1
8752,eight hundred two hundred,1
8753,two hundred and ninety six,0
8754,ninety six twenty nine,1
8755,two hundred and eighty one,0
8756,seven two hundred and ninety,1
8757,six hundred and six ninety two,1
8758,four hundred and fourteen,0
8759,three nine hundred and five,1
8760,two hundred and fifty five,0
8761,fifty two four hundred and six,1
8762,six hundred and fifty eight,0
8763,nine hundred and sixty six two,1
8764,two hundred and sixty three,0
8765,four hundred and eighteen two,1
8766,two hundred and eighty twenty,1
8767,thirteen fifty six,1
8768,ninety three sixty four,1
8769,three hundred and forty,0
8770,two hundred and seventy three,0
8771,eighty three forty eight,1
8772,one hundred and forty one,0
8773,five hundred and seventy five,0
8774,seven hundred and sixty one,0
8775,nine hundred and ninety three,0
8776,ninety eight seventy four,1
8777,fifteen thirty five,1
8778,two hundred and thirty one,0
8779,six hundred and fifty twelve,1
8780,fifty six sixty eight,1
8781,nine hundred and eighty seven,0
8782,forty six hundred and sixteen,1
8783,seventy three eighty four,1
8784,sixty five,0
8785,nine hundred and seventy one,0
8786,thirty one eighty seven,1
8787,eight hundred and eighty four,0
8788,two hundred and six fifty one,1
8789,seventy eight,0
8790,four hundred and sixty eight,0
8791,four hundred and forty two,0
8792,six hundred and thirty seven,0
8793,six hundred and five forty six,1
8794,twenty three,0
8795,one hundred and ninety nine,0
8796,fifty five eighty,1
8797,seven hundred and sixty six,1
8798,four hundred and seventy five,0
8799,forty thirty three,1
8800,eighty four hundred,1
8801,sixty one two hundred,1
8802,fifteen four hundred and five,1
8803,eight hundred and twenty seven,0
8804,four hundred and thirty seven,0
8805,fifty eight twenty five,1
8806,thirty nine seventy,1
8807,two hundred and eight,0
8808,fifty seven ten,1
8809,seventy seven eight,1
8810,nine hundred and ninety eight,0
8811,four hundred and fifty twelve,1
8812,one hundred and eighty three,0
8813,eight hundred two hundred,1
8814,four hundred and ninety two,0
8815,twenty three fifty one,1
8816,four hundred and eighty two,0
8817,one hundred and eight fifteen,1
8818,sixty two six hundred and two,1
8819,thirteen eighty three,1
8820,four hundred and eight,0
8821,seven hundred and eighteen,0
8822,one hundred and four,0
8823,twelve ninety eight,1
8824,one hundred and five seven,1
8825,five hundred and five thirteen,1
8826,sixty two fifty six,1
8827,forty nine,0
8828,four hundred three,1
8829,two six hundred and sixteen,1
8830,two hundred and eleven twelve,1
8831,four five hundred and seven,1
8832,five hundred and eighty nine,0
8833,seventy,0
8834,fifty eight nineteen,1
8835,three hundred and thirty three,0
8836,one hundred thirty three,1
8837,seventy five fifty three,1
8838,six hundred and forty five ten,1
8839,eight hundred and two,0
8840,three four hundred and sixty,1
8841,six hundred and forty five,0
8842,forty three,0
8843,two hundred and forty,0
8844,four hundred and three eleven,1
8845,eight hundred and twenty seven,0
8846,eight hundred and seventy three,0
8847,seven hundred and thirteen ten,1
8848,one hundred and eighty six,0
8849,six hundred and eighty seven,0
8850,forty three twenty seven,1
8851,four hundred and twenty two,0
8852,five hundred and eighty sixty,1
8853,two hundred and fifty five,0
8854,two hundred and ninety three,0
8855,forty eighty five,1
8856,six hundred and thirty four,0
8857,ninety two ninety six,1
8858,twenty nine sixty four,1
8859,two hundred forty five,1
8860,eight,0
8861,nine hundred and thirty nine,0
8862,four hundred and seven,0
8863,one hundred and seventy five,0
8864,four hundred and seventy nine,0
8865,seven hundred and fifty one,0
8866,forty four,0
8867,six hundred and fifty,0
8868,nine hundred and seventy six,0
8869,thirty four fifty two,1
8870,four hundred and thirty seven,0
8871,five hundred and forty two,0
8872,fifty three four,1
8873,five hundred and seventy six,0
8874,two hundred and thirty seventy,1
8875,seven hundred and sixty one,0
8876,six hundred and forty thirteen,1
8877,thirty nine thirty two,1
8878,seven hundred and ninety eight,0
8879,five sixty five,1
8880,seventy eight hundred and six,1
8881,nine hundred and sixty six,0
8882,sixty nine thirty nine,1
8883,two hundred and sixty six,0
8884,one hundred and forty five,0
8885,six hundred and eighty seven,0
8886,eight hundred and twenty two,0
8887,five hundred and two eighteen,1
8888,one hundred and fifty five,0
8889,eighty seven sixty three,1
8890,twenty four hundred and five,1
8891,seventy eight nineteen,1
8892,seven hundred and ninety eight,0
8893,one hundred and sixty two,0
8894,six hundred and eighty two,0
8895,sixty seven twenty six,1
8896,eighteen four hundred and ten,1
8897,six hundred and forty eleven,1
8898,sixty one four hundred and two,1
8899,one hundred and seventy four,0
8900,seven hundred and forty four,0
8901,three hundred and eleven,0
8902,twenty eight eighty seven,1
8903,one hundred and fifty one,0
8904,four hundred and five,0
8905,four hundred and fifty three,0
8906,ten two hundred and sixty six,1
8907,two hundred and four,0
8908,nine hundred and forty two,0
8909,three hundred and ninety five,0
8910,forty four,0
8911,eighty six ninety two,1
8912,one hundred and six thirteen,1
8913,ninety four seventy two,1
8914,forty four hundred and eight,1
8915,thirty three ninety five,1
8916,four hundred and fifty three,0
8917,six hundred and eighty seven,0
8918,nine hundred and sixty one,0
8919,two hundred and seventy five,0
8920,nine hundred and ninety three,0
8921,twenty three,0
8922,ninety seven twenty four,1
8923,nine hundred and thirty three,0
8924,thirty one,0
8925,sixteen one hundred and nine,1
8926,three hundred and fifty one,0
8927,three hundred and sixty four,0
8928,three hundred and fifty nine,0
8929,sixty two forty two,1
8930,seven hundred and fifty five,0
8931,two hundred and sixty six,0
8932,three hundred and ninety seven,0
8933,three hundred and forty,0
8934,six hundred and thirty one,0
8935,sixty nine six hundred and two,1
8936,nine hundred and thirty,0
8937,six sixty five,1
8938,six hundred and eighty seven,0
8939,two hundred and sixty,0
8940,ninety six seventeen,1
8941,sixty nine thirty one,1
8942,sixty two nine hundred and one,1
8943,nine hundred and seventy,0
8944,eight hundred and ninety two,0
8945,two hundred and twenty six,0
8946,two hundred and nine,0
8947,forty eighty six,1
8948,five hundred and fifty three,1
8949,ninety seven eighty seven,1
8950,eight hundred and nine ten,1
8951,twelve five hundred and twenty,1
8952,eight hundred and fifty five,0
8953,seven hundred and one one,1
8954,one hundred and eighty two ten,1
8955,four hundred and thirteen,0
8956,nine hundred and sixty eight,0
8957,one hundred and sixty eight,0
8958,four hundred and eighty seven,0
8959,three three hundred and sixty,1
8960,sixty seven sixty three,1
8961,two hundred and thirty eight,0
8962,fifty four,0
8963,eight hundred and forty five,0
8964,four hundred and fifty two,0
8965,one hundred and eighty eight,0
8966,six hundred and forty three,0
8967,three hundred and twenty,0
8968,thirty three thirty eight,1
8969,three hundred and fifty three,0
8970,sixteen three hundred,1
8971,four hundred and sixty nine,0
8972,six hundred and ninety one,0
8973,fifty four,0
8974,two hundred and sixty one,0
8975,seven two hundred and three,1
8976,four hundred and fifty two,0
8977,seven hundred and twenty three,0
8978,two hundred forty five,1
8979,five hundred and four,0
8980,two hundred and eight fourteen,1
8981,thirty two fifty seven,1
8982,eight fifty seven,1
8983,two hundred and ninety two,0
8984,six hundred and fourteen,0
8985,five hundred and ninety three,0
8986,one hundred and sixty twenty,1
8987,five,0
8988,sixty four thirty seven,1
8989,thirty six two hundred and two,1
8990,eighty one twenty three,1
8991,six hundred and ninety five,0
8992,seventy four sixteen,1
8993,seventy eighty eight,1
8994,six hundred and fifty two nine,1
8995,twenty eight thirty six,1
8996,six hundred and seventy three,0
8997,four three hundred and thirty,1
8998,sixty nine eighteen,1
8999,sixty five eighty nine,1
9000,one hundred and eighty two one,1
9001,nine hundred and seventy seven,0
9002,seven hundred and thirty five,0
9003,sixty six seventy nine,1
9004,eighty five,0
9005,forty five one hundred and six,1
9006,forty eight fifty three,1
9007,nine hundred and thirty eight,0
9008,nine hundred and nine,0
9009,fourteen eighty nine,1
9010,eight hundred and fifty one,0
9011,three hundred and one,0
9012,three hundred and eighty nine,0
9013,eight hundred and sixty three,0
9014,eight hundred and forty one,0
9015,nine hundred one hundred,1
9016,sixty seven fifty five,1
9017,four hundred and thirty nine,0
9018,forty nine eleven,1
9019,sixty eight forty eight,1
9020,fifty four forty,1
9021,four hundred and eighty seven,0
9022,sixty seven twenty three,1
9023,forty five forty eight,1
9024,sixty three four,1
9025,six seven hundred and seven,1
9026,twenty seven eighty two,1
9027,sixty eight eighty nine,1
9028,five hundred and one,0
9029,forty five one hundred and two,1
9030,seventy nine hundred and three,1
9031,seventy nine forty three,1
9032,six hundred and eighty,0
9033,two hundred and sixty four,1
9034,four hundred and nineteen two,1
9035,seven hundred and ninety nine,0
9036,ten three hundred and twenty,1
9037,twelve thirty five,1
9038,forty six five hundred and six,1
9039,nine hundred and fifty sixty,1
9040,eight hundred and thirty nine,0
9041,one hundred and seventy two,0
9042,five hundred and ninety seven,0
9043,nine hundred and one,0
9044,ninety nine nine,1
9045,fifty seven eighty three,1
9046,seventy three sixty seven,1
9047,eight hundred and fifteen,0
9048,four hundred and one fourteen,1
9049,sixteen thirty two,1
9050,two hundred and thirty eight,0
9051,seven hundred and ten fifteen,1
9052,three hundred and two ten,1
9053,fifty seven,0
9054,twenty six,0
9055,four hundred and forty two,0
9056,eighty two seven hundred,1
9057,four sixty two,1
9058,five hundred eighteen,1
9059,six hundred and seven,0
9060,nine hundred fifty three,1
9061,two hundred and thirty five,0
9062,sixteen fifteen,1
9063,seven hundred and ninety seven,0
9064,seven hundred and forty three,0
9065,nine hundred and seventy six,0
9066,seven hundred and seventy six,0
9067,nine hundred three,1
9068,two hundred and forty six,0
9069,five hundred and sixty one,0
9070,six hundred and eleven twelve,1
9071,six hundred and sixty,0
9072,three hundred and ninety nine,1
9073,twenty five eighty seven,1
9074,one hundred and eighty six,0
9075,sixty six five hundred and six,1
9076,four nine hundred and eighteen,1
9077,ninety nine hundred and six,1
9078,thirty five thirty eight,1
9079,eleven six hundred and thirty,1
9080,one hundred eighty eight,1
9081,one hundred and twenty one,0
9082,fifty four,0
9083,thirty eight sixty four,1
9084,one hundred and fifty seven,0
9085,seven hundred and fifty two,0
9086,one hundred and seventy,0
9087,six hundred and thirty four,0
9088,seven hundred and sixty four,0
9089,six hundred and thirty four,0
9090,fifty three ninety nine,1
9091,five hundred and sixty four,0
9092,one hundred and twenty six,0
9093,eight hundred and seventy six,0
9094,one hundred and twenty six two,1
9095,seventy nine nineteen,1
9096,ninety three twenty nine,1
9097,nine four hundred and fifty,1
9098,two hundred and four fourteen,1
9099,eleven six,1
9100,three hundred and fifty one,0
9101,two,0
9102,nine hundred seventy six,1
9103,three hundred and nine,0
9104,three hundred and fourteen,0
9105,six hundred and seventy five,0
9106,twenty three ninety one,1
9107,nineteen six hundred and six,1
9108,eight one thousand,1
9109,four hundred and seventy nine,0
9110,five hundred and seventy nine,0
9111,four hundred and fifty,0
9112,eight hundred and ninety six,0
9113,seventy six,0
9114,thirty forty one,1
9115,four hundred and eighty eight,0
9116,seventy nine sixty six,1
9117,ten ninety four,1
9118,one hundred and nineteen forty,1
9119,eighty seven four hundred,1
9120,eight hundred and seventy four,0
9121,nine hundred and sixty two,0
9122,nineteen six,1
9123,nine hundred and nine forty,1
9124,sixty five,0
9125,two hundred and ninety seven,0
9126,one hundred and nine,0
9127,nine hundred and sixty nine,0
9128,forty three forty nine,1
9129,thirty eight thirty eight,1
9130,two six hundred and fifteen,1
9131,seven hundred and forty,0
9132,four hundred and nine,0
9133,ten twenty six,1
9134,seven hundred and thirty nine,0
9135,three hundred and fifty eight,0
9136,fifty three forty one,1
9137,forty six fourteen,1
9138,thirty two sixty six,1
9139,nine hundred and fifty one,0
9140,three hundred and three,0
9141,five hundred and ninety one,0
9142,five hundred and sixty one,0
9143,nine hundred and ninety nine,0
9144,seven hundred and two,0
9145,nine hundred and two sixty one,1
9146,one hundred and sixty four ten,1
9147,six hundred and fifty eight,0
9148,five hundred and fifty six,0
9149,two hundred and seven,0
9150,four hundred and fifty nine,0
9151,eight hundred and twenty three,0
9152,eighteen one hundred,1
9153,six hundred and ninety one,0
9154,six hundred and fifty eight,0
9155,fifty nine sixty five,1
9156,nine eight hundred and one,1
9157,ninety one thirty three,1
9158,one hundred and ninety two,0
9159,six hundred and seventy,0
9160,eighty one hundred and fifteen,1
9161,twenty four hundred and forty,1
9162,four hundred and twelve,0
9163,three hundred and eighty four,1
9164,thirty six hundred and three,1
9165,three hundred and twenty one,0
9166,nine hundred and twenty six,0
9167,four hundred and thirty eight,0
9168,seventy six seventy nine,1
9169,eighty one nineteen,1
9170,one hundred and forty,0
9171,one hundred and six,0
9172,eight hundred and seventy nine,0
9173,forty nine sixteen,1
9174,three hundred and seventy eight,0
9175,one hundred and fourteen,0
9176,three hundred and twenty,0
9177,five hundred and fifty two,0
9178,eighty two fifty five,1
9179,seventy seven eighty two,1
9180,five hundred and sixty one,0
9181,four hundred and sixty six,0
9182,forty nine,0
9183,thirty three fifty seven,1
9184,twenty seven fifty three,1
9185,ten two hundred and forty two,1
9186,eight six hundred and eighteen,1
9187,eighty,0
9188,sixty seven thirty one,1
9189,ninety five hundred and ninety,1
9190,five hundred and fifty five,0
9191,four two hundred and sixty six,1
9192,twenty nine,1
9193,eleven six,1
9194,fifty two one hundred and two,1
9195,thirty seven hundred and fifty,1
9196,thirty one one thousand,1
9197,twenty five one thousand,1
9198,eight hundred and ninety seven,0
9199,four hundred and thirty five,0
9200,two hundred and thirty two,0
9201,forty five hundred and one,1
9202,ninety five thirty six,1
9203,ninety one fifty nine,1
9204,three hundred and ninety nine,0
9205,one hundred and seventy two,0
9206,twenty forty eight,1
9207,six hundred and ninety five,0
